season,session,round,position,number,driver,team,col_5,col_6,col_7,col_8
2022,race,"ROUND 2

25
-
27
March

Jeddah
Results",161D. HaugerHAUPREMA Racing,20,48:46.982,51.495,26.000,151.564,1:44.702,20
2022,race,"ROUND 2

25
-
27
March

Jeddah
Results",DQ24J. HughesHUGVan Amersfoort Racing,20,47:58.711,3.224,0.058,154.106,1:43.593,15
2022,race,"ROUND 2

25
-
27
March

Jeddah
Results",DNF7M. ArmstrongARMHitech Grand Prix,17,42:20.307,DNF,-,148.387,1:44.552,17
2022,race,"ROUND 2

25
-
27
March

Jeddah
Results",DNF6L. SargeantSARCarlin,5,12:50.060,DNF,-,143.147,2:23.233,2
2022,race,"ROUND 2

25
-
27
March

Jeddah
Results",DNF3J. DoohanDOOVirtuosi Racing,5,12:52.867,DNF,-,142.627,2:24.209,2
2022,race,"ROUND 2

25
-
27
March

Jeddah
Results",DNF25A. CordeelACOVan Amersfoort Racing,1,1:58.213,DNF,-,180.406,-,-
2022,race,"ROUND 2

25
-
27
March

Jeddah
Results",111F. DrugovichDRUMP Motorsport,10,1:40.422,-,-,221.329,19:22:45,
2022,race,"ROUND 2

25
-
27
March

Jeddah
Results",220R. VerschoorVERTrident,13,1:40.648,0.226,0.226,220.833,19:23:53,
2022,race,"ROUND 2

25
-
27
March

Jeddah
Results",37M. ArmstrongARMHitech Grand Prix,10,1:41.050,0.628,0.026,219.954,19:11:28,
2022,race,"ROUND 2

25
-
27
March

Jeddah
Results",415R. BoschungBOSCampos Racing,10,1:41.057,0.635,0.007,219.939,19:13:13,
2022,race,"ROUND 2

25
-
27
March

Jeddah
Results",55L. LawsonLAWCarlin,9,1:41.142,0.720,0.085,219.754,19:13:16,
2022,race,"ROUND 2

25
-
27
March

Jeddah
Results",617A. IwasaIWADAMS,10,1:41.194,0.772,0.052,219.641,19:10:51,
2022,race,"ROUND 2

25
-
27
March

Jeddah
Results",721C. WilliamsWILTrident,12,1:41.469,1.047,0.275,219.046,19:24:05,
2022,race,"ROUND 2

25
-
27
March

Jeddah
Results",88J. VipsVIPHitech Grand Prix,11,1:41.533,1.111,0.064,218.908,19:23:08,
2022,race,"ROUND 2

25
-
27
March

Jeddah
Results",924J. HughesHUGVan Amersfoort Racing,9,1:41.538,1.116,0.005,218.897,18:41:12,
2022,race,"ROUND 2

25
-
27
March

Jeddah
Results",101D. HaugerHAUPREMA Racing,9,1:41.710,1.288,0.172,218.527,19:11:54,
2022,race,"ROUND 2

25
-
27
March

Jeddah
Results",1112C. NovalakNOVMP Motorsport,10,1:41.710,1.288,0.000,218.527,19:22:51,
2022,race,"ROUND 2

25
-
27
March

Jeddah
Results",1216R. NissanyNISDAMS,10,1:41.971,1.549,0.261,217.967,19:12:38,
2022,race,"ROUND 2

25
-
27
March

Jeddah
Results",134M. SatoSATVirtuosi Racing,9,1:42.178,1.756,0.207,217.526,19:11:49,
2022,race,"ROUND 2

25
-
27
March

Jeddah
Results",142J. DaruvalaDARPREMA Racing,9,1:42.181,1.759,0.003,217.519,19:11:58,
2022,race,"ROUND 2

25
-
27
March

Jeddah
Results",1522E. FittipaldiFITCharouz Racing System,11,1:42.520,2.098,0.339,216.800,19:11:41,
2022,race,"ROUND 2

25
-
27
March

Jeddah
Results",169F. VestiVESART Grand Prix,10,1:42.905,2.483,0.385,215.989,18:40:52,
2022,race,"ROUND 2

25
-
27
March

Jeddah
Results",1714O. CaldwellOCACampos Racing,10,1:43.120,2.698,0.215,215.539,18:40:32,
2022,race,"ROUND 2

25
-
27
March

Jeddah
Results",186L. SargeantSARCarlin,6,1:43.260,2.838,0.140,215.246,18:37:39,
2022,race,"ROUND 2

25
-
27
March

Jeddah
Results",1925A. CordeelACOVan Amersfoort Racing,11,1:44.437,4.015,1.177,212.821,19:11:38,
2022,race,"ROUND 2

25
-
27
March

Jeddah
Results",2010T. PourchairePOUART Grand Prix,5,1:44.736,4.314,0.299,212.213,18:36:45,
2022,race,"ROUND 2

25
-
27
March

Jeddah
Results",DQ3J. DoohanDOOVirtuosi Racing,12,1:41.024,0.602,0.376,220.011,19:25:03,
2022,race,"ROUND 2

25
-
27
March

Jeddah
Results",111F. DrugovichDRUMP Motorsport,10,1:44.100,-,-,213.510,14:38:37,
2022,race,"ROUND 2

25
-
27
March

Jeddah
Results",25L. LawsonLAWCarlin,10,1:44.250,0.150,0.150,213.202,15:01:18,
2022,race,"ROUND 2

25
-
27
March

Jeddah
Results",37M. ArmstrongARMHitech Grand Prix,8,1:44.434,0.334,0.184,212.827,15:01:15,
2022,race,"ROUND 2

25
-
27
March

Jeddah
Results",417A. IwasaIWADAMS,10,1:44.486,0.386,0.052,212.721,15:01:01,
2022,race,"ROUND 2

25
-
27
March

Jeddah
Results",515R. BoschungBOSCampos Racing,9,1:44.581,0.481,0.095,212.528,14:39:53,
2022,race,"ROUND 2

25
-
27
March

Jeddah
Results",614O. CaldwellOCACampos Racing,11,1:44.758,0.658,0.177,212.168,15:01:06,
2022,race,"ROUND 2

25
-
27
March

Jeddah
Results",710T. PourchairePOUART Grand Prix,9,1:44.772,0.672,0.014,212.140,14:42:18,
2022,race,"ROUND 2

25
-
27
March

Jeddah
Results",812C. NovalakNOVMP Motorsport,9,1:45.016,0.916,0.244,211.647,15:01:11,
2022,race,"ROUND 2

25
-
27
March

Jeddah
Results",916R. NissanyNISDAMS,9,1:45.080,0.980,0.064,211.518,14:42:03,
2022,race,"ROUND 2

25
-
27
March

Jeddah
Results",1022E. FittipaldiFITCharouz Racing System,9,1:45.147,1.047,0.067,211.384,14:39:35,
2022,race,"ROUND 2

25
-
27
March

Jeddah
Results",1124J. HughesHUGVan Amersfoort Racing,10,1:45.159,1.059,0.012,211.359,14:42:14,
2022,race,"ROUND 2

25
-
27
March

Jeddah
Results",128J. VipsVIPHitech Grand Prix,6,1:45.236,1.136,0.077,211.205,14:43:08,
2022,race,"ROUND 2

25
-
27
March

Jeddah
Results",131D. HaugerHAUPREMA Racing,6,1:45.425,1.325,0.189,210.826,14:42:36,
2022,race,"ROUND 2

25
-
27
March

Jeddah
Results",1420R. VerschoorVERTrident,10,1:45.474,1.374,0.049,210.728,14:43:19,
2022,race,"ROUND 2

25
-
27
March

Jeddah
Results",154M. SatoSATVirtuosi Racing,7,1:45.951,1.851,0.477,209.779,14:42:32,
2022,race,"ROUND 2

25
-
27
March

Jeddah
Results",166L. SargeantSARCarlin,9,1:46.093,1.993,0.142,209.499,14:42:13,
2022,race,"ROUND 2

25
-
27
March

Jeddah
Results",1721C. WilliamsWILTrident,10,1:46.107,2.007,0.014,209.471,15:00:58,
2022,race,"ROUND 2

25
-
27
March

Jeddah
Results",182J. DaruvalaDARPREMA Racing,6,1:46.726,2.626,0.619,208.256,14:42:44,
2022,race,"ROUND 2

25
-
27
March

Jeddah
Results",199F. VestiVESART Grand Prix,9,1:47.444,3.344,0.718,206.864,14:42:26,
2022,race,"ROUND 2

25
-
27
March

Jeddah
Results",2023C. BölükbasiBOLCharouz Racing System,8,1:47.881,3.781,0.437,206.027,14:42:10,
2022,race,"ROUND 2

25
-
27
March

Jeddah
Results",213J. DoohanDOOVirtuosi Racing,4,2:02.410,18.310,14.529,181.573,14:43:39,
2022,race,"ROUND 2

25
-
27
March

Jeddah
Results",2225A. CordeelACOVan Amersfoort Racing,4,2:12.204,28.104,9.794,168.121,14:30:30,
2022,race,"ROUND 3

22
-
24
April

Imola
Results","1
10
T. Pourchaire
ART Grand Prix",35,1:01:56.611,-,-,166.213,1:29.956,19
2022,race,"ROUND 3

22
-
24
April

Imola
Results","2
22
E. Fittipaldi
Charouz Racing System",35,1:01:56.999,0.388,0.388,166.195,1:30.151,17
2022,race,"ROUND 3

22
-
24
April

Imola
Results","3
15
R. Boschung
Campos Racing",35,1:01:57.340,0.729,0.341,166.180,1:30.159,17
2022,race,"ROUND 3

22
-
24
April

Imola
Results","4
12
C. Novalak
MP Motorsport",35,1:01:58.108,1.497,0.768,166.146,1:30.164,15
2022,race,"ROUND 3

22
-
24
April

Imola
Results","5
17
A. Iwasa
DAMS",35,1:01:58.417,1.806,0.309,166.132,1:30.118,17
2022,race,"ROUND 3

22
-
24
April

Imola
Results","6
9
F. Vesti
ART Grand Prix",35,1:01:58.733,2.122,0.316,166.118,1:29.968,14
2022,race,"ROUND 3

22
-
24
April

Imola
Results","7
6
L. Sargeant
Carlin",35,1:01:59.203,2.592,0.470,166.097,1:30.107,16
2022,race,"ROUND 3

22
-
24
April

Imola
Results","8
23
D. Beckmann
Charouz Racing System",35,1:01:59.840,3.229,0.637,166.068,1:30.485,15
2022,race,"ROUND 3

22
-
24
April

Imola
Results","9
2
J. Daruvala
PREMA Racing",35,1:02:00.802,4.191,0.962,166.025,1:28.353,31
2022,race,"ROUND 3

22
-
24
April

Imola
Results","10
11
F. Drugovich
MP Motorsport",35,1:02:01.007,4.396,0.205,166.016,1:29.668,30
2022,race,"ROUND 3

22
-
24
April

Imola
Results","11
4
M. Sato
Virtuosi Racing",35,1:02:01.504,4.893,0.497,165.994,1:29.465,15
2022,race,"ROUND 3

22
-
24
April

Imola
Results","12
24
J. Hughes
Van Amersfoort Racing",35,1:02:01.655,5.044,0.151,165.987,1:28.938,30
2022,race,"ROUND 3

22
-
24
April

Imola
Results","13
14
O. Caldwell
Campos Racing",35,1:02:03.356,6.745,0.458,165.911,1:30.050,16
2022,race,"ROUND 3

22
-
24
April

Imola
Results","14
20
R. Verschoor
Trident",35,1:02:03.882,7.271,0.526,165.888,1:28.654,29
2022,race,"ROUND 3

22
-
24
April

Imola
Results","15
21
C. Williams
Trident",35,1:02:04.374,7.763,0.492,165.866,1:29.135,30
2022,race,"ROUND 3

22
-
24
April

Imola
Results","16
7
M. Armstrong
Hitech Grand Prix",35,1:02:0.898,6.287,1.243,165.932,1:28.972,31
2022,race,"ROUND 3

22
-
24
April

Imola
Results","17
25
A. Cordeel
Van Amersfoort Racing",35,1:03:18.014,81.403,73.640,162.650,1:30.517,16
2022,race,"ROUND 3

22
-
24
April

Imola
Results","DNF
5
L. Lawson
Carlin",30,52:25.791,DNF,-,168.284,1:29.779,16
2022,race,"ROUND 3

22
-
24
April

Imola
Results","DNF
16
R. Nissany
DAMS",20,35:28.484,DNF,-,165.687,1:29.915,17
2022,race,"ROUND 3

22
-
24
April

Imola
Results","DNF
8
J. Vips
Hitech Grand Prix",5,10:02.899,DNF,-,145.260,1:32.395,5
2022,race,"ROUND 3

22
-
24
April

Imola
Results","DNF
3
J. Doohan
Virtuosi Racing",1,3:21.472,DNF,-,83.821,-,-
2022,race,"ROUND 3

22
-
24
April

Imola
Results","DNF
1
D. Hauger
PREMA Racing",-,-,DNF,-,-,-,-
2022,race,"ROUND 3

22
-
24
April

Imola
Results",17M. ArmstrongARMHitech Grand Prix,25,40:50.545,-,-,179.970,1:29.286,12
2022,race,"ROUND 3

22
-
24
April

Imola
Results",22J. DaruvalaDARPREMA Racing,25,40:51.976,1.431,1.431,179.865,1:29.196,9
2022,race,"ROUND 3

22
-
24
April

Imola
Results",31D. HaugerHAUPREMA Racing,25,40:52.788,2.243,0.812,179.805,1:29.106,12
2022,race,"ROUND 3

22
-
24
April

Imola
Results",416R. NissanyNISDAMS,25,40:53.348,2.803,0.560,179.764,1:29.263,20
2022,race,"ROUND 3

22
-
24
April

Imola
Results",511F. DrugovichDRUMP Motorsport,25,40:57.590,7.045,4.242,179.454,1:29.344,17
2022,race,"ROUND 3

22
-
24
April

Imola
Results",66L. SargeantSARCarlin,25,41:00.366,9.821,2.776,179.251,1:29.423,17
2022,race,"ROUND 3

22
-
24
April

Imola
Results",710T. PourchairePOUART Grand Prix,25,41:02.917,12.372,2.551,179.066,1:29.447,17
2022,race,"ROUND 3

22
-
24
April

Imola
Results",85L. LawsonLAWCarlin,25,41:03.371,12.826,0.454,179.033,1:29.505,17
2022,race,"ROUND 3

22
-
24
April

Imola
Results",917A. IwasaIWADAMS,25,41:03.981,13.436,0.610,178.988,1:29.456,14
2022,race,"ROUND 3

22
-
24
April

Imola
Results",109F. VestiVESART Grand Prix,25,41:08.259,17.714,4.278,178.678,1:29.609,14
2022,race,"ROUND 3

22
-
24
April

Imola
Results",113J. DoohanDOOVirtuosi Racing,25,41:10.724,20.179,2.465,178.500,1:29.403,12
2022,race,"ROUND 3

22
-
24
April

Imola
Results",1222E. FittipaldiFITCharouz Racing System,25,41:11.604,21.059,0.880,178.436,1:29.597,14
2022,race,"ROUND 3

22
-
24
April

Imola
Results",1320R. VerschoorVERTrident,25,41:12.038,21.493,0.434,178.405,1:29.309,14
2022,race,"ROUND 3

22
-
24
April

Imola
Results",1421C. WilliamsWILTrident,25,41:13.487,22.942,1.449,178.300,1:29.511,15
2022,race,"ROUND 3

22
-
24
April

Imola
Results",158J. VipsVIPHitech Grand Prix,25,41:13.820,23.275,0.333,178.276,1:28.841,12
2022,race,"ROUND 3

22
-
24
April

Imola
Results",164M. SatoSATVirtuosi Racing,25,41:14.761,24.216,0.941,178.209,1:29.893,12
2022,race,"ROUND 3

22
-
24
April

Imola
Results",1714O. CaldwellOCACampos Racing,25,41:15.182,24.637,0.421,178.178,1:29.663,15
2022,race,"ROUND 3

22
-
24
April

Imola
Results",1824J. HughesHUGVan Amersfoort Racing,25,41:16.401,25.856,1.219,178.091,1:29.643,15
2022,race,"ROUND 3

22
-
24
April

Imola
Results",1912C. NovalakNOVMP Motorsport,25,41:16.844,26.299,0.443,178.059,1:29.670,17
2022,race,"ROUND 3

22
-
24
April

Imola
Results",DNF15R. BoschungBOSCampos Racing,9,16:37.267,DNF,-,158.700,1:30.405,8
2022,race,"ROUND 3

22
-
24
April

Imola
Results",DNF23D. BeckmannBECCharouz Racing System,-,-,DNF,-,-,-,-
2022,race,"ROUND 3

22
-
24
April

Imola
Results",DNF25A. CordeelACOVan Amersfoort Racing,-,-,DNS,-,-,-,-
2022,race,"ROUND 3

22
-
24
April

Imola
Results",18J. VipsVIPHitech Grand Prix,14,1:40.221,-,-,176.334,19:39:35,
2022,race,"ROUND 3

22
-
24
April

Imola
Results",217A. IwasaIWADAMS,13,1:40.378,0.157,0.157,176.058,19:42:46,
2022,race,"ROUND 3

22
-
24
April

Imola
Results",33J. DoohanDOOVirtuosi Racing,15,1:40.431,0.210,0.053,175.965,19:42:16,
2022,race,"ROUND 3

22
-
24
April

Imola
Results",415R. BoschungBOSCampos Racing,13,1:40.496,0.275,0.065,175.851,19:40:43,
2022,race,"ROUND 3

22
-
24
April

Imola
Results",51D. HaugerHAUPREMA Racing,13,1:40.572,0.351,0.076,175.718,19:42:55,
2022,race,"ROUND 3

22
-
24
April

Imola
Results",616R. NissanyNISDAMS,14,1:40.621,0.400,0.049,175.633,19:40:48,
2022,race,"ROUND 3

22
-
24
April

Imola
Results",710T. PourchairePOUART Grand Prix,14,1:40.862,0.641,0.241,175.213,19:40:52,
2022,race,"ROUND 3

22
-
24
April

Imola
Results",82J. DaruvalaDARPREMA Racing,13,1:40.886,0.665,0.024,175.171,19:39:19,
2022,race,"ROUND 3

22
-
24
April

Imola
Results",97M. ArmstrongARMHitech Grand Prix,15,1:41.004,0.783,0.118,174.967,19:40:11,
2022,race,"ROUND 3

22
-
24
April

Imola
Results",106L. SargeantSARCarlin,14,1:41.062,0.841,0.058,174.866,19:40:16,
2022,race,"ROUND 3

22
-
24
April

Imola
Results",1123D. BeckmannBECCharouz Racing System,13,1:41.129,0.908,0.067,174.751,19:41:36,
2022,race,"ROUND 3

22
-
24
April

Imola
Results",1211F. DrugovichDRUMP Motorsport,14,1:41.131,0.910,0.002,174.747,19:40:08,
2022,race,"ROUND 3

22
-
24
April

Imola
Results",1312C. NovalakNOVMP Motorsport,14,1:41.173,0.952,0.042,174.675,19:41:10,
2022,race,"ROUND 3

22
-
24
April

Imola
Results",145L. LawsonLAWCarlin,14,1:41.199,0.978,0.026,174.630,19:41:34,
2022,race,"ROUND 3

22
-
24
April

Imola
Results",1522E. FittipaldiFITCharouz Racing System,13,1:41.235,1.014,0.036,174.568,19:45:05,
2022,race,"ROUND 3

22
-
24
April

Imola
Results",169F. VestiVESART Grand Prix,11,1:41.434,1.213,0.199,174.225,19:45:31,
2022,race,"ROUND 3

22
-
24
April

Imola
Results",1724J. HughesHUGVan Amersfoort Racing,12,1:41.520,1.299,0.086,174.078,19:41:38,
2022,race,"ROUND 3

22
-
24
April

Imola
Results",1825A. CordeelACOVan Amersfoort Racing,14,1:41.592,1.371,0.072,173.954,19:40:39,
2022,race,"ROUND 3

22
-
24
April

Imola
Results",1920R. VerschoorVERTrident,11,1:42.144,1.923,0.552,173.014,19:41:31,
2022,race,"ROUND 3

22
-
24
April

Imola
Results",2021C. WilliamsWILTrident,12,1:42.498,2.277,0.354,172.417,19:40:27,
2022,race,"ROUND 3

22
-
24
April

Imola
Results",2114O. CaldwellOCACampos Racing,4,1:42.954,2.733,0.456,171.653,19:17:30,
2022,race,"ROUND 3

22
-
24
April

Imola
Results",224M. SatoSATVirtuosi Racing,15,1:43.311,3.090,0.357,171.060,19:16:20,
2022,race,"ROUND 3

22
-
24
April

Imola
Results",115R. BoschungBOSCampos Racing,5,1:41.996,-,-,173.265,15:38:40,
2022,race,"ROUND 3

22
-
24
April

Imola
Results",28J. VipsVIPHitech Grand Prix,5,1:42.277,0.281,0.281,172.789,15:39:04,
2022,race,"ROUND 3

22
-
24
April

Imola
Results",32J. DaruvalaDARPREMA Racing,4,1:43.362,1.366,1.085,170.975,15:39:20,
2022,race,"ROUND 3

22
-
24
April

Imola
Results",412C. NovalakNOVMP Motorsport,5,1:43.968,1.972,0.606,169.979,15:38:55,
2022,race,"ROUND 3

22
-
24
April

Imola
Results",54M. SatoSATVirtuosi Racing,5,1:44.083,2.087,0.115,169.791,15:39:17,
2022,race,"ROUND 3

22
-
24
April

Imola
Results",611F. DrugovichDRUMP Motorsport,5,1:44.316,2.320,0.233,169.412,15:38:52,
2022,race,"ROUND 3

22
-
24
April

Imola
Results",71D. HaugerHAUPREMA Racing,4,1:44.629,2.633,0.313,168.905,15:39:24,
2022,race,"ROUND 3

22
-
24
April

Imola
Results",820R. VerschoorVERTrident,4,1:44.704,2.708,0.075,168.784,15:39:27,
2022,race,"ROUND 3

22
-
24
April

Imola
Results",923D. BeckmannBECCharouz Racing System,5,1:44.741,2.745,0.037,168.724,15:39:28,
2022,race,"ROUND 3

22
-
24
April

Imola
Results",105L. LawsonLAWCarlin,5,1:44.838,2.842,0.097,168.568,15:39:10,
2022,race,"ROUND 3

22
-
24
April

Imola
Results",113J. DoohanDOOVirtuosi Racing,5,1:45.102,3.106,0.264,168.145,15:39:15,
2022,race,"ROUND 3

22
-
24
April

Imola
Results",1214O. CaldwellOCACampos Racing,5,1:46.251,4.255,1.149,166.326,15:38:50,
2022,race,"ROUND 3

22
-
24
April

Imola
Results",1310T. PourchairePOUART Grand Prix,5,1:46.755,4.759,0.504,165.541,15:39:00,
2022,race,"ROUND 3

22
-
24
April

Imola
Results",1416R. NissanyNISDAMS,4,1:47.104,5.108,0.349,165.002,15:39:30,
2022,race,"ROUND 3

22
-
24
April

Imola
Results",159F. VestiVESART Grand Prix,5,1:47.602,5.606,0.498,164.238,15:39:04,
2022,race,"ROUND 3

22
-
24
April

Imola
Results",1621C. WilliamsWILTrident,3,1:50.410,8.414,2.808,160.061,15:27:55,
2022,race,"ROUND 3

22
-
24
April

Imola
Results",1725A. CordeelACOVan Amersfoort Racing,4,1:52.885,10.889,2.475,156.552,15:27:44,
2022,race,"ROUND 3

22
-
24
April

Imola
Results",1824J. HughesHUGVan Amersfoort Racing,4,1:54.422,12.426,1.537,154.449,15:27:28,
2022,race,"ROUND 3

22
-
24
April

Imola
Results",DNF22E. FittipaldiFITCharouz Racing System,3,-,-,-,-,-,
2022,race,"ROUND 3

22
-
24
April

Imola
Results",DNF17A. IwasaIWADAMS,3,-,-,-,-,-,
2022,race,"ROUND 3

22
-
24
April

Imola
Results",DNF6L. SargeantSARCarlin,2,-,-,-,-,-,
2022,race,"ROUND 3

22
-
24
April

Imola
Results",DNF7M. ArmstrongARMHitech Grand Prix,1,-,-,-,-,-,
2022,race,"ROUND 4

20
-
22
May

Barcelona
Results","1
11
F. Drugovich
MP Motorsport",37,1:02:14.874,-,-,166.607,1:34.511,10
2022,race,"ROUND 4

20
-
22
May

Barcelona
Results","2
3
J. Doohan
Virtuosi Racing",37,1:02:20.504,5.630,5.630,166.356,1:34.231,7
2022,race,"ROUND 4

20
-
22
May

Barcelona
Results","3
9
F. Vesti
ART Grand Prix",37,1:02:38.043,23.169,17.539,165.579,1:34.576,7
2022,race,"ROUND 4

20
-
22
May

Barcelona
Results","4
6
L. Sargeant
Carlin",37,1:02:39.594,24.720,1.551,165.511,1:34.400,8
2022,race,"ROUND 4

20
-
22
May

Barcelona
Results","5
12
C. Novalak
MP Motorsport",37,1:02:39.934,25.060,0.340,165.496,1:34.823,31
2022,race,"ROUND 4

20
-
22
May

Barcelona
Results","6
22
E. Fittipaldi
Charouz Racing System",37,1:02:46.304,31.430,6.370,165.216,1:35.013,31
2022,race,"ROUND 4

20
-
22
May

Barcelona
Results","7
7
M. Armstrong
Hitech Grand Prix",37,1:02:47.073,32.199,0.769,165.182,1:34.890,33
2022,race,"ROUND 4

20
-
22
May

Barcelona
Results","8
10
T. Pourchaire
ART Grand Prix",37,1:02:50.481,35.607,3.408,165.033,1:35.236,8
2022,race,"ROUND 4

20
-
22
May

Barcelona
Results","9
5
L. Lawson
Carlin",37,1:02:52.048,37.174,1.567,164.965,1:35.656,10
2022,race,"ROUND 4

20
-
22
May

Barcelona
Results","10
16
R. Nissany
DAMS",37,1:02:52.149,37.275,0.101,164.960,1:34.340,35
2022,race,"ROUND 4

20
-
22
May

Barcelona
Results","11
21
C. Williams
Trident",37,1:02:53.628,38.754,1.479,164.896,1:35.102,10
2022,race,"ROUND 4

20
-
22
May

Barcelona
Results","12
17
A. Iwasa
DAMS",37,1:03:09.722,54.848,16.094,164.195,1:35.990,12
2022,race,"ROUND 4

20
-
22
May

Barcelona
Results","13
1
D. Hauger
PREMA Racing",37,1:03:09.923,55.049,0.201,164.187,1:34.960,37
2022,race,"ROUND 4

20
-
22
May

Barcelona
Results","14
14
O. Caldwell
Campos Racing",37,1:03:11.422,56.548,1.499,164.122,1:34.720,32
2022,race,"ROUND 4

20
-
22
May

Barcelona
Results","15
25
A. Cordeel
Van Amersfoort Racing",37,1:03:14.501,59.627,3.079,163.988,1:35.697,19
2022,race,"ROUND 4

20
-
22
May

Barcelona
Results","16
24
J. Hughes
Van Amersfoort Racing",37,1:03:18.227,63.353,3.726,163.828,1:35.203,9
2022,race,"ROUND 4

20
-
22
May

Barcelona
Results","17
8
J. Vips
Hitech Grand Prix",37,1:03:29.677,74.803,11.450,163.335,1:35.231,2
2022,race,"ROUND 4

20
-
22
May

Barcelona
Results","18
20
R. Verschoor
Trident",37,1:03:34.936,80.062,5.259,163.110,1:34.552,31
2022,race,"ROUND 4

20
-
22
May

Barcelona
Results","19
4
M. Sato
Virtuosi Racing",37,1:03:45.392,90.518,10.456,162.664,1:36.160,12
2022,race,"ROUND 4

20
-
22
May

Barcelona
Results","20
23
C. Bölükbasi
Charouz Racing System",37,1:03:48.709,93.835,3.317,162.523,1:37.045,8
2022,race,"ROUND 4

20
-
22
May

Barcelona
Results","DNF
2
J. Daruvala
PREMA Racing",2,3:20.805,DNF,-,165.366,1:37.650,2
2022,race,"ROUND 4

20
-
22
May

Barcelona
Results",111F. DrugovichDRUMP Motorsport,26,44:12.635,-,-,164.789,1:35.211,23
2022,race,"ROUND 4

20
-
22
May

Barcelona
Results",217A. IwasaIWADAMS,26,44:14.744,2.109,2.109,164.658,1:36.162,25
2022,race,"ROUND 4

20
-
22
May

Barcelona
Results",36L. SargeantSARCarlin,26,44:16.800,4.165,2.056,164.531,1:36.270,21
2022,race,"ROUND 4

20
-
22
May

Barcelona
Results",42J. DaruvalaDARPREMA Racing,26,44:21.128,8.493,4.328,164.263,1:36.076,21
2022,race,"ROUND 4

20
-
22
May

Barcelona
Results",510T. PourchairePOUART Grand Prix,26,44:21.886,9.251,0.758,164.216,1:36.288,17
2022,race,"ROUND 4

20
-
22
May

Barcelona
Results",63J. DoohanDOOVirtuosi Racing,26,44:23.116,10.481,1.230,164.140,1:36.004,22
2022,race,"ROUND 4

20
-
22
May

Barcelona
Results",79F. VestiVESART Grand Prix,26,44:29.065,16.430,5.949,163.775,1:36.329,16
2022,race,"ROUND 4

20
-
22
May

Barcelona
Results",822E. FittipaldiFITCharouz Racing System,26,44:29.891,17.256,0.826,163.724,1:36.158,16
2022,race,"ROUND 4

20
-
22
May

Barcelona
Results",95L. LawsonLAWCarlin,26,44:30.340,17.705,0.449,163.696,1:36.255,17
2022,race,"ROUND 4

20
-
22
May

Barcelona
Results",107M. ArmstrongARMHitech Grand Prix,26,44:31.159,18.524,0.819,163.646,1:36.377,19
2022,race,"ROUND 4

20
-
22
May

Barcelona
Results",1120R. VerschoorVERTrident,26,44:37.956,25.321,6.797,163.231,1:36.794,20
2022,race,"ROUND 4

20
-
22
May

Barcelona
Results",121D. HaugerHAUPREMA Racing,26,44:38.632,25.997,0.676,163.190,1:36.817,14
2022,race,"ROUND 4

20
-
22
May

Barcelona
Results",1314O. CaldwellOCACampos Racing,26,44:39.111,26.476,0.479,163.160,1:36.867,20
2022,race,"ROUND 4

20
-
22
May

Barcelona
Results",1412C. NovalakNOVMP Motorsport,26,44:41.950,29.315,2.839,162.988,1:35.865,15
2022,race,"ROUND 4

20
-
22
May

Barcelona
Results",1516R. NissanyNISDAMS,26,44:44.125,31.490,2.175,162.856,1:36.532,21
2022,race,"ROUND 4

20
-
22
May

Barcelona
Results",1621C. WilliamsWILTrident,26,44:46.416,33.781,2.291,162.717,1:36.745,20
2022,race,"ROUND 4

20
-
22
May

Barcelona
Results",174M. SatoSATVirtuosi Racing,26,44:50.071,37.436,3.655,162.496,1:37.177,20
2022,race,"ROUND 4

20
-
22
May

Barcelona
Results",1823C. BölükbasiBOLCharouz Racing System,26,45:05.916,53.281,15.845,161.544,1:37.690,4
2022,race,"ROUND 4

20
-
22
May

Barcelona
Results",1925A. CordeelACOVan Amersfoort Racing,26,45:18.561,65.926,12.645,160.793,1:36.869,19
2022,race,"ROUND 4

20
-
22
May

Barcelona
Results",DNF24J. HughesHUGVan Amersfoort Racing,24,41:30.794,DNF,-,161.983,1:36.310,17
2022,race,"ROUND 4

20
-
22
May

Barcelona
Results",DNF8J. VipsVIPHitech Grand Prix,5,8:12.680,DNF,-,169.879,1:36.600,5
2022,race,"ROUND 4

20
-
22
May

Barcelona
Results",13J. DoohanDOOVirtuosi Racing,9,1:28.612,-,-,189.929,18:55:44,
2022,race,"ROUND 4

20
-
22
May

Barcelona
Results",28J. VipsVIPHitech Grand Prix,8,1:28.635,0.023,0.023,189.879,19:00:47,
2022,race,"ROUND 4

20
-
22
May

Barcelona
Results",39F. VestiVESART Grand Prix,11,1:28.852,0.240,0.217,189.416,18:55:52,
2022,race,"ROUND 4

20
-
22
May

Barcelona
Results",42J. DaruvalaDARPREMA Racing,8,1:28.884,0.272,0.032,189.347,18:45:20,
2022,race,"ROUND 4

20
-
22
May

Barcelona
Results",56L. SargeantSARCarlin,11,1:28.967,0.355,0.083,189.171,18:55:55,
2022,race,"ROUND 4

20
-
22
May

Barcelona
Results",617A. IwasaIWADAMS,11,1:28.977,0.365,0.010,189.150,18:56:16,
2022,race,"ROUND 4

20
-
22
May

Barcelona
Results",710T. PourchairePOUART Grand Prix,11,1:29.001,0.389,0.024,189.098,18:55:48,
2022,race,"ROUND 4

20
-
22
May

Barcelona
Results",824J. HughesHUGVan Amersfoort Racing,11,1:29.067,0.455,0.066,188.958,18:55:59,
