season,session,round,position,number,driver,team,col_5,col_6,col_7,col_8
2018,race,"ROUND 6

29
-
01
June

Spielberg
Results",196N. LatifiLATDAMS,21,1:15.796,1.637,0.205,205.087,13:22:09,
2018,race,"ROUND 6

29
-
01
June

Spielberg
Results",2015R. NissanyNISCampos Vexatec Racing,5,1:30.443,16.284,14.647,171.873,13:09:49,
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results","1
11
M. Günther
BWT Arden",21,37:09.802,-,-,199.514,1:44.484,13
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results","2
8
G. Russell
ART Grand Prix",21,37:10.323,0.520,0.520,199.467,1:43.731,12
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results","3
19
L. Norris
Carlin",21,37:12.307,2.504,1.984,199.290,1:44.134,14
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results","4
1
A. Markelov
RUSSIAN TIME",21,37:19.727,9.924,7.420,198.630,1:44.434,12
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results","5
20
L. Delétraz
Charouz Racing System",21,37:21.807,12.005,2.081,198.445,1:44.626,2
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results","6
4
N. de Vries
PERTAMINA PREMA Theodore Racing",21,37:23.732,13.929,0.878,198.275,1:44.701,10
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results","7
5
A. Albon
DAMS",21,37:23.809,14.006,0.077,198.268,1:44.967,17
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results","8
10
R. Boschung
MP Motorsport",21,37:24.487,14.684,0.678,198.208,1:44.880,17
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results","9
9
R. Merhi
MP Motorsport",21,37:26.290,16.487,1.803,198.049,1:45.043,14
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results","10
14
L. Ghiotto
Campos Vexatec Racing",21,37:27.853,13.051,1.046,198.353,1:44.625,4
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results","11
2
T. Makino
RUSSIAN TIME",21,37:29.435,19.632,3.145,197.772,1:44.457,21
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results","12
7
J. Aitken
ART Grand Prix",21,37:33.455,23.653,4.021,197.420,1:45.218,12
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results","13
16
A. Maini
Trident",21,37:33.843,24.040,0.387,197.386,1:44.603,17
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results","14
15
R. Nissany
Campos Vexatec Racing",21,37:41.968,32.165,4.447,196.677,1:45.064,13
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results","15
3
S. Gelael
PERTAMINA PREMA Theodore Racing",21,37:43.121,33.318,1.153,196.576,1:45.304,14
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results","16
6
N. Latifi
DAMS",21,37:43.845,34.042,0.724,196.513,1:45.558,14
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results","17
18
S. Sette Câmara
Carlin",21,37:57.715,47.912,13.870,195.317,1:43.318,14
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results","DQ
17
S. Ferrucci
Trident",21,37:37.521,27.718,3.678,197.064,1:45.222,13
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results","DNF
21
A. Fuoco
Charouz Racing System",14,24:42.767,DNF,-,199.912,1:44.601,10
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results","DNS
12
N. Fukuzumi
BWT Arden",-,-,DNS,-,-,-,-
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",15A. AlbonALBDAMS,29,52:04.519,-,-,196.682,1:44.873,28
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",28G. RussellRUSART Grand Prix,29,52:14.302,9.783,9.783,196.068,1:44.448,28
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",321A. FuocoFUOCharouz Racing System,29,52:23.026,18.507,8.724,195.524,1:44.710,29
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",420L. DelétrazDELCharouz Racing System,29,52:31.208,26.689,8.182,195.016,1:45.753,25
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",514L. GhiottoGHICampos Vexatec Racing,29,52:31.535,27.016,0.327,194.996,1:45.320,10
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",61A. MarkelovMARRUSSIAN TIME,29,52:31.626,27.107,0.091,194.990,1:45.801,10
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",74N. de VriesDEVPERTAMINA PREMA Theodore Racing,29,52:32.553,28.034,0.927,194.933,1:45.333,9
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",811M. GüntherGUNBWT Arden,29,52:38.540,34.020,5.986,194.563,1:45.606,16
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",910R. BoschungBOSMP Motorsport,29,52:41.746,37.227,3.207,194.366,1:44.561,27
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",1019L. NorrisNORCarlin,29,52:44.139,39.620,2.393,194.219,1:44.952,27
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",119R. MerhiMERMP Motorsport,29,52:44.490,39.971,0.351,194.198,1:45.290,12
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",122T. MakinoMAKRUSSIAN TIME,29,52:44.651,40.131,0.160,194.188,1:45.130,26
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",137J. AitkenAITART Grand Prix,29,52:47.449,42.930,2.799,194.016,1:45.706,17
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",1416A. MainiMAITrident,29,52:59.374,54.855,11.925,193.288,1:44.774,27
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",1515R. NissanyNISCampos Vexatec Racing,29,53:02.583,58.064,3.209,193.094,1:45.653,25
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",1617S. FerrucciFERTrident,29,53:03.913,59.394,1.330,193.013,1:45.641,17
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",176N. LatifiLATDAMS,29,53:04.283,59.764,0.370,192.991,1:45.727,17
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",DNF18S. Sette CâmaraSETCarlin,23,41:57.324,DNF,-,193.575,1:45.368,20
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",DNF3S. GelaelGELPERTAMINA PREMA Theodore Racing,20,36:40.522,DNF,-,192.531,1:46.032,18
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",DNF12N. FukuzumiFUKBWT Arden,13,24:02.542,DNF,-,190.785,1:46.201,9
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",18G. RussellRUSART Grand Prix,12,1:39.989,-,-,212.099,16:41:21,
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",25A. AlbonALBDAMS,10,1:40.065,0.076,0.076,211.938,16:41:48,
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",321A. FuocoFUOCharouz Racing System,13,1:40.094,0.105,0.029,211.876,16:42:14,
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",420L. DelétrazDELCharouz Racing System,8,1:40.190,0.201,0.096,211.673,16:41:39,
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",518S. Sette CâmaraSETCarlin,11,1:40.234,0.245,0.044,211.580,16:42:03,
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",619L. NorrisNORCarlin,11,1:40.396,0.407,0.162,211.239,16:42:08,
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",716A. MainiMAITrident,10,1:40.512,0.523,0.116,210.995,16:41:35,
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",81A. MarkelovMARRUSSIAN TIME,13,1:40.590,0.601,0.078,210.832,16:46:13,
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",914L. GhiottoGHICampos Vexatec Racing,11,1:40.707,0.718,0.117,210.587,16:41:45,
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",1011M. GüntherGUNBWT Arden,11,1:40.786,0.797,0.079,210.422,16:41:00,
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",114N. de VriesDEVPERTAMINA PREMA Theodore Racing,12,1:40.847,0.858,0.061,210.294,16:41:10,
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",127J. AitkenAITART Grand Prix,11,1:40.863,0.874,0.016,210.261,16:45:21,
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",139R. MerhiMERMP Motorsport,12,1:40.994,1.005,0.131,209.988,16:42:11,
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",1410R. BoschungBOSMP Motorsport,11,1:41.031,1.042,0.037,209.911,16:41:58,
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",153S. GelaelGELPERTAMINA PREMA Theodore Racing,10,1:41.052,1.063,0.021,209.868,16:41:55,
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",166N. LatifiLATDAMS,11,1:41.061,1.072,0.009,209.849,16:41:52,
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",1717S. FerrucciFERTrident,12,1:41.414,1.425,0.353,209.119,16:41:25,
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",182T. MakinoMAKRUSSIAN TIME,10,1:41.493,1.504,0.079,208.956,16:41:31,
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",1912N. FukuzumiFUKBWT Arden,13,1:42.081,2.092,0.588,207.752,16:42:20,
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",15R. NissanyNISCampos Vexatec Racing,2,2:13.133,33.144,31.052,159.296,16:15:14,
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",18G. RussellRUSART Grand Prix,19,1:40.410,-,-,211.210,12:08:32,
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",25A. AlbonALBDAMS,19,1:41.120,0.710,0.710,209.727,12:08:41,
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",319L. NorrisNORCarlin,16,1:41.156,0.746,0.036,209.652,12:26:29,
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",410R. BoschungBOSMP Motorsport,18,1:41.291,0.881,0.135,209.372,12:27:55,
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",57J. AitkenAITART Grand Prix,20,1:41.414,1.004,0.123,209.119,12:33:00,
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",614L. GhiottoGHICampos Vexatec Racing,20,1:41.457,1.047,0.043,209.030,12:09:24,
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",718S. Sette CâmaraSETCarlin,16,1:41.514,1.104,0.057,208.913,12:27:13,
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",89R. MerhiMERMP Motorsport,19,1:41.618,1.208,0.104,208.699,12:08:07,
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",920L. DelétrazDELCharouz Racing System,19,1:41.677,1.267,0.059,208.578,12:28:39,
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",1021A. FuocoFUOCharouz Racing System,18,1:41.750,1.340,0.073,208.428,12:22:01,
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",111A. MarkelovMARRUSSIAN TIME,19,1:41.837,1.427,0.087,208.250,12:24:19,
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",1211M. GüntherGUNBWT Arden,16,1:41.881,1.471,0.044,208.160,12:38:23,
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",132T. MakinoMAKRUSSIAN TIME,16,1:42.007,1.597,0.126,207.903,12:21:50,
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",1416A. MainiMAITrident,20,1:42.088,1.678,0.081,207.738,12:07:22,
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",153S. GelaelGELPERTAMINA PREMA Theodore Racing,18,1:42.100,1.690,0.012,207.714,12:07:26,
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",1615R. NissanyNISCampos Vexatec Racing,19,1:42.205,1.795,0.105,207.500,12:25:48,
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",174N. de VriesDEVPERTAMINA PREMA Theodore Racing,18,1:42.336,1.926,0.131,207.234,12:07:16,
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",186N. LatifiLATDAMS,5,1:42.392,1.982,0.056,207.121,12:06:12,
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",1917S. FerrucciFERTrident,20,1:42.416,2.006,0.024,207.073,12:19:10,
2018,race,"ROUND 7

06
-
08
July

Silverstone
Results",2012N. FukuzumiFUKBWT Arden,19,1:43.109,2.699,0.693,205.681,12:28:53,
2018,race,"ROUND 8

27
-
29
July

Budapest
Results","1
5
A. Albon
DAMS",28,44:47.130,-,-,164.287,1:33.893,5
2018,race,"ROUND 8

27
-
29
July

Budapest
Results","2
14
L. Ghiotto
Campos Vexatec Racing",28,44:56.595,9.465,9.465,163.710,1:33.537,6
2018,race,"ROUND 8

27
-
29
July

Budapest
Results","3
18
S. Sette Câmara
Carlin",28,44:58.501,11.371,1.906,163.594,1:33.952,5
2018,race,"ROUND 8

27
-
29
July

Budapest
Results","4
19
L. Norris
Carlin",28,45:00.768,13.638,2.267,163.457,1:33.871,14
2018,race,"ROUND 8

27
-
29
July

Budapest
Results","5
9
R. Merhi
MP Motorsport",28,45:15.340,28.210,14.572,162.580,1:33.892,8
2018,race,"ROUND 8

27
-
29
July

Budapest
Results","6
12
N. Fukuzumi
BWT Arden",28,45:21.274,34.144,5.934,162.225,1:34.354,10
2018,race,"ROUND 8

27
-
29
July

Budapest
Results","7
4
N. de Vries
PERTAMINA PREMA Theodore Racing",28,45:21.275,34.145,0.001,162.225,1:34.204,10
2018,race,"ROUND 8

27
-
29
July

Budapest
Results","8
8
G. Russell
ART Grand Prix",28,45:23.716,36.586,2.441,162.080,1:33.806,17
2018,race,"ROUND 8

27
-
29
July

Budapest
Results","9
20
L. Delétraz
Charouz Racing System",28,45:24.270,37.140,0.554,162.047,1:34.435,14
2018,race,"ROUND 8

27
-
29
July

Budapest
Results","10
7
J. Aitken
ART Grand Prix",28,45:26.106,38.976,1.836,161.938,1:34.172,8
2018,race,"ROUND 8

27
-
29
July

Budapest
Results","11
3
S. Gelael
PERTAMINA PREMA Theodore Racing",28,45:28.093,40.963,1.987,161.820,1:34.423,9
2018,race,"ROUND 8

27
-
29
July

Budapest
Results","12
2
T. Makino
RUSSIAN TIME",28,45:28.665,41.535,0.572,161.786,1:34.111,14
2018,race,"ROUND 8

27
-
29
July

Budapest
Results","13
1
A. Markelov
RUSSIAN TIME",28,45:39.360,52.230,10.695,161.154,1:34.036,10
2018,race,"ROUND 8

27
-
29
July

Budapest
Results","14
16
A. Maini
Trident",28,45:39.509,52.379,0.149,161.145,1:34.320,12
2018,race,"ROUND 8

27
-
29
July

Budapest
Results","15
15
R. Nissany
Campos Vexatec Racing",28,45:48.062,60.932,8.553,160.644,1:33.782,9
2018,race,"ROUND 8

27
-
29
July

Budapest
Results","16
6
N. Latifi
DAMS",28,46:04.314,77.184,16.252,159.699,1:34.337,12
2018,race,"ROUND 8

27
-
29
July

Budapest
Results","17
21
A. Fuoco
Charouz Racing System",27,45:47.668,1 LAP,1 LAP,154.927,1:31.889,24
2018,race,"ROUND 8

27
-
29
July

Budapest
Results","DNF
11
M. Günther
BWT Arden",17,28:14.223,DNF,-,158.168,1:34.092,10
2018,race,"ROUND 8

27
-
29
July

Budapest
Results","DNF
10
R. Boschung
MP Motorsport",-,-,DNF,-,-,-,-
2018,race,"ROUND 8

27
-
29
July

Budapest
Results","DNF
17
A. Lorandi
Trident",-,-,DNF,-,-,-,-
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",14N. de VriesDEVPERTAMINA PREMA Theodore Racing,34,1:00:16.996,-,-,148.214,1:32.832,33
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",219L. NorrisNORCarlin,34,1:00:33.504,16.508,16.508,147.540,1:35.120,25
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",321A. FuocoFUOCharouz Racing System,34,1:00:37.748,20.752,4.244,147.368,1:33.466,32
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",47J. AitkenAITART Grand Prix,34,1:00:38.801,21.805,1.053,147.326,1:33.672,33
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",55A. AlbonALBDAMS,34,1:00:40.073,23.077,1.272,147.274,1:34.093,29
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",614L. GhiottoGHICampos Vexatec Racing,34,1:00:45.692,28.696,5.619,147.047,1:33.268,33
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",718S. Sette CâmaraSETCarlin,34,1:00:46.095,29.099,0.403,147.031,1:33.290,30
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",81A. MarkelovMARRUSSIAN TIME,34,1:00:52.590,35.594,6.495,146.769,1:34.600,26
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",92T. MakinoMAKRUSSIAN TIME,34,1:00:53.300,36.304,0.710,146.741,1:34.329,32
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",1012N. FukuzumiFUKBWT Arden,34,1:00:54.110,37.114,0.810,146.708,1:35.232,29
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",119R. MerhiMERMP Motorsport,34,1:00:54.979,37.983,0.869,146.674,1:35.314,29
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",1216A. MainiMAITrident,34,1:00:55.332,38.336,0.353,146.659,1:33.235,32
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",133S. GelaelGELPERTAMINA PREMA Theodore Racing,34,1:00:56.116,39.120,0.784,146.628,1:33.617,27
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",1417A. LorandiLORTrident,34,1:00:56.854,39.858,0.738,146.598,1:33.212,32
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",1515R. NissanyNISCampos Vexatec Racing,34,1:01:05.068,48.072,8.214,146.270,1:32.615,33
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",1611M. GüntherGUNBWT Arden,34,1:01:10.237,53.241,5.169,146.064,1:33.894,29
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",1720L. DelétrazDELCharouz Racing System,34,1:01:30.692,73.696,20.455,145.254,1:32.972,34
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",1810R. BoschungBOSMP Motorsport,33,1:01:17.422,1 LAP,1 LAP,141.490,1:32.473,33
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",DNF6N. LatifiLATDAMS,29,52:32.459,DNF,-,145.039,1:34.483,26
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",DNF8G. RussellRUSART Grand Prix,11,22:22.716,DNF,-,129.099,1:52.576,6
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",118S. Sette CâmaraSETCarlin,10,1:27.400,-,-,180.453,17:22:25,
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",27J. AitkenAITART Grand Prix,9,1:27.430,0.030,0.030,180.391,17:15:24,
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",34N. de VriesDEVPERTAMINA PREMA Theodore Racing,8,1:27.631,0.231,0.201,179.977,17:08:51,
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",48G. RussellRUSART Grand Prix,12,1:27.762,0.362,0.131,179.708,17:00:34,
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",514L. GhiottoGHICampos Vexatec Racing,10,1:27.828,0.428,0.066,179.573,17:15:15,
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",619L. NorrisNORCarlin,10,1:27.864,0.464,0.036,179.500,17:22:21,
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",71A. MarkelovMARRUSSIAN TIME,10,1:27.957,0.557,0.093,179.310,17:08:12,
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",816A. MainiMAITrident,10,1:27.958,0.558,0.001,179.308,17:12:50,
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",910R. BoschungBOSMP Motorsport,11,1:27.973,0.573,0.015,179.277,17:21:47,
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",1020L. DelétrazDELCharouz Racing System,10,1:28.032,0.632,0.059,179.157,17:22:17,
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",1112N. FukuzumiFUKBWT Arden,10,1:28.038,0.638,0.006,179.145,17:14:33,
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",1221A. FuocoFUOCharouz Racing System,10,1:28.073,0.673,0.035,179.074,17:21:29,
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",135A. AlbonALBDAMS,10,1:28.107,0.707,0.034,179.005,17:01:34,
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",146N. LatifiLATDAMS,9,1:28.124,0.724,0.017,178.970,17:01:38,
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",1511M. GüntherGUNBWT Arden,10,1:28.169,0.769,0.045,178.879,17:22:09,
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",1615R. NissanyNISCampos Vexatec Racing,10,1:28.348,0.948,0.179,178.516,17:21:53,
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",1717A. LorandiLORTrident,11,1:28.533,1.133,0.185,178.143,17:22:34,
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",183S. GelaelGELPERTAMINA PREMA Theodore Racing,8,1:28.648,1.248,0.115,177.912,17:09:06,
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",199R. MerhiMERMP Motorsport,10,1:28.724,1.324,0.076,177.760,17:22:04,
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",202T. MakinoMAKRUSSIAN TIME,8,1:28.750,1.350,0.026,177.708,17:21:40,
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",18G. RussellRUSART Grand Prix,14,1:28.886,-,-,177.436,13:22:06,
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",24N. de VriesDEVPERTAMINA PREMA Theodore Racing,13,1:29.188,0.302,0.302,176.835,13:21:31,
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",318S. Sette CâmaraSETCarlin,16,1:29.269,0.383,0.081,176.674,13:25:37,
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",414L. GhiottoGHICampos Vexatec Racing,15,1:29.333,0.447,0.064,176.548,13:22:19,
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",55A. AlbonALBDAMS,14,1:29.337,0.451,0.004,176.540,13:24:11,
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",610R. BoschungBOSMP Motorsport,11,1:29.390,0.504,0.053,176.435,13:24:24,
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",712N. FukuzumiFUKBWT Arden,13,1:29.441,0.555,0.051,176.335,13:25:01,
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",819L. NorrisNORCarlin,14,1:29.478,0.592,0.037,176.262,13:22:13,
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",97J. AitkenAITART Grand Prix,14,1:29.534,0.648,0.056,176.152,13:26:21,
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",101A. MarkelovMARRUSSIAN TIME,15,1:29.555,0.669,0.021,176.110,13:21:58,
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",116N. LatifiLATDAMS,13,1:29.566,0.680,0.011,176.089,13:22:24,
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",129R. MerhiMERMP Motorsport,15,1:29.636,0.750,0.070,175.951,13:24:33,
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",1320L. DelétrazDELCharouz Racing System,17,1:29.862,0.976,0.226,175.509,13:25:41,
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",1411M. GüntherGUNBWT Arden,15,1:29.926,1.040,0.064,175.384,13:25:21,
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",1521A. FuocoFUOCharouz Racing System,15,1:30.053,1.167,0.127,175.136,13:21:02,
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",1616A. MainiMAITrident,18,1:30.103,1.217,0.050,175.039,13:24:56,
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",1715R. NissanyNISCampos Vexatec Racing,14,1:30.113,1.227,0.010,175.020,13:24:19,
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",1817A. LorandiLORTrident,16,1:30.573,1.687,0.460,174.131,13:18:31,
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",193S. GelaelGELPERTAMINA PREMA Theodore Racing,15,1:30.574,1.688,0.001,174.129,13:20:42,
2018,race,"ROUND 8

27
-
29
July

Budapest
Results",202T. MakinoMAKRUSSIAN TIME,4,1:31.072,2.186,0.498,173.177,13:01:51,
2018,race,"ROUND 9

24
-
26
August

Spa-Francorchamps
Results","1
6
N. Latifi
DAMS",18,37:13.659,-,-,202.991,2:01.484,2
2018,race,"ROUND 9

24
-
26
August

Spa-Francorchamps
Results","2
19
L. Norris
Carlin",18,37:24.061,10.402,10.402,202.050,2:02.440,2
2018,race,"ROUND 9

24
-
26
August

Spa-Francorchamps
Results","3
5
A. Albon
DAMS",18,37:24.425,10.766,0.364,202.017,2:03.074,3
2018,race,"ROUND 9

24
-
26
August

Spa-Francorchamps
Results","4
4
N. de Vries
PERTAMINA PREMA Theodore Racing",18,37:26.869,13.210,2.444,201.797,2:02.028,2
2018,race,"ROUND 9

24
-
26
August

Spa-Francorchamps
Results","5
1
A. Markelov
RUSSIAN TIME",18,37:27.107,13.448,0.238,201.776,2:02.410,2
2018,race,"ROUND 9

24
-
26
August

Spa-Francorchamps
Results","6
14
L. Ghiotto
Campos Vexatec Racing",18,37:35.838,22.179,8.731,200.995,2:02.059,2
2018,race,"ROUND 9

24
-
26
August

Spa-Francorchamps
Results","7
8
G. Russell
ART Grand Prix",18,37:37.016,23.357,1.178,200.890,2:02.190,2
2018,race,"ROUND 9

24
-
26
August

Spa-Francorchamps
Results","8
16
A. Maini
Trident",18,37:45.523,31.864,8.507,200.136,2:03.729,3
2018,race,"ROUND 9

24
-
26
August

Spa-Francorchamps
Results","9
18
S. Sette Câmara
Carlin",18,37:47.237,33.578,1.714,199.984,2:03.214,5
2018,race,"ROUND 9

24
-
26
August

Spa-Francorchamps
Results","10
7
J. Aitken
ART Grand Prix",18,37:48.226,34.567,0.989,199.897,2:04.072,2
2018,race,"ROUND 9

24
-
26
August

Spa-Francorchamps
Results","11
2
T. Makino
RUSSIAN TIME",18,37:53.691,40.032,5.465,199.417,2:04.447,8
2018,race,"ROUND 9

24
-
26
August

Spa-Francorchamps
Results","12
10
R. Boschung
MP Motorsport",18,37:53.759,40.100,0.068,199.411,2:04.666,3
2018,race,"ROUND 9

24
-
26
August

Spa-Francorchamps
Results","13
20
L. Delétraz
Charouz Racing System",18,37:56.558,42.899,2.799,199.165,2:04.366,2
2018,race,"ROUND 9

24
-
26
August

Spa-Francorchamps
Results","14
15
R. Nissany
Campos Vexatec Racing",18,37:58.290,44.631,1.732,199.014,2:03.809,5
2018,race,"ROUND 9

24
-
26
August

Spa-Francorchamps
Results","15
17
A. Lorandi
Trident",18,38:06.227,52.568,7.937,198.323,2:03.574,2
2018,race,"ROUND 9

24
-
26
August

Spa-Francorchamps
Results","16
11
M. Günther
BWT Arden",18,38:08.964,55.305,2.737,198.086,2:02.504,15
2018,race,"ROUND 9

24
-
26
August

Spa-Francorchamps
Results","17
12
N. Fukuzumi
BWT Arden",18,38:12.666,59.007,3.702,197.766,2:04.950,3
2018,race,"ROUND 9

24
-
26
August

Spa-Francorchamps
Results","18
9
D. Boccolacci
MP Motorsport",18,38:13.774,60.115,1.108,197.671,2:02.504,14
2018,race,"ROUND 9

24
-
26
August

Spa-Francorchamps
Results","19
21
A. Fuoco
Charouz Racing System",18,38:20.595,66.936,6.821,197.085,2:01.712,17
