year	round	event_name	driver	num_stints	starting_compound	avg_stint_length	max_stint_length	avg_tire_degradation_sec	soft_ratio	used_hard	used_medium	used_soft	total_laps	total_race_laps
2018	1	Australian Grand Prix	GAS	1	ULTRASOFT	13.0	13	-2.0293333333333408	0.0	0	0	0	14	58
2018	1	Australian Grand Prix	PER	2	ULTRASOFT	28.5	34	-13.128999999999998	0.5862068965517241	0	0	1	58	58
2018	1	Australian Grand Prix	ALO	2	ULTRASOFT	28.5	32	-9.241333333333325	0.5517241379310345	0	0	1	58	58
2018	1	Australian Grand Prix	LEC	3	SUPERSOFT	19.0	31	6.284111111111116	0.1206896551724138	0	0	1	58	58
2018	1	Australian Grand Prix	STR	3	SUPERSOFT	19.0	29	-1.677666666666667	0.0689655172413793	0	0	1	58	58
2018	1	Australian Grand Prix	VAN	2	ULTRASOFT	28.5	33	-16.90216666666668	0.0	0	0	0	58	58
2018	1	Australian Grand Prix	MAG	1	ULTRASOFT	21.0	21	4.710666666666668	0.0	0	0	0	22	58
2018	1	Australian Grand Prix	HUL	2	ULTRASOFT	28.5	34	-12.13466666666666	0.5862068965517241	0	0	1	58	58
2018	1	Australian Grand Prix	HAR	2	SOFT	28.0	35	-3.835333333333352	0.3684210526315789	0	0	1	57	58
2018	1	Australian Grand Prix	RIC	2	SUPERSOFT	28.5	32	-11.026000000000003	0.5517241379310345	0	0	1	58	58
2018	1	Australian Grand Prix	OCO	2	ULTRASOFT	28.5	35	-7.186666666666667	0.603448275862069	0	0	1	58	58
2018	1	Australian Grand Prix	VER	2	SUPERSOFT	28.5	37	0.9510000000000004	0.6379310344827587	0	0	1	58	58
2018	1	Australian Grand Prix	SIR	1	SUPERSOFT	4.0	4		0.0	0	0	0	5	58
2018	1	Australian Grand Prix	HAM	2	ULTRASOFT	28.0	39	1.0316666666666805	0.6724137931034483	0	0	1	58	58
2018	1	Australian Grand Prix	VET	2	ULTRASOFT	28.5	32	-15.006500000000004	0.5517241379310345	0	0	1	58	58
2018	1	Australian Grand Prix	SAI	2	ULTRASOFT	28.5	36	0.4811666666666738	0.6206896551724138	0	0	1	58	58
2018	1	Australian Grand Prix	RAI	2	ULTRASOFT	28.5	40	0.4316666666666648	0.6896551724137931	0	0	1	58	58
2018	1	Australian Grand Prix	BOT	2	ULTRASOFT	28.5	33	-16.726	0.0	0	0	0	58	58
2018	1	Australian Grand Prix	GRO	1	ULTRASOFT	23.0	23	4.908666666666676	0.0	0	0	0	24	58
2018	1	Australian Grand Prix	ERI	1	SUPERSOFT	5.0	5		0.0	0	0	0	6	58
2018	2	Bahrain Grand Prix	GAS	3	SUPERSOFT	18.666666666666668	23	-10.652111111111116	0.3333333333333333	0	0	1	57	57
2018	2	Bahrain Grand Prix	PER	3	SOFT	18.33333333333333	24	-8.922444444444443	0.1428571428571428	0	1	1	56	57
2018	2	Bahrain Grand Prix	ALO	3	SOFT	18.33333333333333	25	-8.84944444444445	0.2321428571428571	0	1	1	56	57
2018	2	Bahrain Grand Prix	LEC	3	SOFT	18.33333333333333	31	-6.741999999999997	0.0357142857142857	0	1	1	56	57
2018	2	Bahrain Grand Prix	STR	3	SOFT	18.33333333333333	26	-2.356444444444444	0.1607142857142857	0	1	1	56	57
2018	2	Bahrain Grand Prix	VAN	3	SUPERSOFT	18.33333333333333	28	-9.667111111111106	0.3214285714285714	0	1	1	56	57
2018	2	Bahrain Grand Prix	MAG	3	SUPERSOFT	18.666666666666668	30	-10.410666666666666	0.5263157894736842	0	0	1	57	57
2018	2	Bahrain Grand Prix	HUL	3	SUPERSOFT	18.666666666666668	24	-8.219555555555553	0.4210526315789473	0	0	1	57	57
2018	2	Bahrain Grand Prix	HAR	3	SUPERSOFT	18.33333333333333	22	-10.534	0.3928571428571428	0	0	1	56	57
2018	2	Bahrain Grand Prix	RIC	0	UNKNOWN		0		0.0	0	0	0	2	57
2018	2	Bahrain Grand Prix	OCO	3	SUPERSOFT	18.33333333333333	21	-9.754222222222223	0.375	0	1	1	56	57
2018	2	Bahrain Grand Prix	VER	2	SOFT	1.5	2		0.25	0	0	1	4	57
2018	2	Bahrain Grand Prix	SIR	3	SOFT	18.33333333333333	21	-8.702555555555557	0.375	0	1	1	56	57
2018	2	Bahrain Grand Prix	HAM	2	SOFT	28.0	31	-6.473666666666659	0.4385964912280701	0	1	1	57	57
2018	2	Bahrain Grand Prix	VET	2	SUPERSOFT	27.5	39	-4.424	0.6842105263157895	0	0	1	57	57
2018	2	Bahrain Grand Prix	SAI	3	SUPERSOFT	18.33333333333333	30	-9.164444444444442	0.5357142857142857	0	0	1	56	57
2018	2	Bahrain Grand Prix	RAI	2	SUPERSOFT	16.5	18	-5.657499999999992	0.4411764705882353	0	0	1	34	57
2018	2	Bahrain Grand Prix	BOT	2	SUPERSOFT	28.0	37	-4.908833333333348	0.0	0	1	0	57	57
2018	2	Bahrain Grand Prix	GRO	4	SUPERSOFT	13.75	17	-8.053499999999996	0.2142857142857142	0	0	1	56	57
2018	2	Bahrain Grand Prix	ERI	2	SOFT	27.5	33	-11.93416666666667	0.3928571428571428	0	1	1	56	57
2018	3	Chinese Grand Prix	RIC	2	ULTRASOFT	27.5	46	-2.3006666666666646	0.1607142857142857	0	0	1	56	56
2018	3	Chinese Grand Prix	BOT	2	SOFT	27.5	46	-0.5701666666666583	0.8214285714285714	0	1	1	56	56
2018	3	Chinese Grand Prix	RAI	2	SOFT	27.5	46	-1.0118333333333211	0.8214285714285714	0	1	1	56	56
2018	3	Chinese Grand Prix	HAM	2	SOFT	27.5	45	-1.2456666666666578	0.8035714285714286	0	1	1	56	56
2018	3	Chinese Grand Prix	VER	2	ULTRASOFT	27.5	45	-0.7561666666666653	0.1785714285714285	0	0	1	56	56
2018	3	Chinese Grand Prix	HUL	2	ULTRASOFT	27.5	45	-1.615000000000002	0.1785714285714285	0	0	1	56	56
2018	3	Chinese Grand Prix	ALO	2	SOFT	27.5	46	-1.6308333333333422	0.8214285714285714	0	1	1	56	56
2018	3	Chinese Grand Prix	VET	2	SOFT	27.0	44	0.7471666666666721	0.7857142857142857	0	1	1	56	56
2018	3	Chinese Grand Prix	SAI	2	ULTRASOFT	27.5	45	-1.123666666666665	0.1785714285714285	0	0	1	56	56
2018	3	Chinese Grand Prix	MAG	2	SOFT	27.5	45	-1.9623333333333408	0.8035714285714286	0	1	1	56	56
2018	3	Chinese Grand Prix	OCO	2	SOFT	27.5	45	-1.4394999999999951	0.8035714285714286	0	0	1	56	56
2018	3	Chinese Grand Prix	PER	2	ULTRASOFT	27.5	45	-1.185166666666646	0.1785714285714285	0	0	1	56	56
2018	3	Chinese Grand Prix	VAN	2	SOFT	27.5	45	-2.0245000000000104	0.8035714285714286	0	1	1	56	56
2018	3	Chinese Grand Prix	STR	2	SOFT	27.5	45	-1.2685000000000102	0.8035714285714286	0	1	1	56	56
2018	3	Chinese Grand Prix	SIR	2	SOFT	27.5	45	-1.67349999999999	0.9821428571428572	0	0	1	56	56
2018	3	Chinese Grand Prix	ERI	2	SOFT	27.5	45	-2.011500000000005	0.8035714285714286	0	1	1	56	56
2018	3	Chinese Grand Prix	GRO	2	ULTRASOFT	27.5	45	-3.189333333333323	0.0	0	0	0	56	56
2018	3	Chinese Grand Prix	GAS	2	MEDIUM	27.5	45	-1.963333333333317	0.0	0	1	0	56	56
2018	3	Chinese Grand Prix	LEC	2	SOFT	27.5	45	-1.4224999999999923	0.8035714285714286	0	1	1	56	56
2018	3	Chinese Grand Prix	HAR	2	ULTRASOFT	25.0	45	-3.277666666666647	0.0980392156862745	0	0	1	51	56
2018	4	Azerbaijan Grand Prix	GAS	3	ULTRASOFT	16.666666666666668	27	-4.408111111111111	0.5294117647058824	0	0	1	51	51
2018	4	Azerbaijan Grand Prix	PER	3	ULTRASOFT	16.666666666666668	38	1.994333333333344	0.7450980392156863	0	0	1	51	51
2018	4	Azerbaijan Grand Prix	ALO	2	SOFT	25.0	39	-17.431333333333328	0.7647058823529411	0	0	1	51	51
2018	4	Azerbaijan Grand Prix	LEC	3	SUPERSOFT	16.666666666666668	23	1.3174999999999957	0.3137254901960784	0	0	1	51	51
2018	4	Azerbaijan Grand Prix	STR	3	SUPERSOFT	16.666666666666668	22	2.2476666666666816	0.3333333333333333	0	0	1	51	51
2018	4	Azerbaijan Grand Prix	VAN	5	SUPERSOFT	10.0	16	-0.3605555555555639	0.1568627450980392	0	0	1	51	51
2018	4	Azerbaijan Grand Prix	MAG	2	SOFT	25.0	38	-12.603000000000009	0.7450980392156863	0	0	1	51	51
2018	4	Azerbaijan Grand Prix	HUL	1	ULTRASOFT	10.0	10		0.0	0	0	0	11	51
2018	4	Azerbaijan Grand Prix	HAR	3	ULTRASOFT	16.666666666666668	21	-4.703666666666673	0.0	0	0	0	51	51
2018	4	Azerbaijan Grand Prix	RIC	2	SUPERSOFT	19.5	36	-5.984666666666641	0.0	0	0	0	40	51
2018	4	Azerbaijan Grand Prix	OCO	1	ULTRASOFT	1.0	1		0.0	0	0	0	1	51
2018	4	Azerbaijan Grand Prix	VER	2	SUPERSOFT	19.5	37	-5.831000000000003	0.0	0	0	0	40	51
2018	4	Azerbaijan Grand Prix	SIR	1	SUPERSOFT	1.0	1		0.0	0	0	0	1	51
2018	4	Azerbaijan Grand Prix	HAM	3	SUPERSOFT	16.666666666666668	21	-0.8868333333333283	0.3529411764705882	0	0	1	51	51
2018	4	Azerbaijan Grand Prix	VET	3	SUPERSOFT	16.333333333333332	28	-1.288000000000011	0.196078431372549	0	0	1	51	51
2018	4	Azerbaijan Grand Prix	SAI	3	ULTRASOFT	16.666666666666668	25	1.3959999999999866	0.4901960784313725	0	0	1	51	51
2018	4	Azerbaijan Grand Prix	RAI	2	SOFT	25.0	39	2.9270000000000067	0.7647058823529411	0	0	1	51	51
2018	4	Azerbaijan Grand Prix	BOT	2	SUPERSOFT	24.0	39	-2.3203333333333376	0.0	0	0	0	49	51
2018	4	Azerbaijan Grand Prix	GRO	3	SOFT	14.0	38	3.3313333333333475	0.0232558139534883	0	0	1	43	51
2018	4	Azerbaijan Grand Prix	ERI	4	SOFT	12.5	18	-8.332222222222219	0.3333333333333333	0	0	1	51	51
2018	5	Spanish Grand Prix	GAS	1	SOFT	1.0	1		1.0	0	0	1	1	66
2018	5	Spanish Grand Prix	PER	3	SOFT	21.0	25	-18.133666666666667	0.765625	0	1	1	64	66
2018	5	Spanish Grand Prix	ALO	2	SUPERSOFT	32.0	44	-27.34533333333332	0.0	0	1	0	65	66
2018	5	Spanish Grand Prix	LEC	2	SOFT	31.5	44	-25.51033333333333	0.296875	0	1	1	64	66
2018	5	Spanish Grand Prix	STR	2	SOFT	31.5	44	-26.424499999999995	0.296875	0	1	1	64	66
2018	5	Spanish Grand Prix	VAN	2	SOFT	22.5	33	-27.25966666666668	0.717391304347826	0	1	1	46	66
2018	5	Spanish Grand Prix	MAG	2	SOFT	32.0	33	-26.625666666666675	0.4769230769230769	0	1	1	65	66
2018	5	Spanish Grand Prix	HUL	1	SOFT	1.0	1		1.0	0	0	1	1	66
2018	5	Spanish Grand Prix	HAR	2	MEDIUM	31.5	32	-26.77166666666666	0.0	0	1	0	64	66
2018	5	Spanish Grand Prix	RIC	2	SOFT	32.5	33	-27.82233333333334	0.4848484848484848	0	1	1	66	66
2018	5	Spanish Grand Prix	OCO	2	SOFT	19.0	28	-30.25966666666668	0.717948717948718	0	1	1	39	66
2018	5	Spanish Grand Prix	VER	2	SOFT	32.5	33	-27.53083333333332	0.5	0	1	1	66	66
2018	5	Spanish Grand Prix	SIR	3	MEDIUM	20.666666666666668	23	-13.672444444444446	0.0	0	1	0	63	66
2018	5	Spanish Grand Prix	HAM	2	SOFT	32.0	41	-27.892000000000003	0.3484848484848485	0	1	1	66	66
2018	5	Spanish Grand Prix	VET	3	SOFT	21.666666666666668	25	-20.561888888888888	0.2424242424242424	0	1	1	66	66
2018	5	Spanish Grand Prix	SAI	2	SOFT	32.0	40	-26.71933333333333	0.3692307692307692	0	1	1	65	66
2018	5	Spanish Grand Prix	RAI	1	SOFT	24.0	24	-31.356333333333325	0.96	0	0	1	25	66
2018	5	Spanish Grand Prix	BOT	2	SOFT	32.5	47	-27.857333333333337	0.2727272727272727	0	1	1	66	66
2018	5	Spanish Grand Prix	GRO	1	SOFT	1.0	1		1.0	0	0	1	1	66
2018	5	Spanish Grand Prix	ERI	2	MEDIUM	31.5	34	-25.85183333333334	0.453125	0	1	1	64	66
2018	6	Monaco Grand Prix	GAS	2	HYPERSOFT	38.5	41	2.31633333333334	0.0	0	0	0	78	78
2018	6	Monaco Grand Prix	PER	2	HYPERSOFT	38.5	57	2.794333333333327	0.0	0	0	0	78	78
2018	6	Monaco Grand Prix	ALO	2	HYPERSOFT	26.0	34	3.6225000000000014	0.0	0	0	0	53	78
2018	6	Monaco Grand Prix	LEC	2	ULTRASOFT	35.0	57	2.4335000000000093	0.0	0	0	0	71	78
2018	6	Monaco Grand Prix	STR	4	ULTRASOFT	18.75	25	9.593166666666663	0.0	0	0	0	76	78
2018	6	Monaco Grand Prix	VAN	3	ULTRASOFT	25.33333333333333	52	10.603166666666668	0.0	0	0	0	77	78
2018	6	Monaco Grand Prix	MAG	2	ULTRASOFT	38.5	61	2.326666666666675	0.0	0	0	0	78	78
2018	6	Monaco Grand Prix	HUL	2	ULTRASOFT	38.5	49	2.8513333333333293	0.0	0	0	0	78	78
2018	6	Monaco Grand Prix	HAR	2	HYPERSOFT	35.0	58	2.8334999999999866	0.0	0	0	0	71	78
2018	6	Monaco Grand Prix	RIC	2	HYPERSOFT	38.0	61	1.1248333333333207	0.0	0	0	0	78	78
2018	6	Monaco Grand Prix	OCO	2	HYPERSOFT	38.5	55	2.771666666666661	0.0	0	0	0	78	78
2018	6	Monaco Grand Prix	VER	2	ULTRASOFT	38.5	46	2.7250000000000014	0.0	0	0	0	78	78
2018	6	Monaco Grand Prix	SIR	4	HYPERSOFT	19.0	30	4.002166666666657	0.0	0	0	0	77	78
2018	6	Monaco Grand Prix	HAM	2	HYPERSOFT	38.5	66	2.9053333333333318	0.0	0	0	0	78	78
2018	6	Monaco Grand Prix	VET	2	HYPERSOFT	38.5	62	2.232333333333329	0.0	0	0	0	78	78
2018	6	Monaco Grand Prix	SAI	2	HYPERSOFT	38.5	62	3.3256666666666703	0.0	0	0	0	78	78
2018	6	Monaco Grand Prix	RAI	2	HYPERSOFT	38.5	61	2.9463333333333352	0.0	0	0	0	78	78
2018	6	Monaco Grand Prix	BOT	2	HYPERSOFT	38.5	61	3.668166666666657	0.0	0	0	0	78	78
2018	6	Monaco Grand Prix	GRO	3	ULTRASOFT	25.33333333333333	53	3.874222222222216	0.0	0	0	0	77	78
2018	6	Monaco Grand Prix	ERI	2	ULTRASOFT	38.5	61	2.7460000000000093	0.0	0	0	0	78	78
2018	7	Canadian Grand Prix	VET	2	ULTRASOFT	34.0	35	-14.342	0.0	0	0	0	70	70
2018	7	Canadian Grand Prix	BOT	2	ULTRASOFT	34.5	35	-23.40833333333334	0.0	0	0	0	70	70
2018	7	Canadian Grand Prix	VER	2	HYPERSOFT	34.5	54	-23.821000000000005	0.0	0	0	0	70	70
2018	7	Canadian Grand Prix	RIC	2	HYPERSOFT	34.5	53	-23.53883333333332	0.0	0	0	0	70	70
2018	7	Canadian Grand Prix	HAM	2	ULTRASOFT	34.5	54	-22.898666666666657	0.0	0	0	0	70	70
2018	7	Canadian Grand Prix	RAI	2	ULTRASOFT	34.5	38	-22.55633333333332	0.0	0	0	0	70	70
2018	7	Canadian Grand Prix	HUL	2	HYPERSOFT	34.0	56	-22.1385	0.0	0	0	0	69	70
2018	7	Canadian Grand Prix	SAI	2	HYPERSOFT	34.0	55	-21.48449999999999	0.0	0	0	0	69	70
2018	7	Canadian Grand Prix	OCO	2	HYPERSOFT	34.0	58	-22.0655	0.0	0	0	0	69	70
2018	7	Canadian Grand Prix	LEC	2	ULTRASOFT	34.0	50	-21.456000000000003	0.0	0	0	0	69	70
2018	7	Canadian Grand Prix	GAS	2	HYPERSOFT	34.0	46	-19.68783333333333	0.0	0	0	0	69	70
2018	7	Canadian Grand Prix	GRO	2	ULTRASOFT	34.0	47	-19.858166666666666	0.0	0	0	0	69	70
2018	7	Canadian Grand Prix	MAG	2	ULTRASOFT	34.0	47	-20.76483333333333	0.0	0	0	0	69	70
2018	7	Canadian Grand Prix	PER	3	HYPERSOFT	22.666666666666668	35	-12.565999999999995	0.0	0	0	0	69	70
2018	7	Canadian Grand Prix	ERI	1	SUPERSOFT	67.0	67	-37.72233333333333	0.0	0	0	0	68	70
2018	7	Canadian Grand Prix	VAN	2	SUPERSOFT	33.5	47	-14.471333333333328	0.0	0	0	0	68	70
2018	7	Canadian Grand Prix	SIR	2	SUPERSOFT	33.5	42	-18.699000000000005	0.0	0	0	0	68	70
2018	7	Canadian Grand Prix	ALO	2	ULTRASOFT	20.0	23	-19.771166666666677	0.0	0	0	0	41	70
2018	7	Canadian Grand Prix	HAR	1	HYPERSOFT	1.0	1		0.0	0	0	0	1	70
2018	7	Canadian Grand Prix	STR	1	ULTRASOFT	1.0	1		0.0	0	0	0	1	70
2018	8	French Grand Prix	GAS	1	SUPERSOFT	1.0	1		0.0	0	0	0	1	53
2018	8	French Grand Prix	PER	1	SOFT	27.0	27	-46.734333333333296	0.9642857142857144	0	0	1	28	53
2018	8	French Grand Prix	ALO	2	SOFT	25.0	45	-29.6846666666667	0.8823529411764706	0	0	1	51	53
2018	8	French Grand Prix	LEC	2	ULTRASOFT	26.0	30	-13.769166666666678	0.0	0	0	0	53	53
2018	8	French Grand Prix	STR	1	SOFT	48.0	48	-39.70733333333333	0.979591836734694	0	0	1	49	53
2018	8	French Grand Prix	VAN	2	SUPERSOFT	25.5	39	-5.127500000000012	0.0	0	0	0	52	53
2018	8	French Grand Prix	MAG	2	ULTRASOFT	26.0	27	-14.385666666666664	0.4716981132075472	0	0	1	53	53
2018	8	French Grand Prix	HUL	2	SOFT	26.0	36	-13.265999999999984	0.6792452830188679	0	0	1	53	53
2018	8	French Grand Prix	HAR	2	ULTRASOFT	25.5	37	-4.5886666666666684	0.0	0	0	0	52	53
2018	8	French Grand Prix	RIC	2	SUPERSOFT	26.0	27	-13.99916666666666	0.4716981132075472	0	0	1	53	53
2018	8	French Grand Prix	OCO	1	ULTRASOFT	1.0	1		0.0	0	0	0	1	53
2018	8	French Grand Prix	VER	2	SUPERSOFT	26.0	28	-14.731666666666662	0.5283018867924528	0	0	1	53	53
2018	8	French Grand Prix	SIR	1	ULTRASOFT	51.0	51	-24.005666666666684	0.0	0	0	0	52	53
2018	8	French Grand Prix	HAM	2	SUPERSOFT	25.5	31	-15.129333333333342	0.3773584905660377	0	0	1	53	53
2018	8	French Grand Prix	VET	2	SOFT	26.0	39	-6.81583333333333	0.7358490566037735	0	0	1	53	53
2018	8	French Grand Prix	SAI	2	ULTRASOFT	26.0	27	-13.646166666666645	0.5094339622641509	0	0	1	53	53
2018	8	French Grand Prix	RAI	2	ULTRASOFT	26.0	33	-13.513333333333344	0.0	0	0	0	53	53
2018	8	French Grand Prix	BOT	2	SOFT	26.0	38	-1.0915000000000037	0.7169811320754716	0	0	1	53	53
2018	8	French Grand Prix	GRO	2	ULTRASOFT	25.5	33	-12.726833333333332	0.0	0	0	0	52	53
2018	8	French Grand Prix	ERI	2	SUPERSOFT	25.5	34	-13.320999999999998	0.0	0	0	0	52	53
2018	9	Austrian Grand Prix	GAS	2	SUPERSOFT	34.5	55	1.5491666666666646	0.7857142857142857	0	0	1	70	71
2018	9	Austrian Grand Prix	PER	2	SUPERSOFT	34.5	43	-2.295499999999997	0.6142857142857143	0	0	1	70	71
2018	9	Austrian Grand Prix	ALO	2	SUPERSOFT	34.5	55	0.9293333333333322	0.7857142857142857	0	0	1	70	71
2018	9	Austrian Grand Prix	LEC	2	SUPERSOFT	34.5	55	0.602333333333334	0.7857142857142857	0	0	1	70	71
2018	9	Austrian Grand Prix	STR	3	ULTRASOFT	22.666666666666668	50	1.7458333333333442	0.7246376811594203	0	0	1	69	71
2018	9	Austrian Grand Prix	VAN	2	SOFT	32.0	39	-7.155500000000004	0.9846153846153848	0	0	1	65	71
2018	9	Austrian Grand Prix	MAG	2	ULTRASOFT	34.5	42	-3.6723333333333343	0.6	0	0	1	70	71
2018	9	Austrian Grand Prix	HUL	1	ULTRASOFT	11.0	11	0.2126666666666636	0.0	0	0	0	12	71
2018	9	Austrian Grand Prix	HAR	1	SUPERSOFT	54.0	54	4.554666666666662	0.0	0	0	0	55	71
2018	9	Austrian Grand Prix	RIC	3	SUPERSOFT	17.666666666666668	23	-2.0896666666666825	0.4259259259259259	0	0	1	54	71
2018	9	Austrian Grand Prix	OCO	2	SUPERSOFT	34.5	55	0.3255000000000052	0.7857142857142857	0	0	1	70	71
2018	9	Austrian Grand Prix	VER	2	SUPERSOFT	35.0	56	-1.9456666666666609	0.7887323943661971	0	0	1	71	71
2018	9	Austrian Grand Prix	SIR	3	SUPERSOFT	22.666666666666668	36	-3.5925555555555637	0.5217391304347826	0	0	1	69	71
2018	9	Austrian Grand Prix	HAM	3	SUPERSOFT	20.33333333333333	27	-2.961222222222228	0.4285714285714285	0	0	1	63	71
2018	9	Austrian Grand Prix	VET	2	ULTRASOFT	35.0	56	-2.523166666666661	0.7887323943661971	0	0	1	71	71
2018	9	Austrian Grand Prix	SAI	3	ULTRASOFT	23.0	36	-0.5596666666666673	0.2714285714285714	0	0	1	70	71
2018	9	Austrian Grand Prix	RAI	2	ULTRASOFT	35.0	56	-1.9351666666666676	0.7887323943661971	0	0	1	71	71
2018	9	Austrian Grand Prix	BOT	1	SUPERSOFT	13.0	13	-0.3870000000000004	0.0	0	0	0	14	71
2018	9	Austrian Grand Prix	GRO	2	ULTRASOFT	34.5	55	-0.4855000000000018	0.7857142857142857	0	0	1	70	71
2018	9	Austrian Grand Prix	ERI	2	SOFT	34.5	44	-2.978666666666669	0.6285714285714286	0	0	1	70	71
2018	10	British Grand Prix	GAS	3	SOFT	17.0	20	-9.046222222222228	0.75	0	1	1	52	52
2018	10	British Grand Prix	PER	3	SOFT	17.0	20	-7.75755555555556	0.6153846153846154	0	1	1	52	52
2018	10	British Grand Prix	ALO	3	SOFT	17.0	20	-9.367666666666674	0.6153846153846154	0	1	1	52	52
2018	10	British Grand Prix	LEC	1	SOFT	17.0	17	0.1993333333333424	0.9444444444444444	0	0	1	18	52
2018	10	British Grand Prix	STR	2	MEDIUM	25.5	29	-15.424500000000002	0.4230769230769231	0	1	1	52	52
2018	10	British Grand Prix	VAN	3	SOFT	17.0	20	-3.5107777777777613	0.75	0	1	1	52	52
2018	10	British Grand Prix	MAG	2	SOFT	25.5	27	-4.497333333333323	0.4615384615384615	0	1	1	52	52
2018	10	British Grand Prix	HUL	2	MEDIUM	25.5	32	-4.2664999999999935	0.0	1	1	0	52	52
2018	10	British Grand Prix	HAR	0	UNKNOWN		0		0.0	0	0	0	1	52
2018	10	British Grand Prix	RIC	3	SOFT	17.0	22	-8.764999999999995	0.75	0	1	1	52	52
2018	10	British Grand Prix	OCO	2	SOFT	25.5	33	-4.250666666666653	0.3461538461538461	0	1	1	52	52
2018	10	British Grand Prix	VER	3	SOFT	15.333333333333334	16	-14.749666666666675	0.6382978723404256	0	1	1	47	52
2018	10	British Grand Prix	SIR	2	SOFT	25.5	31	-4.50066666666666	0.3846153846153846	0	1	1	52	52
2018	10	British Grand Prix	HAM	2	SOFT	25.5	27	-4.477333333333334	0.4615384615384615	0	1	1	52	52
2018	10	British Grand Prix	VET	3	SOFT	16.666666666666668	19	-10.552	0.7115384615384616	0	1	1	52	52
2018	10	British Grand Prix	SAI	3	MEDIUM	12.333333333333334	16	-1.1978333333333282	0.1578947368421052	1	1	1	38	52
2018	10	British Grand Prix	RAI	3	SOFT	17.0	20	-17.18166666666666	0.5961538461538461	0	1	1	52	52
2018	10	British Grand Prix	BOT	2	SOFT	25.5	31	-3.2793333333333266	0.3846153846153846	0	1	1	52	52
2018	10	British Grand Prix	GRO	2	SOFT	18.5	25	10.848499999999987	0.6578947368421053	0	1	1	38	52
2018	10	British Grand Prix	ERI	2	SOFT	15.5	23	-3.8530000000000015	0.71875	0	1	1	32	52
2018	11	German Grand Prix	GAS	3	SOFT	21.666666666666668	42	-7.967666666666673	0.6363636363636364	0	0	1	66	67
2018	11	German Grand Prix	PER	2	ULTRASOFT	33.0	45	-3.8530000000000015	0.6716417910447762	0	0	1	67	67
2018	11	German Grand Prix	ALO	4	SOFT	16.0	30	-8.48077777777778	0.7384615384615385	0	1	1	65	67
2018	11	German Grand Prix	LEC	4	ULTRASOFT	16.25	23	-6.631333333333326	0.3484848484848485	0	0	1	66	67
2018	11	German Grand Prix	STR	3	SOFT	17.333333333333332	26	3.949333333333328	0.490566037735849	0	1	1	53	67
2018	11	German Grand Prix	VAN	3	SOFT	22.0	28	4.042444444444446	0.417910447761194	0	1	1	67	67
2018	11	German Grand Prix	MAG	4	ULTRASOFT	16.5	31	1.63	0.0	0	1	0	67	67
2018	11	German Grand Prix	HUL	4	ULTRASOFT	16.5	33	-3.982888888888904	0.0	0	1	0	67	67
2018	11	German Grand Prix	HAR	3	SOFT	22.0	27	1.3143333333333374	0.4029850746268656	0	1	1	67	67
2018	11	German Grand Prix	RIC	1	MEDIUM	27.0	27	-3.317999999999998	0.0	0	1	0	28	67
2018	11	German Grand Prix	OCO	2	ULTRASOFT	33.0	42	-2.6798333333333417	0.6268656716417911	0	0	1	67	67
2018	11	German Grand Prix	VER	4	ULTRASOFT	16.5	28	-11.193777777777774	0.2537313432835821	0	0	1	67	67
2018	11	German Grand Prix	SIR	2	SOFT	25.0	27	6.433666666666674	0.5294117647058824	0	1	1	51	67
2018	11	German Grand Prix	HAM	2	SOFT	33.0	41	-3.5660000000000025	0.6119402985074627	0	0	1	67	67
2018	11	German Grand Prix	VET	2	ULTRASOFT	25.0	27	1.9821666666666715	0.5192307692307693	0	0	1	52	67
2018	11	German Grand Prix	SAI	4	ULTRASOFT	16.5	30	-6.351416666666665	0.0	0	1	0	67	67
2018	11	German Grand Prix	RAI	3	ULTRASOFT	22.0	39	-9.289222222222222	0.582089552238806	0	0	1	67	67
2018	11	German Grand Prix	BOT	3	ULTRASOFT	22.0	27	-15.301111111111116	0.3582089552238806	0	0	1	67	67
2018	11	German Grand Prix	GRO	4	ULTRASOFT	16.5	30	1.0537777777777773	0.0	0	1	0	67	67
2018	11	German Grand Prix	ERI	2	SOFT	33.0	37	-2.881333333333337	0.5522388059701493	0	0	1	67	67
2018	12	Hungarian Grand Prix	GAS	2	ULTRASOFT	34.5	38	-3.8526666666666713	0.5428571428571428	0	0	1	70	70
2018	12	Hungarian Grand Prix	PER	2	ULTRASOFT	34.0	47	-4.039666666666669	0.6811594202898551	0	0	1	69	70
2018	12	Hungarian Grand Prix	ALO	2	SOFT	34.0	38	-4.649333333333324	0.5507246376811594	0	1	1	69	70
2018	12	Hungarian Grand Prix	LEC	1	SOFT	1.0	1		1.0	0	0	1	1	70
2018	12	Hungarian Grand Prix	STR	2	MEDIUM	33.5	46	-7.007000000000005	0.0	0	1	0	68	70
2018	12	Hungarian Grand Prix	VAN	2	SOFT	24.5	39	-4.351499999999994	0.78	0	1	1	50	70
2018	12	Hungarian Grand Prix	MAG	2	ULTRASOFT	34.0	38	-3.154666666666671	0.5507246376811594	0	0	1	69	70
2018	12	Hungarian Grand Prix	HUL	3	SOFT	22.666666666666668	27	-2.923777777777777	0.3188405797101449	0	1	1	69	70
2018	12	Hungarian Grand Prix	HAR	2	ULTRASOFT	34.0	45	-3.952333333333343	0.0	0	1	0	69	70
