year	round	driver	fuel_corrected_pace_pct	race_pace_std	avg_lap_time_sec	best_5lap_avg_sec	laps_completed	total_race_laps	completion_pct
2018	4	VER	-5.950664473049541	8.36669400807614	109.74674285714286	106.1232	35	51	0.6862745098039216
2018	4	HAM	-3.7729951301296167	7.566512131988406	109.16035	105.8968	40	51	0.7843137254901961
2018	4	VET	-3.262724223096141	7.166261582363313	108.9749	105.9178	40	51	0.7843137254901961
2018	4	SAI	-2.1493848049024584	8.338267123619351	111.4448292682927	107.178	41	51	0.803921568627451
2018	4	RAI	-1.6734039273553702	5.3134179233653445	111.07514634146342	107.179	41	51	0.803921568627451
2018	4	BOT	-5.543343690132586	7.568954811785917	108.56137837837838	105.6202	37	51	0.7254901960784313
2018	4	GRO	-3.8218661116536423	9.969610312232762	111.81013513513514	107.2922	37	51	0.7254901960784313
2018	4	ERI	-4.779305079800299	8.156616376626229	118.32676086956526	109.1758	46	51	0.9019607843137256
2018	5	PER	-22.84794430988445	13.89456141791366	88.51044444444445	81.361	63	66	0.9545454545454546
2018	5	ALO	-23.66026147133117	13.533571726673031	88.01006249999999	80.9616	64	66	0.9696969696969696
2018	5	LEC	-21.66826840424663	13.380488905445768	88.55585714285715	82.2748	63	66	0.9545454545454546
2018	5	STR	-22.782776109592312	13.588495052843909	88.66655555555558	82.276	63	66	0.9545454545454546
2018	5	VAN	-15.76730941733276	15.823446601341786	91.4019090909091	83.4114	44	66	0.6666666666666666
2018	5	MAG	-23.606638032681207	13.502060175794782	87.37982812499999	80.7678	64	66	0.9696969696969696
2018	5	HAR	-23.26169464258473	12.974648720873123	88.85739682539682	81.9808	63	66	0.9545454545454546
2018	5	RIC	-24.21613467768452	14.321399624560064	86.51683076923076	79.38980000000001	65	66	0.9848484848484848
2018	5	OCO	-17.585329877217944	16.605549022889527	91.15867567567568	82.9386	37	66	0.5606060606060606
2018	5	VER	-24.270787075519326	14.068796058043398	86.16466153846154	79.5592	65	66	0.9848484848484848
2018	5	SIR	-26.75390187042182	14.796264517621456	91.07001587301588	83.311	63	66	0.9545454545454546
2018	5	HAM	-23.46713219843994	14.014321372492423	85.75664615384616	79.585	65	66	0.9848484848484848
2018	5	VET	-24.004603716756897	14.2616611645004	86.1770923076923	79.5674	65	66	0.9848484848484848
2018	5	SAI	-23.04029049169971	13.515503299803695	87.95315625	81.54839999999999	64	66	0.9696969696969696
2018	5	RAI	-17.192472612789715	19.220719654568757	93.94525	81.881	24	66	0.3636363636363636
2018	5	BOT	-23.57528728676837	13.977807082135485	86.06884615384615	79.8586	65	66	0.9848484848484848
2018	5	ERI	-22.64651124017005	13.886409114887426	88.94446031746034	82.67060000000001	63	66	0.9545454545454546
2018	6	GAS	1.2878913470032052	3.422115509918719	79.47612820512822	77.21459999999999	78	78	1.0
2018	6	PER	2.2097502689678192	3.2908281532221717	80.06753846153845	78.03020000000001	78	78	1.0
2018	6	ALO	-0.8826452175192359	1.6616789057704129	79.68798076923078	78.3278	52	78	0.6666666666666666
2018	6	LEC	-3.2046818794063734	1.921688727895968	79.66074285714284	78.2062	70	78	0.8974358974358975
2018	6	STR	-8.958719614408125	4.523107689167727	81.67786842105264	75.4548	76	78	0.9743589743589745
2018	6	VAN	2.3692700590343723	2.0777812201766857	80.19531168831169	77.6164	77	78	0.9871794871794872
2018	6	MAG	0.8978024541480629	3.67943692983621	80.12346153846154	77.7666	78	78	1.0
2018	6	HUL	1.150452210511744	3.504634512172385	79.48264102564103	76.24980000000001	78	78	1.0
2018	6	HAR	-3.533662265205917	1.9891938551888004	79.63727142857142	78.01899999999999	70	78	0.8974358974358975
2018	6	RIC	4.707452953711065	3.546034514042109	79.16419230769235	76.07419999999999	78	78	1.0
2018	6	OCO	3.246262889998233	3.3698086637493594	79.46761538461537	77.1952	78	78	1.0
2018	6	VER	0.8002285663618282	3.901043789111571	79.48876923076922	74.9678	78	78	1.0
2018	6	SIR	-3.082358616275911	3.569661973176133	80.8627012987013	76.3136	77	78	0.9871794871794872
2018	6	HAM	5.472598060186569	3.4372051361013987	79.3823076923077	77.02040000000001	78	78	1.0
2018	6	VET	5.22453444552327	3.707641142204994	79.25824358974357	76.4654	78	78	1.0
2018	6	SAI	3.086704125663549	3.110739493020612	80.04897435897435	78.298	78	78	1.0
2018	6	RAI	4.728146559915925	3.284776646058415	79.39658974358976	77.1814	78	78	1.0
2018	6	BOT	4.135309710246457	3.2633040891501115	79.4055	76.9736	78	78	1.0
2018	6	GRO	3.2911583712282493	3.9701310171042175	80.58506493506493	77.7212	77	78	0.9871794871794872
2018	6	ERI	1.044291078063248	3.509398105694413	80.0598846153846	77.4224	78	78	1.0
2018	7	VET	-20.315048771482164	11.149213246645772	78.03325714285715	74.2586	70	70	1.0
2018	7	BOT	-20.84869636015529	11.132029935050069	78.11578571428572	74.19800000000001	70	70	1.0
2018	7	VER	-21.440568099438565	11.10208497831506	78.11745714285713	74.13459999999999	70	70	1.0
2018	7	RIC	-21.359031803491728	11.01607116429654	78.28490000000002	74.4046	70	70	1.0
2018	7	HAM	-20.92549888291653	10.999903982336884	78.33984285714287	74.4398	70	70	1.0
2018	7	RAI	-21.038679155822937	10.976105993186165	78.42450000000001	74.463	70	70	1.0
2018	7	HUL	-20.20366833854484	10.799389008208498	79.52398550724638	75.66779999999999	69	70	0.9857142857142858
2018	7	SAI	-20.004676292559747	10.798627752086777	79.57914492753625	75.8578	69	70	0.9857142857142858
2018	7	OCO	-19.9088295877594	10.785286365993633	79.60095652173912	75.7484	69	70	0.9857142857142858
2018	7	LEC	-20.76073829493	10.785007219890916	79.74392753623188	75.81800000000001	69	70	0.9857142857142858
2018	7	GAS	-20.862272855976936	10.868026200751425	79.81808695652171	75.88340000000001	69	70	0.9857142857142858
2018	7	GRO	-21.29016487005233	10.947461097924116	79.82360869565217	75.66499999999999	69	70	0.9857142857142858
2018	7	MAG	-21.14003086560982	10.79475589306332	79.87555072463768	75.4746	69	70	0.9857142857142858
2018	7	PER	-22.96416738500759	10.934191019835632	79.84718840579711	75.36359999999999	69	70	0.9857142857142858
2018	7	ERI	-20.577013676910703	7.917470588123119	80.50670588235296	76.5928	68	70	0.9714285714285714
2018	7	VAN	-21.09625034776248	7.067182552265055	80.53194117647057	75.9952	68	70	0.9714285714285714
2018	7	SIR	-19.326117462544904	10.710754221428989	80.86325000000001	76.31320000000001	68	70	0.9714285714285714
2018	7	ALO	-20.130701242391385	13.948994868814111	82.119675	76.33279999999999	40	70	0.5714285714285714
2018	8	PER	-16.098958492825815	16.38439813781579	106.24253846153846	98.5298	26	53	0.490566037735849
2018	8	ALO	-12.81204258817397	9.971503415828424	104.31202040816328	98.484	49	53	0.9245283018867924
2018	8	LEC	-14.441249672294685	13.098040037034728	102.82103846153844	96.1474	52	53	0.981132075471698
2018	8	STR	-16.303702551702106	10.279387630706356	103.77497872340426	98.7126	47	53	0.8867924528301887
2018	8	VAN	-11.078456808086193	12.135286657766123	102.7289	96.838	50	53	0.9433962264150944
2018	8	MAG	-14.471762632708332	13.11355420211335	102.54725000000002	95.6926	52	53	0.981132075471698
2018	8	HUL	-14.624266711258896	13.107146248501529	102.75078846153846	96.0462	52	53	0.981132075471698
2018	8	HAR	-10.224400724702962	11.94346206032382	103.16433999999998	98.1242	50	53	0.9433962264150944
2018	8	RIC	-12.9882338800723	13.373710155405057	101.6873653846154	95.4708	52	53	0.981132075471698
2018	8	VER	-14.013388224882842	13.67853849944446	101.14817307692309	94.7262	52	53	0.981132075471698
2018	8	SIR	-12.941581897238676	9.91860060819559	104.3097843137255	98.71	51	53	0.9622641509433962
2018	8	HAM	-13.948130589357502	13.580443279085946	101.00761538461538	94.82	52	53	0.981132075471698
2018	8	VET	-15.38332936485823	10.18792474023307	102.31542307692304	94.7622	52	53	0.981132075471698
2018	8	SAI	-13.245425827614833	13.047761933125903	102.6945	95.888	52	53	0.981132075471698
2018	8	RAI	-14.096050502530016	13.59936821975457	101.49730769230769	94.9668	52	53	0.981132075471698
2018	8	BOT	-15.637965058325925	7.475404836187666	102.6651153846154	95.127	52	53	0.981132075471698
2018	8	GRO	-13.916671983666165	13.345993863114344	103.18599999999998	96.3214	51	53	0.9622641509433962
2018	8	ERI	-13.22702044679758	12.781148238539062	103.86750980392156	97.265	51	53	0.9622641509433962
2018	9	GAS	-2.628330191902828	2.5997577074133096	71.10457142857142	69.481	70	71	0.9859154929577464
2018	9	PER	-3.054264644497003	4.291337121341384	70.7349	68.603	70	71	0.9859154929577464
2018	9	ALO	-4.845911056792147	2.8726078060565245	70.94518571428573	69.02380000000001	70	71	0.9859154929577464
2018	9	LEC	-3.995020137935592	2.7559351026976904	71.00670000000001	69.4	70	71	0.9859154929577464
2018	9	STR	-0.0121996866898755	3.1592694978886278	71.65057971014494	69.8762	69	71	0.971830985915493
2018	9	VAN	-9.579610631730167	6.8060440825156645	72.75213846153845	69.2716	65	71	0.9154929577464788
2018	9	MAG	-3.8475866106114616	3.976785000300988	70.5575	68.546	70	71	0.9859154929577464
2018	9	HUL	-0.5343469860734412	2.314316521920969	71.8121818181818	70.54079999999999	11	71	0.1549295774647887
2018	9	HAR	-1.1271549357637047	4.610808308854998	71.72861111111112	69.53659999999999	54	71	0.7605633802816901
2018	9	RIC	-3.2505644620637835	4.275960660781273	70.2691320754717	68.12639999999999	53	71	0.7464788732394366
2018	9	OCO	-3.222585570949441	2.5517515628217367	70.71350000000001	69.203	70	71	0.9859154929577464
2018	9	VER	-3.440424524804798	3.179360598536748	69.23977464788732	67.5082	71	71	1.0
2018	9	SIR	-0.5201164089761784	4.7820983852362025	71.76897101449275	69.1482	69	71	0.971830985915493
2018	9	HAM	-0.2846872959729182	4.33196058039042	69.92987096774193	67.71499999999999	62	71	0.8732394366197183
2018	9	VET	-4.599701465084863	3.556908302888237	69.28457746478875	67.204	71	71	1.0
2018	9	SAI	-2.586204494087692	3.623784124719962	71.17630000000001	69.2864	70	71	0.9859154929577464
2018	9	RAI	-4.199047451450105	3.213841133514533	69.26095774647887	67.2448	71	71	1.0
2018	9	BOT	-0.753630485061121	1.2351325165071698	69.786	69.23479999999999	13	71	0.1830985915492957
2018	9	GRO	-1.927887366720404	2.87356676369961	70.53494285714285	69.1978	70	71	0.9859154929577464
2018	9	ERI	-4.088568216871873	3.901048673250007	71.01447142857143	68.83019999999999	70	71	0.9859154929577464
2018	10	GAS	-3.3020176998427284	14.911400185887086	101.61371153846152	93.9502	52	52	1.0
2018	10	PER	-3.6688971215471646	14.84397111887379	101.62484615384614	93.9486	52	52	1.0
2018	10	ALO	-3.355594854047735	14.863013267991448	101.55575	93.684	52	52	1.0
2018	10	LEC	-0.7301475872210217	1.743147162293467	95.9375	95.407	18	52	0.3461538461538461
2018	10	STR	-4.207063870149435	12.376529829337084	101.69019230769231	94.1392	52	52	1.0
2018	10	VAN	-3.568119340025903	13.164217346834327	101.64534615384616	93.9604	52	52	1.0
2018	10	MAG	-2.9652131530326717	14.592373694287213	101.5956153846154	93.7924	52	52	1.0
2018	10	HUL	-2.3581290138062028	14.723098779835183	101.50007692307692	93.767	52	52	1.0
2018	10	RIC	-2.638903401696551	16.823694948676476	101.14007692307692	91.998	52	52	1.0
2018	10	OCO	-2.6507250116319026	14.635600451919808	101.53296153846156	93.7552	52	52	1.0
2018	10	VER	21.463263780186363	18.480895487419254	102.62345652173916	93.3554	46	52	0.8846153846153846
2018	10	SIR	-3.135536178519445	12.332426685488189	101.88263461538462	94.9924	52	52	1.0
2018	10	HAM	-4.4478383898956215	17.48687776062102	101.00092307692309	91.3442	52	52	1.0
2018	10	VET	-1.7725624185472182	14.220700901127692	97.84977551020408	91.2368	49	52	0.9423076923076924
2018	10	SAI	14.73020462955491	12.472274792211602	100.469	94.9078	37	52	0.7115384615384616
2018	10	RAI	-3.005828986788056	17.775254660031724	101.02761538461536	91.5238	52	52	1.0
2018	10	BOT	-1.3999982963208957	17.168739860108595	100.16786274509802	92.0878	51	52	0.9807692307692308
2018	10	GRO	12.97039610412936	11.240055379319031	100.46378378378378	95.0838	37	52	0.7115384615384616
2018	10	ERI	-0.9810152534033212	3.766201960297288	96.5741935483871	94.5352	31	52	0.5961538461538461
2018	11	GAS	-4.336156723545549	8.938874208926752	84.6740909090909	78.2756	66	67	0.9850746268656716
2018	11	PER	-3.1900972677784143	10.339562971437736	83.28956716417909	78.06640000000002	67	67	1.0
2018	11	ALO	0.6676407943100381	10.354710361866337	84.8137846153846	78.4952	65	67	0.9701492537313432
2018	11	LEC	-2.3521016759214763	11.015666939075782	84.70124242424242	78.01480000000001	66	67	0.9850746268656716
2018	11	STR	17.018250827845705	9.055892936308243	84.08443396226414	78.94820000000001	53	67	0.7910447761194029
2018	11	VAN	-5.3336076834161394	7.694601795096101	83.52928358208956	77.85740000000001	67	67	1.0
2018	11	MAG	-3.0148173959626394	10.88995728323598	83.3546865671642	77.8786	67	67	1.0
2018	11	HUL	-3.1450419796238838	9.884648441322115	83.23065671641793	78.0358	67	67	1.0
2018	11	HAR	-4.706012099823543	6.63659227622621	83.34391044776119	78.252	67	67	1.0
2018	11	RIC	-3.635591623369799	2.7634422442014315	80.25403703703704	78.3776	27	67	0.4029850746268656
2018	11	OCO	-3.962738989676872	9.413715655911307	83.3073880597015	78.2216	67	67	1.0
2018	11	VER	-3.442860152413284	11.855997701878335	82.94774626865673	76.01320000000001	67	67	1.0
2018	11	SIR	4.984612390370875	3.918985759868797	82.33921568627451	79.027	51	67	0.7611940298507462
2018	11	HAM	-6.209772112451024	13.856627647292502	82.83350746268655	75.72999999999999	67	67	1.0
2018	11	VET	2.5430441648413367	2.618850713888184	79.09200000000001	77.511	51	67	0.7611940298507462
2018	11	SAI	-3.898984592118294	9.18453696718497	83.32707462686567	77.9418	67	67	1.0
2018	11	RAI	-3.2501542694708165	12.772766398387958	82.93398507462686	76.2424	67	67	1.0
2018	11	BOT	-3.2095069842420303	14.081669211606131	82.90119402985074	76.045	67	67	1.0
2018	11	GRO	-4.048099149166363	10.308704391828064	83.26441791044778	77.4144	67	67	1.0
2018	11	ERI	-4.095723909011034	9.092124486427249	83.31652238805971	78.2376	67	67	1.0
2018	12	GAS	-5.6853625548593625	3.984343084928094	84.42428571428572	81.8538	70	70	1.0
2018	12	PER	-6.1801642778920645	4.294498091152981	85.75236231884058	83.3524	69	70	0.9857142857142858
2018	12	ALO	-6.250245650443064	3.73187791301942	85.19073913043476	82.72240000000001	69	70	0.9857142857142858
2018	12	STR	-6.316397588537518	3.828698223763225	86.58855882352943	83.259	68	70	0.9714285714285714
2018	12	VAN	-3.4951055740733774	3.79289993262888	85.5900612244898	83.4364	49	70	0.7
2018	12	MAG	-5.638352024360367	3.799580217444709	84.65776811594205	81.5188	69	70	0.9857142857142858
2018	12	HUL	-6.764740856507036	3.8030112335271617	85.48727536231884	81.8308	69	70	0.9857142857142858
2018	12	HAR	-5.842085074413447	3.68666544059744	85.39710144927538	82.7018	69	70	0.9857142857142858
2018	12	RIC	-6.73642217245241	4.51838960818137	84.04065714285714	80.79440000000001	70	70	1.0
2018	12	OCO	-6.65485223753944	4.297273722490257	85.61202898550724	83.1396	69	70	0.9857142857142858
2018	12	SIR	-4.713219655442005	3.702881821719047	86.57813235294117	84.18679999999999	68	70	0.9714285714285714
2018	12	HAM	-4.164756935693538	3.423464009256836	83.37752857142858	81.4048	70	70	1.0
2018	12	VET	-5.074984584239852	3.3959773751426585	83.62214285714285	80.6404	70	70	1.0
2018	12	SAI	-4.935107464404046	3.597290308503377	85.36991304347826	82.9648	69	70	0.9857142857142858
2018	12	RAI	-4.981212723080751	4.360719863489448	83.66468571428572	80.713	70	70	1.0
2018	12	BOT	-0.93258630037953	3.252460745448285	84.09181428571426	82.075	70	70	1.0
2018	12	GRO	-5.9999096382140085	3.816474706601392	85.37746376811594	83.02180000000001	69	70	0.9857142857142858
2018	12	ERI	-6.546476940483872	3.5045410887699013	86.43713235294116	84.0776	68	70	0.9714285714285714
2018	13	VET	-4.760157315740374	2.091553850961285	109.3138292682927	106.8806	41	44	0.9318181818181818
2018	13	HAM	-4.667693871715853	2.070788976490651	109.61302439024388	107.2046	41	44	0.9318181818181818
2018	13	VER	-6.154595052944318	2.3151226469553072	110.15924390243902	107.1848	41	44	0.9318181818181818
2018	13	BOT	-8.937948909066277	2.7463650463132785	111.23007317073169	107.2146	41	44	0.9318181818181818
2018	13	PER	-5.6494098642557695	2.450022824813121	111.0908536585366	108.197	41	44	0.9318181818181818
2018	13	OCO	-6.013022659774335	2.531375105970173	111.30456097560976	108.4026	41	44	0.9318181818181818
2018	13	GRO	-6.33324427513811	2.4628726293485137	111.51417073170732	108.5246	41	44	0.9318181818181818
2018	13	MAG	-7.187876747852457	2.778736932361762	111.57373170731708	108.0192	41	44	0.9318181818181818
2018	13	GAS	-6.587394003899767	2.510867518141333	112.068	108.9042	41	44	0.9318181818181818
2018	13	ERI	-6.754970734753751	2.653210726921427	112.357075	108.8096	40	44	0.9090909090909092
2018	13	SAI	-7.454222574671719	2.612320896553836	112.81985	109.397	40	44	0.9090909090909092
2018	13	SIR	-6.822863093412908	2.4192703130892923	112.755375	109.4982	40	44	0.9090909090909092
2018	13	STR	-6.968946553210687	2.5930456957187142	112.831375	109.38339999999998	40	44	0.9090909090909092
2018	13	HAR	-7.7876124088218495	3.466733681157808	113.304475	109.1574	40	44	0.9090909090909092
2018	13	VAN	-8.282417063674064	2.740827321729537	113.567725	109.4016	40	44	0.9090909090909092
2018	13	RIC	-6.055302943895259	1.3763706501762762	113.01344444444446	109.725	27	44	0.6136363636363636
2018	14	GAS	-13.806608413398836	10.1522949660868	89.2506346153846	85.217	52	53	0.981132075471698
2018	14	PER	-14.692493878043123	10.321918228832269	88.1728679245283	83.71459999999999	53	53	1.0
2018	14	LEC	-14.94550286924805	10.389144151619869	88.96630769230768	84.5842	52	53	0.981132075471698
2018	14	STR	-13.623466857308816	10.074975882538157	88.75432692307693	84.6742	52	53	0.981132075471698
2018	14	VAN	-14.410363401105345	10.422253184337412	89.17682692307692	85.08739999999999	52	53	0.981132075471698
2018	14	MAG	-16.666232484362208	10.674150211370552	90.3485	85.8114	52	53	0.981132075471698
2018	14	HUL	-14.88294566248788	8.908061586253758	89.19928846153847	84.5252	52	53	0.981132075471698
2018	14	RIC	-13.891080103192774	12.827770866214594	91.69869565217392	85.412	23	53	0.4339622641509434
2018	14	OCO	-14.043013664325658	10.023241394800712	88.15556603773587	84.3314	53	53	1.0
2018	14	VER	-13.614619969013985	10.12048823564496	87.31494339622643	83.7596	53	53	1.0
2018	14	SIR	-13.904476715641522	10.027504376444217	88.85876923076924	84.76400000000001	52	53	0.981132075471698
2018	14	HAM	-12.866170884736391	10.1052053042641	87.06573584905661	83.3232	53	53	1.0
2018	14	VET	-16.333693631197473	9.27996125858208	87.37047169811319	82.9254	53	53	1.0
2018	14	SAI	-13.824081045093765	9.947413971832	88.54007547169813	84.52959999999999	53	53	1.0
2018	14	RAI	-11.784522922246616	10.190593924938156	87.22998113207544	83.6688	53	53	1.0
2018	14	BOT	-14.084553319684003	10.14414391488198	87.3311320754717	83.24100000000001	53	53	1.0
2018	14	GRO	-13.79647030736362	10.066367792952256	88.12837735849055	84.4808	53	53	1.0
2018	14	ERI	-13.33271199061171	7.776315237374344	89.31053846153848	84.176	52	53	0.981132075471698
2018	15	HAM	-6.398709297643414	5.916506688789953	106.5609655172414	103.4434	58	61	0.9508196721311476
2018	15	VER	-6.270655836574305	6.0084479191587485	106.72201724137932	103.824	58	61	0.9508196721311476
2018	15	VET	-4.232137322598573	5.5834688222441455	107.2511551724138	105.2454	58	61	0.9508196721311476
2018	15	BOT	-4.51659602906488	5.951349425389397	107.4775	105.4462	58	61	0.9508196721311476
2018	15	RAI	-4.773381230675736	6.120330811062596	107.51494827586204	105.3258	58	61	0.9508196721311476
2018	15	RIC	-5.060774189410221	6.502633354706333	107.53003448275864	104.7818	58	61	0.9508196721311476
2018	15	ALO	-7.1063276471576	6.831922221544099	108.38624137931032	105.0008	58	61	0.9508196721311476
2018	15	SAI	-6.5948285693732425	6.859073124975868	108.86110526315792	105.3552	57	61	0.9344262295081968
2018	15	LEC	-7.453153508233871	7.694129365276517	109.2182105263158	106.0446	57	61	0.9344262295081968
2018	15	HUL	-6.76096114182865	6.946058928157861	109.365	106.1204	57	61	0.9344262295081968
2018	15	ERI	-6.961724480095483	7.852955603407605	109.72371929824564	105.7776	57	61	0.9344262295081968
2018	15	VAN	-11.119261477045873	10.10567615405826	110.49443103448276	105.8538	58	61	0.9508196721311476
2018	15	GAS	-6.856092684587786	7.21066093533392	109.8089298245614	106.2502	57	61	0.9344262295081968
2018	15	STR	-11.49186963831172	10.105345162723015	110.677	106.258	58	61	0.9508196721311476
2018	15	GRO	-6.119725061827648	6.563807863169852	109.7091052631579	106.2362	57	61	0.9344262295081968
2018	15	PER	-5.342363279638171	7.2875931296033185	110.17380701754388	105.7542	57	61	0.9344262295081968
2018	15	HAR	-6.143251545401467	8.765170324808047	110.6102105263158	105.5368	57	61	0.9344262295081968
2018	15	MAG	-6.641746962370501	8.961215601744996	110.89087500000002	106.3194	56	61	0.918032786885246
