Year	Round	Session	Driver	CleanAirAvg	DirtyAirAvg	Delta	NumCleanLaps	NumDirtyLaps
2018	4	FP2	SIR	108.45372727272728	107.199	-1.2547272727272656	11	2
2018	4	FP2	HAM	106.457875	106.37125	-0.0866249999999979	8	4
2018	4	FP2	SAI	108.33377777777778	107.70966666666668	-0.6241111111111053	9	12
2018	4	FP2	BOT	108.8364	106.545	-2.291399999999996	5	3
2018	4	FP3	RIC	108.195	107.09266666666667	-1.1023333333333198	4	3
2018	4	FP3	GRO	105.261	105.917	0.6560000000000059	1	1
2018	4	FP3	ERI	106.4955	106.81333333333332	0.3178333333333398	2	3
2018	4	FP3	ALO	107.51133333333333	105.6205	-1.8908333333333327	3	2
2018	4	FP3	LEC	105.4325	106.18566666666668	0.7531666666666723	2	3
2018	4	FP3	MAG	104.439	106.559	2.1200000000000188	1	3
2018	4	FP3	HUL	106.9555	105.456	-1.4994999999999976	4	1
2018	4	FP3	VER	108.02866666666668	105.57233333333332	-2.4563333333333333	3	6
2018	4	FP3	SAI	105.6465	107.54633333333334	1.8998333333333333	2	3
2018	5	FP1	VAN	80.1565	81.4006	1.244100000000003	2	10
2018	5	FP1	RAI	80.372	80.7286	0.3566000000000002	1	5
2018	5	FP1	GRO	82.85300000000001	82.909	0.0559999999999973	2	10
2018	5	FP1	GAS	81.58516666666667	81.59819999999999	0.0130333333333254	6	5
2018	5	FP1	PER	82.673	83.58721428571428	0.91421428571428	3	14
2018	5	FP1	ALO	80.28800000000001	82.34914285714285	2.0611428571428405	2	7
2018	5	FP1	MAG	81.568	82.2188888888889	0.6508888888889004	2	9
2018	5	FP1	HUL	84.9808	83.35714285714286	-1.623657142857141	5	7
2018	5	FP1	HAR	82.6154	82.68	0.0646000000000128	5	6
2018	5	FP1	OCO	84.2345	83.29709090909091	-0.9374090909090852	4	11
2018	5	FP1	VER	80.11566666666666	79.87083333333334	-0.2448333333333181	3	6
2018	5	FP1	KUB	82.205	83.27814285714285	1.0731428571428552	1	7
2018	5	FP1	HAM	83.469	81.400125	-2.068874999999992	1	8
2018	5	FP1	BOT	82.053	80.84633333333333	-1.2066666666666634	4	6
2018	5	FP2	VAN	82.03725	83.63066666666667	1.5934166666666698	8	3
2018	5	FP2	RIC	82.30844444444443	80.61428571428571	-1.694158730158719	9	7
2018	5	FP2	VET	82.38972727272727	81.1572	-1.2325272727272676	11	5
2018	5	FP2	GRO	82.61244444444444	81.454	-1.1584444444444415	9	1
2018	5	FP2	ERI	84.07606666666668	81.894	-2.182066666666671	15	1
2018	5	FP2	GAS	83.63944444444445	82.19425	-1.4451944444444536	9	4
2018	5	FP2	PER	82.6952857142857	84.288	1.592714285714294	7	1
2018	5	FP2	ALO	82.68166666666667	81.146	-1.5356666666666712	6	5
2018	5	FP2	LEC	82.80861538461538	83.98733333333332	1.1787179487179458	13	3
2018	5	FP2	STR	83.76342857142858	83.97633333333334	0.2129047619047668	7	9
2018	5	FP2	MAG	83.415	81.57528571428573	-1.83971428571428	11	7
2018	5	FP2	HUL	83.3537857142857	82.18614285714285	-1.1676428571428517	14	7
2018	5	FP2	HAR	84.453875	83.24757142857143	-1.2063035714285633	8	7
2018	5	FP2	OCO	82.72683333333333	83.4298	0.7029666666666685	12	5
2018	5	FP2	VER	82.0712	81.12085714285715	-0.9503428571428572	15	7
2018	5	FP2	SIR	84.434	84.7206	0.286600000000007	5	10
2018	5	FP2	HAM	81.70125	81.68785714285714	-0.0133928571428612	12	7
2018	5	FP2	SAI	83.05277777777778	80.94399999999999	-2.1087777777777887	9	2
2018	5	FP2	BOT	81.83606666666667	81.23928571428571	-0.5967809523809535	15	7
2018	6	FP1	VAN	77.349	75.4149	-1.9341000000000008	4	10
2018	6	FP1	RIC	74.43425	73.30416666666666	-1.1300833333333458	4	6
2018	6	FP1	VET	75.33525	74.3395	-0.995750000000001	4	10
2018	6	FP1	RAI	74.48033333333332	75.50071428571428	1.020380952380961	3	7
2018	6	FP1	GRO	75.27225	76.0945	0.8222499999999968	4	6
2018	6	FP1	ERI	77.22925000000001	76.38730000000001	-0.8419499999999971	4	10
2018	6	FP1	GAS	76.187	74.93088888888889	-1.2561111111111103	4	9
2018	6	FP1	PER	77.11760000000001	75.35325	-1.7643500000000074	5	8
2018	6	FP1	LEC	75.32	75.97957142857142	0.6595714285714251	3	14
2018	6	FP1	STR	77.6144	77.5630909090909	-0.0513090909091005	5	11
2018	6	FP1	MAG	78.801	81.6395	2.838499999999996	1	2
2018	6	FP1	HUL	75.351	76.289	0.9380000000000024	1	12
2018	6	FP1	HAR	74.464	76.26475	1.8007500000000078	2	16
2018	6	FP1	OCO	77.78	75.201	-2.579000000000008	7	8
2018	6	FP1	SIR	77.71466666666667	76.0729375	-1.6417291666666785	3	16
2018	6	FP1	HAM	76.2316	74.51820000000001	-1.713399999999993	5	5
2018	6	FP1	SAI	74.65728571428572	75.66575	1.0084642857142825	7	8
2018	6	FP1	BOT	76.18527272727273	74.03475	-2.1505227272727296	11	4
2018	6	FP2	VAN	74.50066666666667	75.96588888888888	1.465222222222209	6	9
2018	6	FP2	RIC	73.2075	74.39025	1.1827499999999986	6	8
2018	6	FP2	VET	75.29714285714286	74.36183333333334	-0.935309523809522	14	6
2018	6	FP2	RAI	75.22514285714286	74.74433333333333	-0.4808095238095262	7	6
2018	6	FP2	GRO	75.29466666666667	75.91044444444444	0.6157777777777653	6	9
2018	6	FP2	ERI	76.94090476190476	76.322375	-0.6185297619047674	21	8
2018	6	FP2	GAS	76.49475	73.83142857142857	-2.6633214285714217	8	7
2018	6	FP2	PER	76.19375	75.39633333333333	-0.7974166666666633	12	6
2018	6	FP2	ALO	75.64	75.68377777777778	0.0437777777777768	9	9
2018	6	FP2	LEC	76.1827	76.42699999999999	0.2442999999999955	10	10
2018	6	FP2	STR	76.78644444444444	77.55366666666667	0.7672222222222302	9	3
2018	6	FP2	MAG	75.5728	76.26136363636364	0.6885636363636394	10	11
2018	6	FP2	HUL	75.6872	74.99900000000001	-0.6881999999999948	5	6
2018	6	FP2	HAR	76.95592857142857	74.555	-2.4009285714285653	14	6
2018	6	FP2	OCO	76.01100000000001	76.58778571428572	0.5767857142857054	9	14
2018	6	FP2	VER	75.19766666666666	73.97825	-1.2194166666666604	12	8
2018	6	FP2	SIR	75.72011111111111	76.265	0.5448888888888916	9	9
2018	6	FP2	HAM	75.26322222222223	73.9205	-1.3427222222222213	9	2
2018	6	FP2	SAI	75.806	76.19044444444444	0.3844444444444406	6	9
2018	6	FP2	BOT	75.78791666666666	74.9918	-0.7961166666666628	12	5
2018	6	FP3	VAN	73.97414285714285	77.06	3.085857142857151	7	1
2018	6	FP3	RIC	72.87816666666667	72.34299999999999	-0.535166666666683	6	2
2018	6	FP3	VET	72.028	73.7098	1.6817999999999955	3	5
2018	6	FP3	RAI	73.02074999999999	73.62519999999999	0.6044499999999999	4	5
2018	6	FP3	GRO	75.402	75.267	-0.1350000000000051	4	1
2018	6	FP3	ERI	75.49566666666666	74.61433333333333	-0.8813333333333304	9	3
2018	6	FP3	GAS	74.43366666666667	73.42966666666666	-1.0040000000000049	3	3
2018	6	FP3	PER	73.46	73.425	-0.0349999999999965	1	3
2018	6	FP3	ALO	73.44466666666666	73.764	0.3193333333333328	3	3
2018	6	FP3	LEC	73.72525	75.63600000000001	1.9107500000000075	4	3
2018	6	FP3	STR	73.85714285714286	74.156	0.2988571428571447	7	1
2018	6	FP3	HUL	73.86733333333333	74.214	0.346666666666664	6	3
2018	6	FP3	HAR	74.1035	73.6276	-0.4758999999999957	4	5
2018	6	FP3	OCO	73.51366666666667	73.8965	0.3828333333333376	6	2
2018	6	FP3	SIR	73.71220000000001	72.854	-0.8582000000000107	5	1
2018	6	FP3	HAM	72.382	73.433	1.051000000000002	2	3
2018	6	FP3	SAI	73.27	73.7896	0.519599999999997	1	5
2018	6	FP3	BOT	72.72066666666666	73.48700000000001	0.7663333333333497	3	3
2018	7	FP1	VAN	74.405	75.29440000000001	0.8894000000000091	2	5
2018	7	FP1	VET	73.574	76.31785714285715	2.743857142857152	1	7
2018	7	FP1	RAI	73.87833333333333	76.423625	2.545291666666671	3	8
2018	7	FP1	GRO	78.125	76.82475	-1.3002500000000057	2	8
2018	7	FP1	GAS	79.979	77.250875	-2.7281250000000057	1	8
2018	7	FP1	LEC	77.75	76.8518888888889	-0.8981111111111062	2	9
2018	7	FP1	STR	77.83233333333334	77.19075000000001	-0.6415833333333296	3	4
2018	7	FP1	MAG	76.9905	77.13316666666667	0.1426666666666705	2	6
2018	7	FP1	HAR	75.756	77.82492857142857	2.068928571428572	1	14
2018	7	FP1	OCO	75.8945	77.45172727272727	1.557227272727275	2	11
2018	7	FP1	VER	75.2115	75.97616666666666	0.7646666666666562	2	6
2018	7	FP1	LAT	77.823	78.783	0.960000000000008	1	6
2018	7	FP1	SIR	77.564	78.33657142857143	0.7725714285714389	7	7
2018	7	FP1	HAM	75.27711111111111	75.83025	0.5531388888888955	9	4
2018	7	FP1	SAI	74.272	75.771	1.4989999999999952	1	6
2018	7	FP1	BOT	73.8665	75.9293	2.062799999999996	4	10
2018	7	FP2	VET	73.06	75.84416666666667	2.784166666666664	3	6
2018	7	FP2	RAI	72.5195	75.9854375	3.4659375000000097	2	16
2018	7	FP2	ERI	78.79866666666668	76.76105263157895	-2.037614035087728	3	19
2018	7	FP2	GAS	77.684	77.10588888888888	-0.578111111111113	1	18
2018	7	FP2	PER	75.8195	76.9192	1.0996999999999986	2	20
2018	7	FP2	LEC	77.51400000000001	76.73138888888889	-0.7826111111111231	2	18
2018	7	FP2	STR	77.45219999999999	77.23777777777778	-0.2144222222222112	5	18
2018	7	FP2	MAG	78.809	76.72035	-2.088650000000001	1	20
2018	7	FP2	HUL	77.15675	76.7310625	-0.4256875000000093	4	16
2018	7	FP2	HAR	78.727	76.620875	-2.106125000000006	1	16
2018	7	FP2	OCO	76.6572	76.54223076923077	-0.1149692307692333	5	13
2018	7	FP2	VER	74.5085	75.471625	0.9631250000000052	2	16
2018	7	FP2	SIR	76.59649999999999	78.03282352941176	1.4363235294117658	2	17
2018	7	FP2	HAM	74.72916666666667	75.32627272727272	0.5971060606060519	6	11
2018	7	FP2	BOT	73.30275	75.932	2.629249999999999	4	15
2018	8	FP1	VAN	95.46375	96.3135	0.8497500000000002	4	2
2018	8	FP1	RIC	93.88033333333334	94.3235	0.4431666666666558	6	2
2018	8	FP1	RAI	96.2245	95.1278	-1.0966999999999985	2	5
2018	8	FP1	GRO	95.41071428571428	98.584	3.1732857142857114	7	1
2018	8	FP1	ERI	96.09725	96.35	0.2527499999999918	4	2
2018	8	FP1	GAS	94.94475	95.42466666666668	0.4799166666666679	4	3
2018	8	FP1	PER	96.859	96.74925	-0.1097499999999911	6	4
2018	8	FP1	ALO	95.36075	96.265	0.9042500000000048	4	2
2018	8	FP1	LEC	96.03	96.361	0.331000000000003	2	4
2018	8	FP1	STR	97.10625	96.8982	-0.20805	4	5
2018	8	FP1	MAG	94.7066	97.62333333333332	2.916733333333326	5	3
2018	8	FP1	HUL	96.8955	98.72325	1.8277500000000089	8	4
2018	8	FP1	HAR	96.559125	97.451	0.8918749999999989	8	1
2018	8	FP1	OCO	96.38	96.05166666666666	-0.3283333333333331	2	3
2018	8	FP1	VER	93.816	94.7375	0.9214999999999948	1	4
2018	8	FP1	SIR	96.189	98.61933333333332	2.430333333333337	7	3
2018	8	FP1	HAM	93.25633333333332	94.75225	1.4959166666666732	3	4
2018	8	FP1	SAI	97.5349	95.844	-1.6909000000000134	10	1
2018	8	FP1	BOT	95.52916666666664	95.64816666666668	0.1190000000000139	6	6
2018	8	FP2	VAN	99.46	97.545	-1.914999999999992	1	9
2018	8	FP2	RIC	97.7576923076923	96.0086	-1.749092307692294	13	5
2018	8	FP2	VET	93.689	97.0805	3.391500000000008	1	18
2018	8	FP2	RAI	94.232	97.19525	2.963250000000002	4	4
2018	8	FP2	GRO	97.6352	96.539	-1.0962000000000105	5	7
2018	8	FP2	GAS	98.09584615384615	97.28885714285715	-0.8069890109890139	13	7
2018	8	FP2	ALO	95.9445	96.31333333333332	0.3688333333333276	4	3
2018	8	FP2	LEC	98.96866666666666	98.17642857142856	-0.7922380952380905	9	7
2018	8	FP2	STR	99.006875	98.912	-0.0948750000000018	8	8
2018	8	FP2	MAG	97.85827272727272	97.65633333333334	-0.2019393939393978	11	6
2018	8	FP2	HUL	99.15216666666667	96.39025	-2.7619166666666786	6	4
2018	8	FP2	HAR	98.94514285714286	96.358	-2.587142857142851	14	1
2018	8	FP2	OCO	96.96633333333334	98.239	1.272666666666666	3	8
2018	8	FP2	VER	96.93542857142856	96.18425	-0.7511785714285821	7	4
2018	8	FP2	SIR	99.43544444444444	98.36683333333332	-1.0686111111111103	9	6
2018	8	FP2	HAM	95.48277777777778	97.66433333333332	2.181555555555548	9	3
2018	8	FP2	SAI	98.59033333333332	96.745	-1.845333333333329	12	3
2018	8	FP3	SIR	124.093	119.6	-4.493000000000009	1	1
2018	9	FP1	VAN	66.82975	67.67283333333334	0.8430833333333396	4	6
2018	9	FP1	RIC	65.5315	66.249	0.7175000000000011	2	5
2018	9	FP1	VET	67.292	66.5284	-0.7635999999999967	5	5
2018	9	FP1	RAI	67.50954545454546	66.199	-1.310545454545462	11	4
2018	9	FP1	GRO	68.91414285714286	66.710625	-2.20351785714287	7	8
2018	9	FP1	ERI	66.82557142857142	68.08966666666667	1.2640952380952513	7	6
2018	9	FP1	GAS	68.385125	67.228125	-1.1569999999999965	8	8
2018	9	FP1	PER	69.44238461538461	67.77316666666667	-1.669217948717943	13	6
2018	9	FP1	LEC	67.466	67.90483333333333	0.4388333333333349	5	6
2018	9	FP1	STR	67.99966666666667	67.60416666666667	-0.3954999999999984	6	6
2018	9	FP1	HUL	67.4891	67.39	-0.0990999999999928	10	6
2018	9	FP1	HAR	68.408	68.0669	-0.3410999999999973	8	10
2018	9	FP1	OCO	68.97635714285714	67.307	-1.6693571428571374	14	7
2018	9	FP1	VER	68.5446	66.55116666666667	-1.9934333333333285	10	6
