Driver	LapNumber	Position	round	year
HAM	42.0	3.0	22	2022
HAM	43.0	3.0	22	2022
HAM	44.0	3.0	22	2022
HAM	45.0	3.0	22	2022
HAM	46.0	4.0	22	2022
HAM	47.0	4.0	22	2022
HAM	48.0	4.0	22	2022
HAM	49.0	4.0	22	2022
HAM	50.0	4.0	22	2022
HAM	51.0	4.0	22	2022
HAM	52.0	4.0	22	2022
HAM	53.0	4.0	22	2022
HAM	54.0	4.0	22	2022
HAM	55.0	8.0	22	2022
LAT	1.0	19.0	22	2022
LAT	2.0	19.0	22	2022
LAT	3.0	19.0	22	2022
LAT	4.0	19.0	22	2022
LAT	5.0	19.0	22	2022
LAT	6.0	19.0	22	2022
LAT	7.0	19.0	22	2022
LAT	8.0	19.0	22	2022
LAT	9.0	20.0	22	2022
LAT	10.0	20.0	22	2022
LAT	11.0	20.0	22	2022
LAT	12.0	20.0	22	2022
LAT	13.0	19.0	22	2022
LAT	14.0	18.0	22	2022
LAT	15.0	17.0	22	2022
LAT	16.0	20.0	22	2022
LAT	17.0	20.0	22	2022
LAT	18.0	20.0	22	2022
LAT	19.0	20.0	22	2022
LAT	20.0	20.0	22	2022
LAT	21.0	20.0	22	2022
LAT	22.0	20.0	22	2022
LAT	23.0	20.0	22	2022
LAT	24.0	20.0	22	2022
LAT	25.0	20.0	22	2022
LAT	26.0	20.0	22	2022
LAT	27.0	20.0	22	2022
LAT	28.0	19.0	22	2022
LAT	29.0	18.0	22	2022
LAT	30.0	18.0	22	2022
LAT	31.0	17.0	22	2022
LAT	32.0	17.0	22	2022
LAT	33.0	17.0	22	2022
LAT	34.0	17.0	22	2022
LAT	35.0	16.0	22	2022
LAT	36.0	16.0	22	2022
LAT	37.0	16.0	22	2022
LAT	38.0	19.0	22	2022
LAT	39.0	19.0	22	2022
LAT	40.0	19.0	22	2022
LAT	41.0	19.0	22	2022
LAT	42.0	19.0	22	2022
LAT	43.0	19.0	22	2022
LAT	44.0	19.0	22	2022
LAT	45.0	19.0	22	2022
LAT	46.0	19.0	22	2022
LAT	47.0	19.0	22	2022
LAT	48.0	19.0	22	2022
LAT	49.0	19.0	22	2022
LAT	50.0	19.0	22	2022
LAT	51.0	19.0	22	2022
LAT	52.0	19.0	22	2022
LAT	53.0	19.0	22	2022
LAT	54.0	19.0	22	2022
LAT	55.0	19.0	22	2022
ALO	1.0	10.0	22	2022
ALO	2.0	10.0	22	2022
ALO	3.0	10.0	22	2022
ALO	4.0	10.0	22	2022
ALO	5.0	10.0	22	2022
ALO	6.0	10.0	22	2022
ALO	7.0	10.0	22	2022
ALO	8.0	10.0	22	2022
ALO	9.0	10.0	22	2022
ALO	10.0	10.0	22	2022
ALO	11.0	10.0	22	2022
ALO	12.0	10.0	22	2022
ALO	13.0	10.0	22	2022
ALO	14.0	9.0	22	2022
ALO	15.0	9.0	22	2022
ALO	16.0	7.0	22	2022
ALO	17.0	7.0	22	2022
ALO	18.0	6.0	22	2022
ALO	19.0	7.0	22	2022
ALO	20.0	14.0	22	2022
ALO	21.0	14.0	22	2022
ALO	22.0	13.0	22	2022
ALO	23.0	12.0	22	2022
ALO	24.0	11.0	22	2022
ALO	25.0	11.0	22	2022
ALO	26.0	10.0	22	2022
ALO	27.0	10.0	22	2022
VER	1.0	1.0	1	2023
VER	2.0	1.0	1	2023
VER	3.0	1.0	1	2023
VER	4.0	1.0	1	2023
VER	5.0	1.0	1	2023
VER	6.0	1.0	1	2023
VER	7.0	1.0	1	2023
VER	8.0	1.0	1	2023
VER	9.0	1.0	1	2023
VER	10.0	1.0	1	2023
VER	11.0	1.0	1	2023
VER	12.0	1.0	1	2023
VER	13.0	1.0	1	2023
VER	14.0	1.0	1	2023
VER	15.0	2.0	1	2023
VER	16.0	2.0	1	2023
VER	17.0	2.0	1	2023
VER	18.0	1.0	1	2023
VER	19.0	1.0	1	2023
VER	20.0	1.0	1	2023
VER	21.0	1.0	1	2023
VER	22.0	1.0	1	2023
VER	23.0	1.0	1	2023
VER	24.0	1.0	1	2023
VER	25.0	1.0	1	2023
VER	26.0	1.0	1	2023
VER	27.0	1.0	1	2023
VER	28.0	1.0	1	2023
VER	29.0	1.0	1	2023
VER	30.0	1.0	1	2023
VER	31.0	1.0	1	2023
VER	32.0	1.0	1	2023
VER	33.0	1.0	1	2023
VER	34.0	1.0	1	2023
VER	35.0	1.0	1	2023
VER	36.0	1.0	1	2023
VER	37.0	1.0	1	2023
VER	38.0	1.0	1	2023
VER	39.0	1.0	1	2023
VER	40.0	1.0	1	2023
VER	41.0	1.0	1	2023
VER	42.0	1.0	1	2023
VER	43.0	1.0	1	2023
VER	44.0	1.0	1	2023
VER	45.0	1.0	1	2023
VER	46.0	1.0	1	2023
VER	47.0	1.0	1	2023
VER	48.0	1.0	1	2023
VER	49.0	1.0	1	2023
VER	50.0	1.0	1	2023
VER	51.0	1.0	1	2023
VER	52.0	1.0	1	2023
VER	53.0	1.0	1	2023
VER	54.0	1.0	1	2023
VER	55.0	1.0	1	2023
VER	56.0	1.0	1	2023
VER	57.0	1.0	1	2023
GAS	1.0	19.0	1	2023
GAS	2.0	18.0	1	2023
GAS	3.0	18.0	1	2023
GAS	4.0	18.0	1	2023
GAS	5.0	18.0	1	2023
GAS	6.0	18.0	1	2023
GAS	7.0	18.0	1	2023
GAS	8.0	18.0	1	2023
GAS	9.0	19.0	1	2023
GAS	10.0	20.0	1	2023
GAS	11.0	19.0	1	2023
GAS	12.0	17.0	1	2023
GAS	13.0	14.0	1	2023
GAS	14.0	14.0	1	2023
GAS	15.0	14.0	1	2023
GAS	16.0	12.0	1	2023
GAS	17.0	12.0	1	2023
GAS	18.0	12.0	1	2023
GAS	19.0	12.0	1	2023
GAS	20.0	12.0	1	2023
GAS	21.0	12.0	1	2023
GAS	22.0	12.0	1	2023
GAS	23.0	12.0	1	2023
GAS	24.0	12.0	1	2023
GAS	25.0	12.0	1	2023
GAS	26.0	17.0	1	2023
GAS	27.0	15.0	1	2023
GAS	28.0	14.0	1	2023
GAS	29.0	14.0	1	2023
GAS	30.0	13.0	1	2023
GAS	31.0	12.0	1	2023
GAS	32.0	12.0	1	2023
GAS	33.0	11.0	1	2023
GAS	34.0	11.0	1	2023
GAS	35.0	11.0	1	2023
GAS	36.0	11.0	1	2023
GAS	37.0	11.0	1	2023
GAS	38.0	11.0	1	2023
GAS	39.0	11.0	1	2023
GAS	40.0	10.0	1	2023
GAS	41.0	10.0	1	2023
GAS	42.0	9.0	1	2023
GAS	43.0	9.0	1	2023
GAS	44.0	9.0	1	2023
GAS	45.0	9.0	1	2023
GAS	46.0	9.0	1	2023
GAS	47.0	9.0	1	2023
GAS	48.0	9.0	1	2023
GAS	49.0	9.0	1	2023
GAS	50.0	9.0	1	2023
GAS	51.0	9.0	1	2023
GAS	52.0	9.0	1	2023
GAS	53.0	9.0	1	2023
GAS	54.0	9.0	1	2023
GAS	55.0	9.0	1	2023
GAS	56.0	9.0	1	2023
GAS	57.0	9.0	1	2023
PER	1.0	3.0	1	2023
PER	2.0	3.0	1	2023
PER	3.0	3.0	1	2023
PER	4.0	3.0	1	2023
PER	5.0	3.0	1	2023
PER	6.0	3.0	1	2023
PER	7.0	3.0	1	2023
PER	8.0	3.0	1	2023
PER	9.0	3.0	1	2023
PER	10.0	3.0	1	2023
PER	11.0	3.0	1	2023
PER	12.0	3.0	1	2023
PER	13.0	2.0	1	2023
PER	14.0	2.0	1	2023
PER	15.0	1.0	1	2023
PER	16.0	1.0	1	2023
PER	17.0	1.0	1	2023
PER	18.0	3.0	1	2023
PER	19.0	3.0	1	2023
PER	20.0	3.0	1	2023
PER	21.0	3.0	1	2023
PER	22.0	3.0	1	2023
PER	23.0	3.0	1	2023
PER	24.0	3.0	1	2023
PER	25.0	3.0	1	2023
PER	26.0	2.0	1	2023
PER	27.0	2.0	1	2023
PER	28.0	2.0	1	2023
PER	29.0	2.0	1	2023
PER	30.0	2.0	1	2023
PER	31.0	2.0	1	2023
PER	32.0	2.0	1	2023
PER	33.0	2.0	1	2023
PER	34.0	2.0	1	2023
PER	35.0	2.0	1	2023
PER	36.0	2.0	1	2023
PER	37.0	2.0	1	2023
PER	38.0	2.0	1	2023
PER	39.0	2.0	1	2023
PER	40.0	2.0	1	2023
PER	41.0	2.0	1	2023
PER	42.0	2.0	1	2023
PER	43.0	2.0	1	2023
PER	44.0	2.0	1	2023
PER	45.0	2.0	1	2023
PER	46.0	2.0	1	2023
PER	47.0	2.0	1	2023
PER	48.0	2.0	1	2023
PER	49.0	2.0	1	2023
PER	50.0	2.0	1	2023
PER	51.0	2.0	1	2023
PER	52.0	2.0	1	2023
PER	53.0	2.0	1	2023
PER	54.0	2.0	1	2023
PER	55.0	2.0	1	2023
PER	56.0	2.0	1	2023
PER	57.0	2.0	1	2023
ALO	1.0	7.0	1	2023
ALO	2.0	7.0	1	2023
ALO	3.0	7.0	1	2023
ALO	4.0	7.0	1	2023
ALO	5.0	7.0	1	2023
ALO	6.0	7.0	1	2023
ALO	7.0	7.0	1	2023
ALO	8.0	7.0	1	2023
ALO	9.0	7.0	1	2023
ALO	10.0	7.0	1	2023
ALO	11.0	7.0	1	2023
ALO	12.0	6.0	1	2023
ALO	13.0	5.0	1	2023
ALO	14.0	4.0	1	2023
ALO	15.0	8.0	1	2023
ALO	16.0	7.0	1	2023
ALO	17.0	6.0	1	2023
ALO	18.0	6.0	1	2023
ALO	19.0	6.0	1	2023
ALO	20.0	6.0	1	2023
ALO	21.0	6.0	1	2023
ALO	22.0	6.0	1	2023
ALO	23.0	6.0	1	2023
ALO	24.0	6.0	1	2023
ALO	25.0	6.0	1	2023
ALO	26.0	6.0	1	2023
ALO	27.0	6.0	1	2023
ALO	28.0	6.0	1	2023
ALO	29.0	6.0	1	2023
ALO	30.0	5.0	1	2023
ALO	31.0	5.0	1	2023
ALO	32.0	4.0	1	2023
ALO	33.0	4.0	1	2023
ALO	34.0	3.0	1	2023
ALO	35.0	6.0	1	2023
ALO	36.0	6.0	1	2023
ALO	37.0	6.0	1	2023
ALO	38.0	5.0	1	2023
ALO	39.0	5.0	1	2023
ALO	40.0	4.0	1	2023
ALO	41.0	4.0	1	2023
ALO	42.0	4.0	1	2023
ALO	43.0	4.0	1	2023
ALO	44.0	4.0	1	2023
ALO	45.0	3.0	1	2023
ALO	46.0	3.0	1	2023
ALO	47.0	3.0	1	2023
ALO	48.0	3.0	1	2023
ALO	49.0	3.0	1	2023
ALO	50.0	3.0	1	2023
ALO	51.0	3.0	1	2023
ALO	52.0	3.0	1	2023
ALO	53.0	3.0	1	2023
ALO	54.0	3.0	1	2023
ALO	55.0	3.0	1	2023
ALO	56.0	3.0	1	2023
ALO	57.0	3.0	1	2023
LEC	1.0	2.0	1	2023
LEC	2.0	2.0	1	2023
LEC	3.0	2.0	1	2023
LEC	4.0	2.0	1	2023
LEC	5.0	2.0	1	2023
LEC	6.0	2.0	1	2023
LEC	7.0	2.0	1	2023
LEC	8.0	2.0	1	2023
LEC	9.0	2.0	1	2023
LEC	10.0	2.0	1	2023
LEC	11.0	2.0	1	2023
LEC	12.0	2.0	1	2023
LEC	13.0	3.0	1	2023
LEC	14.0	5.0	1	2023
LEC	15.0	3.0	1	2023
LEC	16.0	3.0	1	2023
LEC	17.0	3.0	1	2023
LEC	18.0	2.0	1	2023
LEC	19.0	2.0	1	2023
LEC	20.0	2.0	1	2023
LEC	21.0	2.0	1	2023
LEC	22.0	2.0	1	2023
LEC	23.0	2.0	1	2023
LEC	24.0	2.0	1	2023
LEC	25.0	2.0	1	2023
LEC	26.0	3.0	1	2023
LEC	27.0	3.0	1	2023
LEC	28.0	3.0	1	2023
LEC	29.0	3.0	1	2023
LEC	30.0	3.0	1	2023
LEC	31.0	3.0	1	2023
LEC	32.0	3.0	1	2023
LEC	33.0	3.0	1	2023
LEC	34.0	4.0	1	2023
LEC	35.0	3.0	1	2023
LEC	36.0	3.0	1	2023
LEC	37.0	3.0	1	2023
LEC	38.0	3.0	1	2023
LEC	39.0	3.0	1	2023
LEC	40.0		1	2023
STR	1.0	9.0	1	2023
STR	2.0	9.0	1	2023
STR	3.0	9.0	1	2023
STR	4.0	9.0	1	2023
STR	5.0	8.0	1	2023
STR	6.0	8.0	1	2023
STR	7.0	8.0	1	2023
STR	8.0	8.0	1	2023
STR	9.0	8.0	1	2023
STR	10.0	8.0	1	2023
STR	11.0	8.0	1	2023
STR	12.0	8.0	1	2023
STR	13.0	6.0	1	2023
STR	14.0	3.0	1	2023
STR	15.0	4.0	1	2023
STR	16.0	9.0	1	2023
STR	17.0	9.0	1	2023
STR	18.0	9.0	1	2023
STR	19.0	9.0	1	2023
STR	20.0	8.0	1	2023
STR	21.0	8.0	1	2023
STR	22.0	8.0	1	2023
STR	23.0	8.0	1	2023
STR	24.0	8.0	1	2023
STR	25.0	8.0	1	2023
STR	26.0	8.0	1	2023
STR	27.0	8.0	1	2023
STR	28.0	8.0	1	2023
STR	29.0	8.0	1	2023
STR	30.0	8.0	1	2023
STR	31.0	8.0	1	2023
STR	32.0	7.0	1	2023
STR	33.0	7.0	1	2023
STR	34.0	7.0	1	2023
STR	35.0	7.0	1	2023
STR	36.0	7.0	1	2023
STR	37.0	7.0	1	2023
STR	38.0	7.0	1	2023
STR	39.0	7.0	1	2023
STR	40.0	6.0	1	2023
STR	41.0	6.0	1	2023
STR	42.0	6.0	1	2023
STR	43.0	6.0	1	2023
STR	44.0	6.0	1	2023
STR	45.0	6.0	1	2023
STR	46.0	6.0	1	2023
STR	47.0	6.0	1	2023
STR	48.0	6.0	1	2023
STR	49.0	6.0	1	2023
STR	50.0	6.0	1	2023
STR	51.0	6.0	1	2023
STR	52.0	6.0	1	2023
STR	53.0	6.0	1	2023
STR	54.0	6.0	1	2023
STR	55.0	6.0	1	2023
STR	56.0	6.0	1	2023
STR	57.0	6.0	1	2023
SAR	1.0	13.0	1	2023
SAR	2.0	13.0	1	2023
SAR	3.0	13.0	1	2023
SAR	4.0	13.0	1	2023
SAR	5.0	13.0	1	2023
SAR	6.0	13.0	1	2023
SAR	7.0	13.0	1	2023
SAR	8.0	13.0	1	2023
SAR	9.0	13.0	1	2023
SAR	10.0	12.0	1	2023
SAR	11.0	11.0	1	2023
SAR	12.0	10.0	1	2023
SAR	13.0	15.0	1	2023
SAR	14.0	15.0	1	2023
SAR	15.0	15.0	1	2023
SAR	16.0	13.0	1	2023
SAR	17.0	13.0	1	2023
SAR	18.0	13.0	1	2023
SAR	19.0	13.0	1	2023
SAR	20.0	13.0	1	2023
SAR	21.0	13.0	1	2023
SAR	22.0	13.0	1	2023
SAR	23.0	13.0	1	2023
SAR	24.0	13.0	1	2023
SAR	25.0	13.0	1	2023
SAR	26.0	12.0	1	2023
SAR	27.0	10.0	1	2023
SAR	28.0	10.0	1	2023
SAR	29.0	10.0	1	2023
SAR	30.0	10.0	1	2023
SAR	31.0	14.0	1	2023
SAR	32.0	14.0	1	2023
SAR	33.0	13.0	1	2023
SAR	34.0	13.0	1	2023
SAR	35.0	13.0	1	2023
SAR	36.0	13.0	1	2023
SAR	37.0	13.0	1	2023
SAR	38.0	13.0	1	2023
SAR	39.0	13.0	1	2023
SAR	40.0	12.0	1	2023
SAR	41.0	14.0	1	2023
SAR	42.0	14.0	1	2023
SAR	43.0	14.0	1	2023
SAR	44.0	13.0	1	2023
SAR	45.0	13.0	1	2023
SAR	46.0	13.0	1	2023
SAR	47.0	12.0	1	2023
SAR	48.0	12.0	1	2023
SAR	49.0	12.0	1	2023
SAR	50.0	12.0	1	2023
SAR	51.0	12.0	1	2023
SAR	52.0	12.0	1	2023
SAR	53.0	12.0	1	2023
SAR	54.0	12.0	1	2023
SAR	55.0	12.0	1	2023
SAR	56.0	12.0	1	2023
MAG	1.0	18.0	1	2023
MAG	2.0	19.0	1	2023
MAG	3.0	20.0	1	2023
MAG	4.0	20.0	1	2023
MAG	5.0	20.0	1	2023
MAG	6.0	20.0	1	2023
MAG	7.0	20.0	1	2023
MAG	8.0	20.0	1	2023
MAG	9.0	20.0	1	2023
MAG	10.0	19.0	1	2023
MAG	11.0	15.0	1	2023
MAG	12.0	13.0	1	2023
MAG	13.0	9.0	1	2023
MAG	14.0	9.0	1	2023
MAG	15.0	11.0	1	2023
MAG	16.0	18.0	1	2023
MAG	17.0	18.0	1	2023
MAG	18.0	17.0	1	2023
MAG	19.0	17.0	1	2023
MAG	20.0	17.0	1	2023
MAG	21.0	17.0	1	2023
MAG	22.0	17.0	1	2023
MAG	23.0	17.0	1	2023
MAG	24.0	17.0	1	2023
MAG	25.0	17.0	1	2023
MAG	26.0	15.0	1	2023
MAG	27.0	13.0	1	2023
MAG	28.0	12.0	1	2023
MAG	29.0	13.0	1	2023
MAG	30.0	17.0	1	2023
MAG	31.0	17.0	1	2023
MAG	32.0	16.0	1	2023
MAG	33.0	16.0	1	2023
MAG	34.0	16.0	1	2023
MAG	35.0	16.0	1	2023
MAG	36.0	16.0	1	2023
MAG	37.0	16.0	1	2023
MAG	38.0	16.0	1	2023
MAG	39.0	16.0	1	2023
MAG	40.0	15.0	1	2023
MAG	41.0	15.0	1	2023
MAG	42.0	15.0	1	2023
MAG	43.0	15.0	1	2023
MAG	44.0	15.0	1	2023
MAG	45.0	15.0	1	2023
MAG	46.0	15.0	1	2023
MAG	47.0	15.0	1	2023
MAG	48.0	15.0	1	2023
MAG	49.0	15.0	1	2023
MAG	50.0	15.0	1	2023
MAG	51.0	14.0	1	2023
MAG	52.0	14.0	1	2023
MAG	53.0	14.0	1	2023
MAG	54.0	14.0	1	2023
MAG	55.0	13.0	1	2023
MAG	56.0	13.0	1	2023
DEV	1.0	20.0	1	2023
DEV	2.0	20.0	1	2023
DEV	3.0	19.0	1	2023
DEV	4.0	19.0	1	2023
DEV	5.0	19.0	1	2023
DEV	6.0	19.0	1	2023
DEV	7.0	19.0	1	2023
DEV	8.0	19.0	1	2023
DEV	9.0	18.0	1	2023
DEV	10.0	18.0	1	2023
DEV	11.0	17.0	1	2023
DEV	12.0	19.0	1	2023
DEV	13.0	18.0	1	2023
DEV	14.0	17.0	1	2023
DEV	15.0	17.0	1	2023
DEV	16.0	15.0	1	2023
DEV	17.0	14.0	1	2023
DEV	18.0	14.0	1	2023
DEV	19.0	14.0	1	2023
DEV	20.0	14.0	1	2023
DEV	21.0	14.0	1	2023
DEV	22.0	14.0	1	2023
DEV	23.0	14.0	1	2023
DEV	24.0	14.0	1	2023
DEV	25.0	15.0	1	2023
DEV	26.0	14.0	1	2023
DEV	27.0	12.0	1	2023
DEV	28.0	16.0	1	2023
DEV	29.0	16.0	1	2023
DEV	30.0	15.0	1	2023
DEV	31.0	15.0	1	2023
DEV	32.0	15.0	1	2023
DEV	33.0	14.0	1	2023
DEV	34.0	14.0	1	2023
DEV	35.0	14.0	1	2023
DEV	36.0	14.0	1	2023
DEV	37.0	14.0	1	2023
DEV	38.0	14.0	1	2023
DEV	39.0	14.0	1	2023
DEV	40.0	13.0	1	2023
DEV	41.0	11.0	1	2023
DEV	42.0	12.0	1	2023
DEV	43.0	13.0	1	2023
DEV	44.0	14.0	1	2023
DEV	45.0	14.0	1	2023
DEV	46.0	14.0	1	2023
DEV	47.0	14.0	1	2023
DEV	48.0	14.0	1	2023
DEV	49.0	14.0	1	2023
DEV	50.0	14.0	1	2023
DEV	51.0	15.0	1	2023
DEV	52.0	15.0	1	2023
DEV	53.0	15.0	1	2023
DEV	54.0	15.0	1	2023
DEV	55.0	14.0	1	2023
DEV	56.0	14.0	1	2023
TSU	1.0	15.0	1	2023
TSU	2.0	15.0	1	2023
TSU	3.0	15.0	1	2023
TSU	4.0	14.0	1	2023
TSU	5.0	14.0	1	2023
TSU	6.0	14.0	1	2023
TSU	7.0	14.0	1	2023
TSU	8.0	14.0	1	2023
TSU	9.0	14.0	1	2023
TSU	10.0	14.0	1	2023
TSU	11.0	18.0	1	2023
TSU	12.0	16.0	1	2023
TSU	13.0	13.0	1	2023
TSU	14.0	13.0	1	2023
TSU	15.0	12.0	1	2023
TSU	16.0	11.0	1	2023
TSU	17.0	11.0	1	2023
TSU	18.0	11.0	1	2023
TSU	19.0	11.0	1	2023
TSU	20.0	11.0	1	2023
TSU	21.0	11.0	1	2023
TSU	22.0	11.0	1	2023
TSU	23.0	11.0	1	2023
TSU	24.0	11.0	1	2023
TSU	25.0	11.0	1	2023
TSU	26.0	11.0	1	2023
TSU	27.0	16.0	1	2023
TSU	28.0	15.0	1	2023
TSU	29.0	15.0	1	2023
TSU	30.0	14.0	1	2023
TSU	31.0	13.0	1	2023
TSU	32.0	13.0	1	2023
TSU	33.0	12.0	1	2023
TSU	34.0	12.0	1	2023
TSU	35.0	12.0	1	2023
TSU	36.0	12.0	1	2023
TSU	37.0	12.0	1	2023
TSU	38.0	12.0	1	2023
TSU	39.0	12.0	1	2023
TSU	40.0	11.0	1	2023
TSU	41.0	13.0	1	2023
TSU	42.0	11.0	1	2023
TSU	43.0	11.0	1	2023
TSU	44.0	11.0	1	2023
TSU	45.0	11.0	1	2023
TSU	46.0	11.0	1	2023
TSU	47.0	11.0	1	2023
TSU	48.0	11.0	1	2023
TSU	49.0	11.0	1	2023
TSU	50.0	11.0	1	2023
TSU	51.0	11.0	1	2023
TSU	52.0	11.0	1	2023
TSU	53.0	11.0	1	2023
TSU	54.0	11.0	1	2023
TSU	55.0	11.0	1	2023
TSU	56.0	11.0	1	2023
TSU	57.0	11.0	1	2023
ALB	1.0	12.0	1	2023
ALB	2.0	12.0	1	2023
ALB	3.0	12.0	1	2023
ALB	4.0	11.0	1	2023
ALB	5.0	11.0	1	2023
ALB	6.0	11.0	1	2023
ALB	7.0	11.0	1	2023
ALB	8.0	11.0	1	2023
ALB	9.0	11.0	1	2023
ALB	10.0	11.0	1	2023
ALB	11.0	12.0	1	2023
ALB	12.0	15.0	1	2023
ALB	13.0	11.0	1	2023
ALB	14.0	11.0	1	2023
ALB	15.0	10.0	1	2023
ALB	16.0	10.0	1	2023
ALB	17.0	10.0	1	2023
ALB	18.0	10.0	1	2023
ALB	19.0	10.0	1	2023
ALB	20.0	10.0	1	2023
ALB	21.0	10.0	1	2023
ALB	22.0	10.0	1	2023
ALB	23.0	10.0	1	2023
ALB	24.0	10.0	1	2023
ALB	25.0	10.0	1	2023
ALB	26.0	10.0	1	2023
ALB	27.0	14.0	1	2023
ALB	28.0	13.0	1	2023
ALB	29.0	12.0	1	2023
ALB	30.0	12.0	1	2023
ALB	31.0	11.0	1	2023
ALB	32.0	11.0	1	2023
ALB	33.0	10.0	1	2023
ALB	34.0	10.0	1	2023
ALB	35.0	10.0	1	2023
ALB	36.0	10.0	1	2023
ALB	37.0	10.0	1	2023
ALB	38.0	10.0	1	2023
ALB	39.0	10.0	1	2023
ALB	40.0	9.0	1	2023
ALB	41.0	9.0	1	2023
ALB	42.0	10.0	1	2023
ALB	43.0	10.0	1	2023
ALB	44.0	10.0	1	2023
ALB	45.0	10.0	1	2023
ALB	46.0	10.0	1	2023
ALB	47.0	10.0	1	2023
ALB	48.0	10.0	1	2023
ALB	49.0	10.0	1	2023
ALB	50.0	10.0	1	2023
ALB	51.0	10.0	1	2023
ALB	52.0	10.0	1	2023
ALB	53.0	10.0	1	2023
ALB	54.0	10.0	1	2023
ALB	55.0	10.0	1	2023
ALB	56.0	10.0	1	2023
ALB	57.0	10.0	1	2023
ZHO	1.0	17.0	1	2023
ZHO	2.0	17.0	1	2023
ZHO	3.0	17.0	1	2023
ZHO	4.0	17.0	1	2023
ZHO	5.0	17.0	1	2023
ZHO	6.0	17.0	1	2023
ZHO	7.0	17.0	1	2023
ZHO	8.0	17.0	1	2023
ZHO	9.0	17.0	1	2023
ZHO	10.0	17.0	1	2023
ZHO	11.0	14.0	1	2023
ZHO	12.0	12.0	1	2023
ZHO	13.0	20.0	1	2023
ZHO	14.0	19.0	1	2023
ZHO	15.0	19.0	1	2023
ZHO	16.0	17.0	1	2023
ZHO	17.0	17.0	1	2023
ZHO	18.0	15.0	1	2023
ZHO	19.0	15.0	1	2023
ZHO	20.0	15.0	1	2023
ZHO	21.0	15.0	1	2023
ZHO	22.0	15.0	1	2023
ZHO	23.0	15.0	1	2023
ZHO	24.0	15.0	1	2023
ZHO	25.0	14.0	1	2023
ZHO	26.0	13.0	1	2023
ZHO	27.0	11.0	1	2023
ZHO	28.0	11.0	1	2023
ZHO	29.0	11.0	1	2023
ZHO	30.0	9.0	1	2023
ZHO	31.0	9.0	1	2023
ZHO	32.0	10.0	1	2023
ZHO	33.0	15.0	1	2023
ZHO	34.0	15.0	1	2023
ZHO	35.0	15.0	1	2023
ZHO	36.0	15.0	1	2023
ZHO	37.0	15.0	1	2023
ZHO	38.0	15.0	1	2023
ZHO	39.0	15.0	1	2023
ZHO	40.0	14.0	1	2023
ZHO	41.0	12.0	1	2023
ZHO	42.0	13.0	1	2023
ZHO	43.0	12.0	1	2023
ZHO	44.0	12.0	1	2023
ZHO	45.0	12.0	1	2023
ZHO	46.0	12.0	1	2023
ZHO	47.0	13.0	1	2023
ZHO	48.0	13.0	1	2023
ZHO	49.0	13.0	1	2023
ZHO	50.0	13.0	1	2023
ZHO	51.0	13.0	1	2023
ZHO	52.0	13.0	1	2023
ZHO	53.0	13.0	1	2023
ZHO	54.0	13.0	1	2023
ZHO	55.0	16.0	1	2023
ZHO	56.0	16.0	1	2023
HUL	1.0	14.0	1	2023
HUL	2.0	14.0	1	2023
HUL	3.0	14.0	1	2023
HUL	4.0	15.0	1	2023
HUL	5.0	15.0	1	2023
HUL	6.0	15.0	1	2023
HUL	7.0	15.0	1	2023
HUL	8.0	15.0	1	2023
HUL	9.0	15.0	1	2023
HUL	10.0	15.0	1	2023
HUL	11.0	16.0	1	2023
HUL	12.0	20.0	1	2023
HUL	13.0	19.0	1	2023
HUL	14.0	18.0	1	2023
HUL	15.0	18.0	1	2023
HUL	16.0	16.0	1	2023
HUL	17.0	16.0	1	2023
HUL	18.0	16.0	1	2023
HUL	19.0	16.0	1	2023
HUL	20.0	16.0	1	2023
HUL	21.0	16.0	1	2023
HUL	22.0	16.0	1	2023
HUL	23.0	16.0	1	2023
HUL	24.0	16.0	1	2023
HUL	25.0	16.0	1	2023
HUL	26.0	16.0	1	2023
HUL	27.0	19.0	1	2023
HUL	28.0	18.0	1	2023
HUL	29.0	18.0	1	2023
HUL	30.0	18.0	1	2023
HUL	31.0	18.0	1	2023
HUL	32.0	17.0	1	2023
HUL	33.0	17.0	1	2023
HUL	34.0	17.0	1	2023
HUL	35.0	17.0	1	2023
HUL	36.0	17.0	1	2023
HUL	37.0	17.0	1	2023
HUL	38.0	17.0	1	2023
HUL	39.0	17.0	1	2023
HUL	40.0	16.0	1	2023
HUL	41.0	16.0	1	2023
HUL	42.0	16.0	1	2023
HUL	43.0	16.0	1	2023
HUL	44.0	16.0	1	2023
HUL	45.0	16.0	1	2023
HUL	46.0	16.0	1	2023
HUL	47.0	16.0	1	2023
HUL	48.0	16.0	1	2023
HUL	49.0	16.0	1	2023
HUL	50.0	16.0	1	2023
HUL	51.0	16.0	1	2023
HUL	52.0	16.0	1	2023
HUL	53.0	16.0	1	2023
HUL	54.0	16.0	1	2023
HUL	55.0	15.0	1	2023
HUL	56.0	15.0	1	2023
OCO	1.0	11.0	1	2023
OCO	2.0	11.0	1	2023
OCO	3.0	11.0	1	2023
OCO	4.0	10.0	1	2023
OCO	5.0	10.0	1	2023
OCO	6.0	10.0	1	2023
OCO	7.0	10.0	1	2023
OCO	8.0	10.0	1	2023
OCO	9.0	10.0	1	2023
OCO	10.0	10.0	1	2023
OCO	11.0	10.0	1	2023
OCO	12.0	9.0	1	2023
OCO	13.0	12.0	1	2023
OCO	14.0	12.0	1	2023
