Driver	LapNumber	Position	round	year
ERI	40.0	10.0	13	2018
ERI	41.0	10.0	13	2018
ERI	42.0	10.0	13	2018
ERI	43.0	10.0	13	2018
SAI	1.0	14.0	13	2018
SAI	2.0	13.0	13	2018
SAI	3.0	13.0	13	2018
SAI	4.0	13.0	13	2018
SAI	5.0	13.0	13	2018
SAI	6.0	12.0	13	2018
SAI	7.0	12.0	13	2018
SAI	8.0	12.0	13	2018
SAI	9.0	13.0	13	2018
SAI	10.0	13.0	13	2018
SAI	11.0	13.0	13	2018
SAI	12.0	13.0	13	2018
SAI	13.0	13.0	13	2018
SAI	14.0	13.0	13	2018
SAI	15.0	13.0	13	2018
SAI	16.0	13.0	13	2018
SAI	17.0	13.0	13	2018
SAI	18.0	13.0	13	2018
SAI	19.0	13.0	13	2018
SAI	20.0	13.0	13	2018
SAI	21.0	13.0	13	2018
SAI	22.0	14.0	13	2018
SAI	23.0	15.0	13	2018
SAI	24.0	14.0	13	2018
SAI	25.0	14.0	13	2018
SAI	26.0	13.0	13	2018
SAI	27.0	13.0	13	2018
SAI	28.0	13.0	13	2018
SAI	29.0	13.0	13	2018
SAI	30.0	13.0	13	2018
SAI	31.0	12.0	13	2018
SAI	32.0	11.0	13	2018
SAI	33.0	11.0	13	2018
SAI	34.0	11.0	13	2018
SAI	35.0	11.0	13	2018
SAI	36.0	11.0	13	2018
SAI	37.0	11.0	13	2018
SAI	38.0	11.0	13	2018
SAI	39.0	11.0	13	2018
SAI	40.0	11.0	13	2018
SAI	41.0	11.0	13	2018
SAI	42.0	11.0	13	2018
SAI	43.0	11.0	13	2018
SIR	1.0	10.0	13	2018
SIR	2.0	10.0	13	2018
SIR	3.0	10.0	13	2018
SIR	4.0	10.0	13	2018
SIR	5.0	9.0	13	2018
SIR	6.0	9.0	13	2018
SIR	7.0	10.0	13	2018
SIR	8.0	10.0	13	2018
SIR	9.0	10.0	13	2018
SIR	10.0	10.0	13	2018
SIR	11.0	10.0	13	2018
SIR	12.0	11.0	13	2018
SIR	13.0	11.0	13	2018
SIR	14.0	11.0	13	2018
SIR	15.0	11.0	13	2018
SIR	16.0	11.0	13	2018
SIR	17.0	11.0	13	2018
SIR	18.0	11.0	13	2018
SIR	19.0	11.0	13	2018
SIR	20.0	11.0	13	2018
SIR	21.0	11.0	13	2018
SIR	22.0	11.0	13	2018
SIR	23.0	11.0	13	2018
SIR	24.0	11.0	13	2018
SIR	25.0	12.0	13	2018
SIR	26.0	12.0	13	2018
SIR	27.0	12.0	13	2018
SIR	28.0	12.0	13	2018
SIR	29.0	12.0	13	2018
SIR	30.0	12.0	13	2018
SIR	31.0	11.0	13	2018
SIR	32.0	12.0	13	2018
SIR	33.0	12.0	13	2018
SIR	34.0	12.0	13	2018
SIR	35.0	12.0	13	2018
SIR	36.0	12.0	13	2018
SIR	37.0	12.0	13	2018
SIR	38.0	12.0	13	2018
SIR	39.0	12.0	13	2018
SIR	40.0	12.0	13	2018
SIR	41.0	12.0	13	2018
SIR	42.0	12.0	13	2018
SIR	43.0	12.0	13	2018
STR	1.0	11.0	13	2018
STR	2.0	11.0	13	2018
STR	3.0	11.0	13	2018
STR	4.0	11.0	13	2018
STR	5.0	11.0	13	2018
STR	6.0	11.0	13	2018
STR	7.0	11.0	13	2018
STR	8.0	11.0	13	2018
STR	9.0	11.0	13	2018
STR	10.0	11.0	13	2018
STR	11.0	12.0	13	2018
STR	12.0	12.0	13	2018
STR	13.0	12.0	13	2018
STR	14.0	12.0	13	2018
STR	15.0	12.0	13	2018
STR	16.0	12.0	13	2018
STR	17.0	12.0	13	2018
STR	18.0	12.0	13	2018
STR	19.0	12.0	13	2018
STR	20.0	12.0	13	2018
STR	21.0	12.0	13	2018
STR	22.0	12.0	13	2018
STR	23.0	13.0	13	2018
STR	24.0	15.0	13	2018
STR	25.0	15.0	13	2018
STR	26.0	14.0	13	2018
STR	27.0	14.0	13	2018
STR	28.0	14.0	13	2018
STR	29.0	14.0	13	2018
STR	30.0	14.0	13	2018
STR	31.0	14.0	13	2018
STR	32.0	13.0	13	2018
STR	33.0	13.0	13	2018
STR	34.0	13.0	13	2018
STR	35.0	13.0	13	2018
STR	36.0	13.0	13	2018
STR	37.0	13.0	13	2018
STR	38.0	13.0	13	2018
STR	39.0	13.0	13	2018
STR	40.0	13.0	13	2018
STR	41.0	13.0	13	2018
STR	42.0	13.0	13	2018
STR	43.0	13.0	13	2018
HAR	1.0	13.0	13	2018
HAR	2.0	12.0	13	2018
HAR	3.0	12.0	13	2018
HAR	4.0	12.0	13	2018
HAR	5.0	12.0	13	2018
HAR	6.0	13.0	13	2018
HAR	7.0	14.0	13	2018
HAR	8.0	14.0	13	2018
HAR	9.0	14.0	13	2018
HAR	10.0	14.0	13	2018
HAR	11.0	14.0	13	2018
HAR	12.0	14.0	13	2018
HAR	13.0	14.0	13	2018
HAR	14.0	14.0	13	2018
HAR	15.0	14.0	13	2018
HAR	16.0	14.0	13	2018
HAR	17.0	14.0	13	2018
HAR	18.0	14.0	13	2018
HAR	19.0	14.0	13	2018
HAR	20.0	14.0	13	2018
HAR	21.0	14.0	13	2018
HAR	22.0	13.0	13	2018
HAR	23.0	12.0	13	2018
HAR	24.0	12.0	13	2018
HAR	25.0	11.0	13	2018
HAR	26.0	11.0	13	2018
HAR	27.0	10.0	13	2018
HAR	28.0	10.0	13	2018
HAR	29.0	11.0	13	2018
HAR	30.0	11.0	13	2018
HAR	31.0	13.0	13	2018
HAR	32.0	14.0	13	2018
HAR	33.0	14.0	13	2018
HAR	34.0	14.0	13	2018
HAR	35.0	14.0	13	2018
HAR	36.0	14.0	13	2018
HAR	37.0	14.0	13	2018
HAR	38.0	14.0	13	2018
HAR	39.0	14.0	13	2018
HAR	40.0	14.0	13	2018
HAR	41.0	14.0	13	2018
HAR	42.0	14.0	13	2018
HAR	43.0	14.0	13	2018
VAN	1.0	16.0	13	2018
VAN	2.0	16.0	13	2018
VAN	3.0	15.0	13	2018
VAN	4.0	15.0	13	2018
VAN	5.0	16.0	13	2018
VAN	6.0	16.0	13	2018
VAN	7.0	15.0	13	2018
VAN	8.0	15.0	13	2018
VAN	9.0	15.0	13	2018
VAN	10.0	15.0	13	2018
VAN	11.0	15.0	13	2018
VAN	12.0	15.0	13	2018
VAN	13.0	15.0	13	2018
VAN	14.0	15.0	13	2018
VAN	15.0	15.0	13	2018
VAN	16.0	15.0	13	2018
VAN	17.0	15.0	13	2018
VAN	18.0	15.0	13	2018
VAN	19.0	15.0	13	2018
VAN	20.0	15.0	13	2018
VAN	21.0	15.0	13	2018
VAN	22.0	15.0	13	2018
VAN	23.0	14.0	13	2018
VAN	24.0	13.0	13	2018
VAN	25.0	13.0	13	2018
VAN	26.0	15.0	13	2018
VAN	27.0	15.0	13	2018
VAN	28.0	15.0	13	2018
VAN	29.0	15.0	13	2018
VAN	30.0	15.0	13	2018
VAN	31.0	15.0	13	2018
VAN	32.0	15.0	13	2018
VAN	33.0	15.0	13	2018
VAN	34.0	15.0	13	2018
VAN	35.0	15.0	13	2018
VAN	36.0	15.0	13	2018
VAN	37.0	15.0	13	2018
VAN	38.0	15.0	13	2018
VAN	39.0	15.0	13	2018
VAN	40.0	15.0	13	2018
VAN	41.0	15.0	13	2018
VAN	42.0	15.0	13	2018
VAN	43.0	15.0	13	2018
RIC	1.0	12.0	13	2018
RIC	2.0	17.0	13	2018
RIC	3.0	17.0	13	2018
RIC	4.0	17.0	13	2018
RIC	5.0	17.0	13	2018
RIC	6.0	17.0	13	2018
RIC	7.0	17.0	13	2018
RIC	8.0	17.0	13	2018
RIC	9.0	16.0	13	2018
RIC	10.0	16.0	13	2018
RIC	11.0	16.0	13	2018
RIC	12.0	16.0	13	2018
RIC	13.0	16.0	13	2018
RIC	14.0	16.0	13	2018
RIC	15.0	16.0	13	2018
RIC	16.0	16.0	13	2018
RIC	17.0	16.0	13	2018
RIC	18.0	16.0	13	2018
RIC	19.0	16.0	13	2018
RIC	20.0	16.0	13	2018
RIC	21.0	16.0	13	2018
RIC	22.0	16.0	13	2018
RIC	23.0	16.0	13	2018
RIC	24.0	16.0	13	2018
RIC	25.0	16.0	13	2018
RIC	26.0	16.0	13	2018
RIC	27.0	16.0	13	2018
RIC	28.0	16.0	13	2018
RAI	1.0	17.0	13	2018
RAI	2.0	15.0	13	2018
RAI	3.0	14.0	13	2018
RAI	4.0	14.0	13	2018
RAI	5.0	15.0	13	2018
RAI	6.0	15.0	13	2018
RAI	7.0	16.0	13	2018
RAI	8.0	16.0	13	2018
LEC	1.0		13	2018
ALO	1.0		13	2018
HUL	1.0		13	2018
GAS	1.0	11.0	14	2018
GAS	2.0	11.0	14	2018
GAS	3.0	11.0	14	2018
GAS	4.0	11.0	14	2018
GAS	5.0	11.0	14	2018
GAS	6.0	12.0	14	2018
GAS	7.0	12.0	14	2018
GAS	8.0	13.0	14	2018
GAS	9.0	11.0	14	2018
GAS	10.0	12.0	14	2018
GAS	11.0	12.0	14	2018
GAS	12.0	13.0	14	2018
GAS	13.0	13.0	14	2018
GAS	14.0	13.0	14	2018
GAS	15.0	13.0	14	2018
GAS	16.0	13.0	14	2018
GAS	17.0	14.0	14	2018
GAS	18.0	14.0	14	2018
GAS	19.0	14.0	14	2018
GAS	20.0	14.0	14	2018
GAS	21.0	14.0	14	2018
GAS	22.0	14.0	14	2018
GAS	23.0	14.0	14	2018
GAS	24.0	13.0	14	2018
GAS	25.0	13.0	14	2018
GAS	26.0	13.0	14	2018
GAS	27.0	13.0	14	2018
GAS	28.0	13.0	14	2018
GAS	29.0	13.0	14	2018
GAS	30.0	13.0	14	2018
GAS	31.0	13.0	14	2018
GAS	32.0	13.0	14	2018
GAS	33.0	13.0	14	2018
GAS	34.0	13.0	14	2018
GAS	35.0	16.0	14	2018
GAS	36.0	16.0	14	2018
GAS	37.0	16.0	14	2018
GAS	38.0	16.0	14	2018
GAS	39.0	16.0	14	2018
GAS	40.0	16.0	14	2018
GAS	41.0	16.0	14	2018
GAS	42.0	15.0	14	2018
GAS	43.0	14.0	14	2018
GAS	44.0	14.0	14	2018
GAS	45.0	14.0	14	2018
GAS	46.0	14.0	14	2018
GAS	47.0	14.0	14	2018
GAS	48.0	14.0	14	2018
GAS	49.0	15.0	14	2018
GAS	50.0	15.0	14	2018
GAS	51.0	15.0	14	2018
GAS	52.0	15.0	14	2018
PER	1.0	13.0	14	2018
PER	2.0	13.0	14	2018
PER	3.0	13.0	14	2018
PER	4.0	12.0	14	2018
PER	5.0	12.0	14	2018
PER	6.0	11.0	14	2018
PER	7.0	11.0	14	2018
PER	8.0	10.0	14	2018
PER	9.0	10.0	14	2018
PER	10.0	10.0	14	2018
PER	11.0	10.0	14	2018
PER	12.0	10.0	14	2018
PER	13.0	9.0	14	2018
PER	14.0	9.0	14	2018
PER	15.0	8.0	14	2018
PER	16.0	8.0	14	2018
PER	17.0	8.0	14	2018
PER	18.0	9.0	14	2018
PER	19.0	9.0	14	2018
PER	20.0	9.0	14	2018
PER	21.0	9.0	14	2018
PER	22.0	9.0	14	2018
PER	23.0	9.0	14	2018
PER	24.0	7.0	14	2018
PER	25.0	7.0	14	2018
PER	26.0	7.0	14	2018
PER	27.0	7.0	14	2018
PER	28.0	7.0	14	2018
PER	29.0	7.0	14	2018
PER	30.0	6.0	14	2018
PER	31.0	6.0	14	2018
PER	32.0	6.0	14	2018
PER	33.0	6.0	14	2018
PER	34.0	6.0	14	2018
PER	35.0	6.0	14	2018
PER	36.0	6.0	14	2018
PER	37.0	6.0	14	2018
PER	38.0	6.0	14	2018
PER	39.0	6.0	14	2018
PER	40.0	8.0	14	2018
PER	41.0	8.0	14	2018
PER	42.0	8.0	14	2018
PER	43.0	8.0	14	2018
PER	44.0	8.0	14	2018
PER	45.0	8.0	14	2018
PER	46.0	8.0	14	2018
PER	47.0	8.0	14	2018
PER	48.0	8.0	14	2018
PER	49.0	8.0	14	2018
PER	50.0	8.0	14	2018
PER	51.0	8.0	14	2018
PER	52.0	8.0	14	2018
PER	53.0	8.0	14	2018
ALO	1.0	10.0	14	2018
ALO	2.0	10.0	14	2018
ALO	3.0	10.0	14	2018
ALO	4.0	10.0	14	2018
ALO	5.0	10.0	14	2018
ALO	6.0	10.0	14	2018
ALO	7.0	10.0	14	2018
ALO	8.0	11.0	14	2018
ALO	9.0	18.0	14	2018
LEC	1.0	14.0	14	2018
LEC	2.0	14.0	14	2018
LEC	3.0	14.0	14	2018
LEC	4.0	13.0	14	2018
LEC	5.0	13.0	14	2018
LEC	6.0	13.0	14	2018
LEC	7.0	13.0	14	2018
LEC	8.0	12.0	14	2018
LEC	9.0	13.0	14	2018
LEC	10.0	14.0	14	2018
LEC	11.0	15.0	14	2018
LEC	12.0	15.0	14	2018
LEC	13.0	15.0	14	2018
LEC	14.0	15.0	14	2018
LEC	15.0	15.0	14	2018
LEC	16.0	15.0	14	2018
LEC	17.0	15.0	14	2018
LEC	18.0	15.0	14	2018
LEC	19.0	15.0	14	2018
LEC	20.0	15.0	14	2018
LEC	21.0	15.0	14	2018
LEC	22.0	15.0	14	2018
LEC	23.0	15.0	14	2018
LEC	24.0	14.0	14	2018
LEC	25.0	14.0	14	2018
LEC	26.0	14.0	14	2018
LEC	27.0	14.0	14	2018
LEC	28.0	14.0	14	2018
LEC	29.0	14.0	14	2018
LEC	30.0	14.0	14	2018
LEC	31.0	14.0	14	2018
LEC	32.0	14.0	14	2018
LEC	33.0	14.0	14	2018
LEC	34.0	15.0	14	2018
LEC	35.0	15.0	14	2018
LEC	36.0	14.0	14	2018
LEC	37.0	14.0	14	2018
LEC	38.0	14.0	14	2018
LEC	39.0	14.0	14	2018
LEC	40.0	14.0	14	2018
LEC	41.0	14.0	14	2018
LEC	42.0	13.0	14	2018
LEC	43.0	12.0	14	2018
LEC	44.0	12.0	14	2018
LEC	45.0	12.0	14	2018
LEC	46.0	12.0	14	2018
LEC	47.0	12.0	14	2018
LEC	48.0	12.0	14	2018
LEC	49.0	12.0	14	2018
LEC	50.0	12.0	14	2018
LEC	51.0	12.0	14	2018
LEC	52.0	12.0	14	2018
STR	1.0	8.0	14	2018
STR	2.0	8.0	14	2018
STR	3.0	8.0	14	2018
STR	4.0	8.0	14	2018
STR	5.0	8.0	14	2018
STR	6.0	8.0	14	2018
STR	7.0	8.0	14	2018
STR	8.0	8.0	14	2018
STR	9.0	8.0	14	2018
STR	10.0	8.0	14	2018
STR	11.0	8.0	14	2018
STR	12.0	8.0	14	2018
STR	13.0	8.0	14	2018
STR	14.0	8.0	14	2018
STR	15.0	9.0	14	2018
STR	16.0	10.0	14	2018
STR	17.0	10.0	14	2018
STR	18.0	10.0	14	2018
STR	19.0	10.0	14	2018
STR	20.0	10.0	14	2018
STR	21.0	10.0	14	2018
STR	22.0	10.0	14	2018
STR	23.0	10.0	14	2018
STR	24.0	9.0	14	2018
STR	25.0	9.0	14	2018
STR	26.0	9.0	14	2018
STR	27.0	9.0	14	2018
STR	28.0	9.0	14	2018
STR	29.0	9.0	14	2018
STR	30.0	8.0	14	2018
STR	31.0	8.0	14	2018
STR	32.0	9.0	14	2018
STR	33.0	9.0	14	2018
STR	34.0	9.0	14	2018
STR	35.0	11.0	14	2018
STR	36.0	13.0	14	2018
STR	37.0	13.0	14	2018
STR	38.0	12.0	14	2018
STR	39.0	11.0	14	2018
STR	40.0	11.0	14	2018
STR	41.0	10.0	14	2018
STR	42.0	10.0	14	2018
STR	43.0	10.0	14	2018
STR	44.0	10.0	14	2018
STR	45.0	10.0	14	2018
STR	46.0	10.0	14	2018
STR	47.0	10.0	14	2018
STR	48.0	10.0	14	2018
STR	49.0	10.0	14	2018
STR	50.0	10.0	14	2018
STR	51.0	10.0	14	2018
STR	52.0	10.0	14	2018
VAN	1.0	15.0	14	2018
VAN	2.0	15.0	14	2018
VAN	3.0	15.0	14	2018
VAN	4.0	14.0	14	2018
VAN	5.0	17.0	14	2018
VAN	6.0	17.0	14	2018
VAN	7.0	17.0	14	2018
VAN	8.0	17.0	14	2018
VAN	9.0	16.0	14	2018
VAN	10.0	16.0	14	2018
VAN	11.0	16.0	14	2018
VAN	12.0	16.0	14	2018
VAN	13.0	16.0	14	2018
VAN	14.0	16.0	14	2018
VAN	15.0	16.0	14	2018
VAN	16.0	16.0	14	2018
VAN	17.0	16.0	14	2018
VAN	18.0	16.0	14	2018
VAN	19.0	16.0	14	2018
VAN	20.0	16.0	14	2018
VAN	21.0	16.0	14	2018
VAN	22.0	16.0	14	2018
VAN	23.0	16.0	14	2018
VAN	24.0	16.0	14	2018
VAN	25.0	16.0	14	2018
VAN	26.0	16.0	14	2018
VAN	27.0	16.0	14	2018
VAN	28.0	16.0	14	2018
VAN	29.0	16.0	14	2018
VAN	30.0	16.0	14	2018
VAN	31.0	16.0	14	2018
VAN	32.0	16.0	14	2018
VAN	33.0	16.0	14	2018
VAN	34.0	16.0	14	2018
VAN	35.0	14.0	14	2018
VAN	36.0	15.0	14	2018
VAN	37.0	15.0	14	2018
VAN	38.0	15.0	14	2018
VAN	39.0	15.0	14	2018
VAN	40.0	15.0	14	2018
VAN	41.0	15.0	14	2018
VAN	42.0	14.0	14	2018
VAN	43.0	13.0	14	2018
VAN	44.0	13.0	14	2018
VAN	45.0	13.0	14	2018
VAN	46.0	13.0	14	2018
VAN	47.0	13.0	14	2018
VAN	48.0	13.0	14	2018
VAN	49.0	13.0	14	2018
VAN	50.0	13.0	14	2018
VAN	51.0	13.0	14	2018
VAN	52.0	13.0	14	2018
MAG	1.0	12.0	14	2018
MAG	2.0	12.0	14	2018
MAG	3.0	12.0	14	2018
MAG	4.0	19.0	14	2018
MAG	5.0	19.0	14	2018
MAG	6.0	19.0	14	2018
MAG	7.0	19.0	14	2018
MAG	8.0	19.0	14	2018
MAG	9.0	19.0	14	2018
MAG	10.0	18.0	14	2018
MAG	11.0	18.0	14	2018
MAG	12.0	18.0	14	2018
MAG	13.0	18.0	14	2018
MAG	14.0	18.0	14	2018
MAG	15.0	18.0	14	2018
MAG	16.0	18.0	14	2018
MAG	17.0	18.0	14	2018
MAG	18.0	18.0	14	2018
MAG	19.0	18.0	14	2018
MAG	20.0	18.0	14	2018
MAG	21.0	18.0	14	2018
MAG	22.0	18.0	14	2018
MAG	23.0	18.0	14	2018
MAG	24.0	17.0	14	2018
MAG	25.0	17.0	14	2018
MAG	26.0	17.0	14	2018
MAG	27.0	17.0	14	2018
MAG	28.0	17.0	14	2018
MAG	29.0	17.0	14	2018
MAG	30.0	17.0	14	2018
MAG	31.0	17.0	14	2018
MAG	32.0	17.0	14	2018
MAG	33.0	17.0	14	2018
MAG	34.0	17.0	14	2018
MAG	35.0	17.0	14	2018
MAG	36.0	17.0	14	2018
MAG	37.0	17.0	14	2018
MAG	38.0	17.0	14	2018
MAG	39.0	17.0	14	2018
MAG	40.0	17.0	14	2018
MAG	41.0	17.0	14	2018
MAG	42.0	17.0	14	2018
MAG	43.0	17.0	14	2018
MAG	44.0	17.0	14	2018
MAG	45.0	17.0	14	2018
MAG	46.0	17.0	14	2018
MAG	47.0	17.0	14	2018
MAG	48.0	17.0	14	2018
MAG	49.0	17.0	14	2018
MAG	50.0	17.0	14	2018
MAG	51.0	17.0	14	2018
MAG	52.0	17.0	14	2018
HUL	1.0	16.0	14	2018
HUL	2.0	16.0	14	2018
HUL	3.0	16.0	14	2018
HUL	4.0	15.0	14	2018
HUL	5.0	14.0	14	2018
HUL	6.0	16.0	14	2018
HUL	7.0	16.0	14	2018
HUL	8.0	16.0	14	2018
HUL	9.0	15.0	14	2018
HUL	10.0	15.0	14	2018
HUL	11.0	14.0	14	2018
HUL	12.0	14.0	14	2018
HUL	13.0	14.0	14	2018
HUL	14.0	14.0	14	2018
HUL	15.0	14.0	14	2018
HUL	16.0	14.0	14	2018
HUL	17.0	13.0	14	2018
HUL	18.0	13.0	14	2018
HUL	19.0	13.0	14	2018
HUL	20.0	13.0	14	2018
HUL	21.0	13.0	14	2018
HUL	22.0	13.0	14	2018
HUL	23.0	13.0	14	2018
HUL	24.0	12.0	14	2018
HUL	25.0	12.0	14	2018
HUL	26.0	12.0	14	2018
HUL	27.0	12.0	14	2018
HUL	28.0	12.0	14	2018
HUL	29.0	12.0	14	2018
HUL	30.0	12.0	14	2018
HUL	31.0	12.0	14	2018
HUL	32.0	12.0	14	2018
HUL	33.0	12.0	14	2018
HUL	34.0	12.0	14	2018
HUL	35.0	12.0	14	2018
HUL	36.0	11.0	14	2018
HUL	37.0	11.0	14	2018
HUL	38.0	10.0	14	2018
HUL	39.0	10.0	14	2018
HUL	40.0	10.0	14	2018
HUL	41.0	12.0	14	2018
HUL	42.0	16.0	14	2018
HUL	43.0	15.0	14	2018
HUL	44.0	15.0	14	2018
HUL	45.0	15.0	14	2018
HUL	46.0	15.0	14	2018
HUL	47.0	15.0	14	2018
HUL	48.0	15.0	14	2018
HUL	49.0	14.0	14	2018
HUL	50.0	14.0	14	2018
HUL	51.0	14.0	14	2018
HUL	52.0	14.0	14	2018
HAR	1.0		14	2018
RIC	1.0	17.0	14	2018
RIC	2.0	17.0	14	2018
RIC	3.0	17.0	14	2018
RIC	4.0	16.0	14	2018
RIC	5.0	15.0	14	2018
RIC	6.0	14.0	14	2018
RIC	7.0	14.0	14	2018
RIC	8.0	14.0	14	2018
RIC	9.0	14.0	14	2018
RIC	10.0	13.0	14	2018
RIC	11.0	13.0	14	2018
RIC	12.0	12.0	14	2018
RIC	13.0	12.0	14	2018
RIC	14.0	12.0	14	2018
RIC	15.0	12.0	14	2018
RIC	16.0	12.0	14	2018
RIC	17.0	12.0	14	2018
RIC	18.0	12.0	14	2018
RIC	19.0	12.0	14	2018
RIC	20.0	12.0	14	2018
RIC	21.0	12.0	14	2018
RIC	22.0	11.0	14	2018
RIC	23.0	11.0	14	2018
RIC	24.0		14	2018
OCO	1.0	7.0	14	2018
OCO	2.0	7.0	14	2018
OCO	3.0	7.0	14	2018
OCO	4.0	7.0	14	2018
OCO	5.0	7.0	14	2018
OCO	6.0	7.0	14	2018
OCO	7.0	7.0	14	2018
OCO	8.0	7.0	14	2018
OCO	9.0	7.0	14	2018
OCO	10.0	7.0	14	2018
OCO	11.0	7.0	14	2018
OCO	12.0	7.0	14	2018
OCO	13.0	7.0	14	2018
OCO	14.0	6.0	14	2018
OCO	15.0	6.0	14	2018
OCO	16.0	6.0	14	2018
OCO	17.0	6.0	14	2018
OCO	18.0	6.0	14	2018
OCO	19.0	6.0	14	2018
OCO	20.0	6.0	14	2018
OCO	21.0	6.0	14	2018
OCO	22.0	6.0	14	2018
OCO	23.0	5.0	14	2018
OCO	24.0	6.0	14	2018
OCO	25.0	6.0	14	2018
OCO	26.0	6.0	14	2018
OCO	27.0	5.0	14	2018
OCO	28.0	5.0	14	2018
OCO	29.0	6.0	14	2018
OCO	30.0	5.0	14	2018
OCO	31.0	5.0	14	2018
OCO	32.0	5.0	14	2018
OCO	33.0	5.0	14	2018
OCO	34.0	5.0	14	2018
OCO	35.0	5.0	14	2018
OCO	36.0	5.0	14	2018
OCO	37.0	5.0	14	2018
OCO	38.0	7.0	14	2018
OCO	39.0	9.0	14	2018
OCO	40.0	7.0	14	2018
OCO	41.0	7.0	14	2018
OCO	42.0	7.0	14	2018
OCO	43.0	7.0	14	2018
OCO	44.0	7.0	14	2018
OCO	45.0	7.0	14	2018
OCO	46.0	7.0	14	2018
OCO	47.0	7.0	14	2018
OCO	48.0	7.0	14	2018
OCO	49.0	7.0	14	2018
OCO	50.0	7.0	14	2018
OCO	51.0	7.0	14	2018
OCO	52.0	7.0	14	2018
OCO	53.0	7.0	14	2018
VER	1.0	3.0	14	2018
VER	2.0	3.0	14	2018
VER	3.0	3.0	14	2018
VER	4.0	3.0	14	2018
VER	5.0	3.0	14	2018
VER	6.0	3.0	14	2018
VER	7.0	3.0	14	2018
VER	8.0	3.0	14	2018
VER	9.0	3.0	14	2018
VER	10.0	3.0	14	2018
VER	11.0	3.0	14	2018
VER	12.0	3.0	14	2018
VER	13.0	3.0	14	2018
VER	14.0	3.0	14	2018
VER	15.0	3.0	14	2018
VER	16.0	3.0	14	2018
VER	17.0	3.0	14	2018
VER	18.0	3.0	14	2018
VER	19.0	3.0	14	2018
VER	20.0	3.0	14	2018
VER	21.0	2.0	14	2018
VER	22.0	2.0	14	2018
VER	23.0	2.0	14	2018
VER	24.0	2.0	14	2018
VER	25.0	2.0	14	2018
VER	26.0	3.0	14	2018
VER	27.0	6.0	14	2018
VER	28.0	6.0	14	2018
VER	29.0	4.0	14	2018
VER	30.0	4.0	14	2018
VER	31.0	4.0	14	2018
VER	32.0	4.0	14	2018
VER	33.0	4.0	14	2018
VER	34.0	4.0	14	2018
VER	35.0	4.0	14	2018
VER	36.0	4.0	14	2018
VER	37.0	3.0	14	2018
VER	38.0	3.0	14	2018
VER	39.0	3.0	14	2018
VER	40.0	3.0	14	2018
VER	41.0	3.0	14	2018
VER	42.0	3.0	14	2018
VER	43.0	3.0	14	2018
VER	44.0	3.0	14	2018
VER	45.0	3.0	14	2018
VER	46.0	3.0	14	2018
VER	47.0	3.0	14	2018
VER	48.0	3.0	14	2018
VER	49.0	3.0	14	2018
VER	50.0	3.0	14	2018
VER	51.0	3.0	14	2018
VER	52.0	3.0	14	2018
VER	53.0	3.0	14	2018
SIR	1.0	9.0	14	2018
SIR	2.0	9.0	14	2018
SIR	3.0	9.0	14	2018
SIR	4.0	9.0	14	2018
SIR	5.0	9.0	14	2018
SIR	6.0	9.0	14	2018
SIR	7.0	9.0	14	2018
SIR	8.0	9.0	14	2018
SIR	9.0	9.0	14	2018
SIR	10.0	9.0	14	2018
SIR	11.0	9.0	14	2018
SIR	12.0	9.0	14	2018
SIR	13.0	10.0	14	2018
SIR	14.0	11.0	14	2018
SIR	15.0	11.0	14	2018
SIR	16.0	11.0	14	2018
SIR	17.0	11.0	14	2018
SIR	18.0	11.0	14	2018
SIR	19.0	11.0	14	2018
SIR	20.0	11.0	14	2018
SIR	21.0	11.0	14	2018
SIR	22.0	12.0	14	2018
SIR	23.0	12.0	14	2018
SIR	24.0	10.0	14	2018
SIR	25.0	10.0	14	2018
SIR	26.0	10.0	14	2018
SIR	27.0	10.0	14	2018
SIR	28.0	10.0	14	2018
SIR	29.0	10.0	14	2018
SIR	30.0	9.0	14	2018
SIR	31.0	10.0	14	2018
SIR	32.0	10.0	14	2018
SIR	33.0	10.0	14	2018
SIR	34.0	10.0	14	2018
SIR	35.0	9.0	14	2018
SIR	36.0	10.0	14	2018
SIR	37.0	10.0	14	2018
SIR	38.0	13.0	14	2018
SIR	39.0	13.0	14	2018
SIR	40.0	13.0	14	2018
SIR	41.0	11.0	14	2018
SIR	42.0	11.0	14	2018
SIR	43.0	11.0	14	2018
SIR	44.0	11.0	14	2018
SIR	45.0	11.0	14	2018
SIR	46.0	11.0	14	2018
SIR	47.0	11.0	14	2018
SIR	48.0	11.0	14	2018
SIR	49.0	11.0	14	2018
SIR	50.0	11.0	14	2018
SIR	51.0	11.0	14	2018
SIR	52.0	11.0	14	2018
HAM	1.0	2.0	14	2018
HAM	2.0	2.0	14	2018
HAM	3.0	2.0	14	2018
HAM	4.0	2.0	14	2018
HAM	5.0	2.0	14	2018
HAM	6.0	2.0	14	2018
HAM	7.0	2.0	14	2018
HAM	8.0	2.0	14	2018
HAM	9.0	2.0	14	2018
HAM	10.0	2.0	14	2018
HAM	11.0	2.0	14	2018
HAM	12.0	2.0	14	2018
HAM	13.0	2.0	14	2018
HAM	14.0	2.0	14	2018
HAM	15.0	2.0	14	2018
HAM	16.0	2.0	14	2018
HAM	17.0	2.0	14	2018
HAM	18.0	2.0	14	2018
HAM	19.0	2.0	14	2018
HAM	20.0	1.0	14	2018
