Time	Driver	DriverNumber	LapTime	LapNumber	Stint	PitOutTime	PitInTime	Sector1Time	Sector2Time	Sector3Time	Sector1SessionTime	Sector2SessionTime	Sector3SessionTime	SpeedI1	SpeedI2	SpeedFL	SpeedST	IsPersonalBest	Compound	TyreLife	FreshTyre	Team	LapStartTime	LapStartDate	TrackStatus	Position	Deleted	DeletedReason	FastF1Generated	IsAccurate	Year	FP_Name	Round	Session	best_s1	best_s2	best_s3	best_theory_lap	best_theory_lap_diff	SpeedI1_mph	SpeedI2_mph	SpeedFL_mph	SpeedST_mph	LapTime_sec	Sector1Time_sec	Sector2Time_sec	Sector3Time_sec	best_s1_sec	best_s2_sec	best_s3_sec	best_theory_lap_sec	best_theory_lap_diff_sec	raceId	raceId.1	raceId.2	raceId.3	raceId.4	raceId
0 days 01:05:02.707000	MAG	20	0 days 00:01:31.521000	9.0	2.0			0 days 00:00:32.429000	0 days 00:00:41.183000	0 days 00:00:17.909000	0 days 01:04:03.615000	0 days 01:04:44.798000	0 days 01:05:02.707000	282.0	292.0	262.0	289.0	True	SUPERSOFT	2.0	True	Haas F1 Team	0 days 01:03:31.186000	2018-10-06 03:48:31.600	1.0		False		False	True	2018	Japanese Grand Prix	17	FP3	0 days 00:00:32.429000	0 days 00:00:41.183000	0 days 00:00:17.837000	0 days 00:01:31.449000	0 days 00:00:00.072000	175.226622	181.440332	162.799202	179.576219	91.521	32.429	41.183	17.909	32.429	41.183	17.837	91.449	0.072	993	993	993	993	993	993
0 days 01:09:24.945000	HUL	27	0 days 00:01:32.224000	11.0	3.0			0 days 00:00:32.804000	0 days 00:00:41.657000	0 days 00:00:17.763000	0 days 01:08:25.525000	0 days 01:09:07.182000	0 days 01:09:24.945000	283.0	289.0	259.0	288.0	True	SUPERSOFT	2.0	True	Renault	0 days 01:07:52.721000	2018-10-06 03:52:53.135	1.0		False		False	True	2018	Japanese Grand Prix	17	FP3	0 days 00:00:32.804000	0 days 00:00:41.532000	0 days 00:00:17.763000	0 days 00:01:32.099000	0 days 00:00:00.125000	175.847993	179.576219	160.935089	178.954848	92.224	32.804	41.657	17.763	32.804	41.532	17.763	92.099	0.125	993	993	993	993	993	993
0 days 01:08:33.841000	HAR	28	0 days 00:01:32.030000	11.0	3.0			0 days 00:00:32.624000	0 days 00:00:41.455000	0 days 00:00:17.951000	0 days 01:07:34.435000	0 days 01:08:15.890000	0 days 01:08:33.841000	276.0	289.0	255.0	288.0	True	SUPERSOFT	2.0	True	Toro Rosso	0 days 01:07:01.811000	2018-10-06 03:52:02.225	1.0		False		False	True	2018	Japanese Grand Prix	17	FP3	0 days 00:00:32.624000	0 days 00:00:41.455000	0 days 00:00:17.951000	0 days 00:01:32.030000	0 days 00:00:00	171.498396	179.576219	158.449605	178.954848	92.03	32.624	41.455	17.951	32.624	41.455	17.951	92.03	0.0	993	993	993	993	993	993
0 days 01:12:18.503000	OCO	31	0 days 00:01:31.088000	11.0	3.0			0 days 00:00:32.454000	0 days 00:00:40.990000	0 days 00:00:17.644000	0 days 01:11:19.869000	0 days 01:12:00.859000	0 days 01:12:18.503000	284.0	295.0	262.0	295.0	True	SUPERSOFT	2.0	True	Racing Point	0 days 01:10:47.415000	2018-10-06 03:55:47.829	12.0		False		False	True	2018	Japanese Grand Prix	17	FP3	0 days 00:00:32.454000	0 days 00:00:40.990000	0 days 00:00:17.603000	0 days 00:01:31.047000	0 days 00:00:00.041000	176.469364	183.30444500000002	162.799202	183.30444500000002	91.088	32.454	40.99	17.644	32.454	40.99	17.603	91.047	0.041	993	993	993	993	993	993
0 days 01:09:12.603000	VER	33	0 days 00:01:30.304000	11.0	4.0			0 days 00:00:32.063000	0 days 00:00:40.586000	0 days 00:00:17.655000	0 days 01:08:14.362000	0 days 01:08:54.948000	0 days 01:09:12.603000	283.0	289.0	262.0	286.0	True	SUPERSOFT	2.0	True	Red Bull Racing	0 days 01:07:42.299000	2018-10-06 03:52:42.713	1.0		False		False	True	2018	Japanese Grand Prix	17	FP3	0 days 00:00:32.063000	0 days 00:00:40.586000	0 days 00:00:17.655000	0 days 00:01:30.304000	0 days 00:00:00	175.847993	179.576219	162.799202	177.712106	90.304	32.063	40.586	17.655	32.063	40.586	17.655	90.304	0.0	993	993	993	993	993	993
0 days 01:02:46.722000	SIR	35	0 days 00:01:32.631000	10.0	2.0			0 days 00:00:33.133000	0 days 00:00:41.711000	0 days 00:00:17.787000	0 days 01:01:47.224000	0 days 01:02:28.935000	0 days 01:02:46.722000	284.0	292.0	263.0	292.0	True	SUPERSOFT	4.0	True	Williams	0 days 01:01:14.091000	2018-10-06 03:46:14.505	1.0		False		False	True	2018	Japanese Grand Prix	17	FP3	0 days 00:00:32.920000	0 days 00:00:41.553000	0 days 00:00:17.787000	0 days 00:01:32.260000	0 days 00:00:00.371000	176.469364	181.440332	163.420573	181.440332	92.631	33.133	41.711	17.787	32.92	41.553	17.787	92.26	0.371	993	993	993	993	993	993
0 days 01:05:25.638000	HAM	44	0 days 00:01:29.599000	9.0	4.0			0 days 00:00:31.706000	0 days 00:00:40.385000	0 days 00:00:17.508000	0 days 01:04:27.745000	0 days 01:05:08.130000	0 days 01:05:25.638000	290.0	301.0	265.0	297.0	True	SUPERSOFT	4.0	False	Mercedes	0 days 01:03:56.039000	2018-10-06 03:48:56.453	1.0		False		False	True	2018	Japanese Grand Prix	17	FP3	0 days 00:00:31.706000	0 days 00:00:40.177000	0 days 00:00:17.484000	0 days 00:01:29.367000	0 days 00:00:00.232000	180.19759	187.032671	164.663315	184.547187	89.599	31.706	40.385	17.508	31.706	40.177	17.484	89.367	0.232	993	993	993	993	993	993
0 days 01:10:49.043000	SAI	55	0 days 00:01:31.513000	13.0	3.0			0 days 00:00:32.667000	0 days 00:00:41.151000	0 days 00:00:17.695000	0 days 01:09:50.197000	0 days 01:10:31.348000	0 days 01:10:49.043000	281.0	289.0	264.0	287.0	True	SUPERSOFT	2.0	True	Renault	0 days 01:09:17.530000	2018-10-06 03:54:17.944	1.0		False		False	True	2018	Japanese Grand Prix	17	FP3	0 days 00:00:32.657000	0 days 00:00:41.151000	0 days 00:00:17.695000	0 days 00:01:31.503000	0 days 00:00:00.010000	174.605251	179.576219	164.041944	178.333477	91.513	32.667	41.151	17.695	32.657	41.151	17.695	91.503	0.01	993	993	993	993	993	993
0 days 01:08:56.697000	BOT	77	0 days 00:01:30.422000	11.0	4.0			0 days 00:00:32.157000	0 days 00:00:40.866000	0 days 00:00:17.399000	0 days 01:07:58.432000	0 days 01:08:39.298000	0 days 01:08:56.697000	288.0	301.0	266.0	301.0	True	SUPERSOFT	6.0	False	Mercedes	0 days 01:07:26.275000	2018-10-06 03:52:26.689	1.0		False		False	True	2018	Japanese Grand Prix	17	FP3	0 days 00:00:32.157000	0 days 00:00:40.491000	0 days 00:00:17.399000	0 days 00:01:30.047000	0 days 00:00:00.375000	178.954848	187.032671	165.284686	187.032671	90.422	32.157	40.866	17.399	32.157	40.491	17.399	90.047	0.375	993	993	993	993	993	993
0 days 01:08:42.598000	RIC	3	0 days 00:01:49.326000	7.0	2.0			0 days 00:00:28.654000	0 days 00:00:44.023000	0 days 00:00:36.649000	0 days 01:07:21.926000	0 days 01:08:05.949000	0 days 01:08:42.598000	208.0	175.0	193.0	276.0	True	INTERMEDIATE	7.0	False	Red Bull Racing	0 days 01:06:53.272000	2018-10-19 15:51:53.337	12.0		False		False	True	2018	United States Grand Prix	18	FP1	0 days 00:00:28.638000	0 days 00:00:43.403000	0 days 00:00:36.649000	0 days 00:01:48.690000	0 days 00:00:00.636000	129.245168	108.739925	119.924603	171.498396	109.326	28.654	44.023	36.649	28.638	43.403	36.649	108.69	0.636	994	994	994	994	994	994
0 days 01:24:06.036000	VET	5	0 days 00:01:49.489000	11.0	3.0			0 days 00:00:28.360000	0 days 00:00:43.846000	0 days 00:00:37.283000	0 days 01:22:44.907000	0 days 01:23:28.753000	0 days 01:24:06.036000	209.0	179.0	194.0	311.0	True	INTERMEDIATE	10.0	False	Ferrari	0 days 01:22:16.547000	2018-10-19 16:07:16.612	1.0		False		False	True	2018	United States Grand Prix	18	FP1	0 days 00:00:28.336000	0 days 00:00:43.846000	0 days 00:00:37.283000	0 days 00:01:49.465000	0 days 00:00:00.024000	129.866539	111.225409	120.545974	193.246381	109.489	28.36	43.846	37.283	28.336	43.846	37.283	109.465	0.024	994	994	994	994	994	994
0 days 01:21:08.726000	RAI	7	0 days 00:01:49.928000	12.0	3.0			0 days 00:00:28.692000	0 days 00:00:43.844000	0 days 00:00:37.392000	0 days 01:19:47.490000	0 days 01:20:31.334000	0 days 01:21:08.726000	196.0	176.0	198.0	308.0	True	INTERMEDIATE	11.0	False	Ferrari	0 days 01:19:18.798000	2018-10-19 16:04:18.863	1.0		False		False	True	2018	United States Grand Prix	18	FP1	0 days 00:00:28.609000	0 days 00:00:43.733000	0 days 00:00:37.392000	0 days 00:01:49.734000	0 days 00:00:00.194000	121.78871600000001	109.361296	123.031458	191.382268	109.928	28.692	43.844	37.392	28.609	43.733	37.392	109.734	0.194	994	994	994	994	994	994
0 days 01:18:06.848000	GRO	8	0 days 00:01:50.821000	9.0	3.0			0 days 00:00:28.711000	0 days 00:00:44.689000	0 days 00:00:37.421000	0 days 01:16:44.738000	0 days 01:17:29.427000	0 days 01:18:06.848000	201.0	177.0	199.0	288.0	True	INTERMEDIATE	8.0	False	Haas F1 Team	0 days 01:16:16.027000	2018-10-19 16:01:16.092	1.0		False		False	True	2018	United States Grand Prix	18	FP1	0 days 00:00:28.711000	0 days 00:00:44.636000	0 days 00:00:37.421000	0 days 00:01:50.768000	0 days 00:00:00.053000	124.895571	109.982667	123.652829	178.954848	110.821	28.711	44.689	37.421	28.711	44.636	37.421	110.768	0.053	994	994	994	994	994	994
0 days 01:23:32.731000	ERI	9	0 days 00:01:51.016000	13.0	3.0			0 days 00:00:28.680000	0 days 00:00:44.332000	0 days 00:00:38.004000	0 days 01:22:10.395000	0 days 01:22:54.727000	0 days 01:23:32.731000	197.0	170.0	185.0	307.0	True	INTERMEDIATE	12.0	False	Sauber	0 days 01:21:41.715000	2018-10-19 16:06:41.780	1.0		False		False	True	2018	United States Grand Prix	18	FP1	0 days 00:00:28.680000	0 days 00:00:44.332000	0 days 00:00:37.989000	0 days 00:01:51.001000	0 days 00:00:00.015000	122.410087	105.63307	114.953635	190.760897	111.016	28.68	44.332	38.004	28.68	44.332	37.989	111.001	0.015	994	994	994	994	994	994
0 days 01:21:24.508000	GAS	10	0 days 00:01:51.234000	11.0	3.0			0 days 00:00:28.824000	0 days 00:00:44.305000	0 days 00:00:38.105000	0 days 01:20:02.098000	0 days 01:20:46.403000	0 days 01:21:24.508000	200.0	168.0	180.0	308.0	True	INTERMEDIATE	10.0	False	Toro Rosso	0 days 01:19:33.274000	2018-10-19 16:04:33.339	1.0		False		False	True	2018	United States Grand Prix	18	FP1	0 days 00:00:28.824000	0 days 00:00:44.305000	0 days 00:00:38.018000	0 days 00:01:51.147000	0 days 00:00:00.087000	124.27420000000001	104.390328	111.84678	191.382268	111.234	28.824	44.305	38.105	28.824	44.305	38.018	111.147	0.087	994	994	994	994	994	994
0 days 01:14:35.053000	PER	11	0 days 00:01:51.459000	8.0	3.0			0 days 00:00:29.034000	0 days 00:00:44.745000	0 days 00:00:37.680000	0 days 01:13:12.628000	0 days 01:13:57.373000	0 days 01:14:35.053000	200.0	173.0	188.0	280.0	True	INTERMEDIATE	8.0	False	Racing Point	0 days 01:12:43.594000	2018-10-19 15:57:43.659	1.0		False		False	True	2018	United States Grand Prix	18	FP1	0 days 00:00:28.808000	0 days 00:00:44.730000	0 days 00:00:37.680000	0 days 00:01:51.218000	0 days 00:00:00.241000	124.27420000000001	107.497183	116.817748	173.98388	111.459	29.034	44.745	37.68	28.808	44.73	37.68	111.218	0.241	994	994	994	994	994	994
0 days 01:13:08.539000	ALO	14	0 days 00:01:51.036000	8.0	4.0			0 days 00:00:28.602000	0 days 00:00:44.676000	0 days 00:00:37.758000	0 days 01:11:46.105000	0 days 01:12:30.781000	0 days 01:13:08.539000	197.0	175.0	192.0	280.0	True	INTERMEDIATE	7.0	False	McLaren	0 days 01:11:17.503000	2018-10-19 15:56:17.568	1.0		False		False	True	2018	United States Grand Prix	18	FP1	0 days 00:00:28.593000	0 days 00:00:44.209000	0 days 00:00:37.642000	0 days 00:01:50.444000	0 days 00:00:00.592000	122.410087	108.739925	119.30323200000001	173.98388	111.036	28.602	44.676	37.758	28.593	44.209	37.642	110.444	0.592	994	994	994	994	994	994
0 days 01:41:32.608000	LEC	16	0 days 00:01:50.961000	13.0	3.0			0 days 00:00:28.774000	0 days 00:00:44.443000	0 days 00:00:37.744000	0 days 01:40:10.421000	0 days 01:40:54.864000	0 days 01:41:32.608000	200.0	166.0	193.0	306.0	True	INTERMEDIATE	13.0	False	Sauber	0 days 01:39:41.647000	2018-10-19 16:24:41.712	1.0		False		False	True	2018	United States Grand Prix	18	FP1	0 days 00:00:28.774000	0 days 00:00:44.443000	0 days 00:00:37.355000	0 days 00:01:50.572000	0 days 00:00:00.389000	124.27420000000001	103.147586	119.924603	190.139526	110.961	28.774	44.443	37.744	28.774	44.443	37.355	110.572	0.389	994	994	994	994	994	994
0 days 01:10:55.623000	STR	18	0 days 00:01:51.896000	6.0	3.0			0 days 00:00:29.118000	0 days 00:00:44.759000	0 days 00:00:38.019000	0 days 01:09:32.845000	0 days 01:10:17.604000	0 days 01:10:55.623000	188.0	171.0	195.0	285.0	True	INTERMEDIATE	5.0	False	Williams	0 days 01:09:03.727000	2018-10-19 15:54:03.792	1.0		False		False	True	2018	United States Grand Prix	18	FP1	0 days 00:00:28.902000	0 days 00:00:44.505000	0 days 00:00:38.019000	0 days 00:01:51.426000	0 days 00:00:00.470000	116.817748	106.254441	121.167345	177.090735	111.896	29.118	44.759	38.019	28.902	44.505	38.019	111.426	0.47	994	994	994	994	994	994
0 days 01:19:11.306000	MAG	20	0 days 00:01:51.614000	9.0	3.0			0 days 00:00:28.762000	0 days 00:00:45.056000	0 days 00:00:37.796000	0 days 01:17:48.454000	0 days 01:18:33.510000	0 days 01:19:11.306000	199.0	177.0	195.0	287.0	True	INTERMEDIATE	8.0	False	Haas F1 Team	0 days 01:17:19.692000	2018-10-19 16:02:19.757	1.0		False		False	True	2018	United States Grand Prix	18	FP1	0 days 00:00:28.762000	0 days 00:00:44.756000	0 days 00:00:37.428000	0 days 00:01:50.946000	0 days 00:00:00.668000	123.652829	109.982667	121.167345	178.333477	111.614	28.762	45.056	37.796	28.762	44.756	37.428	110.946	0.668	994	994	994	994	994	994
0 days 01:13:51.811000	HUL	27	0 days 00:01:51.717000	4.0	3.0			0 days 00:00:29.899000	0 days 00:00:44.131000	0 days 00:00:37.687000	0 days 01:12:29.993000	0 days 01:13:14.124000	0 days 01:13:51.811000	197.0	171.0	194.0	290.0	True	INTERMEDIATE	3.0	False	Renault	0 days 01:12:00.094000	2018-10-19 15:57:00.159	1.0		False		False	True	2018	United States Grand Prix	18	FP1	0 days 00:00:29.895000	0 days 00:00:44.131000	0 days 00:00:37.687000	0 days 00:01:51.713000	0 days 00:00:00.004000	122.410087	106.254441	120.545974	180.19759	111.717	29.899	44.131	37.687	29.895	44.131	37.687	111.713	0.004	994	994	994	994	994	994
0 days 01:12:16.972000	OCO	31	0 days 00:01:51.655000	7.0	3.0			0 days 00:00:29.052000	0 days 00:00:44.573000	0 days 00:00:38.030000	0 days 01:10:54.369000	0 days 01:11:38.942000	0 days 01:12:16.972000	201.0	168.0	191.0	298.0	True	INTERMEDIATE	6.0	False	Racing Point	0 days 01:10:25.317000	2018-10-19 15:55:25.382	1.0		False		False	True	2018	United States Grand Prix	18	FP1	0 days 00:00:28.751000	0 days 00:00:44.287000	0 days 00:00:38.030000	0 days 00:01:51.068000	0 days 00:00:00.587000	124.895571	104.390328	118.681861	185.168558	111.655	29.052	44.573	38.03	28.751	44.287	38.03	111.068	0.587	994	994	994	994	994	994
0 days 01:10:13.031000	VER	33	0 days 00:01:48.847000	6.0	2.0			0 days 00:00:28.421000	0 days 00:00:43.488000	0 days 00:00:36.938000	0 days 01:08:52.605000	0 days 01:09:36.093000	0 days 01:10:13.031000	216.0	164.0	191.0	283.0	True	INTERMEDIATE	6.0	False	Red Bull Racing	0 days 01:08:24.184000	2018-10-19 15:53:24.249	1.0		False		False	True	2018	United States Grand Prix	18	FP1	0 days 00:00:28.215000	0 days 00:00:43.488000	0 days 00:00:36.938000	0 days 00:01:48.641000	0 days 00:00:00.206000	134.216136	101.904844	118.681861	175.847993	108.847	28.421	43.488	36.938	28.215	43.488	36.938	108.641	0.206	994	994	994	994	994	994
0 days 01:37:24.003000	SIR	35	0 days 00:01:51.589000	13.0	4.0			0 days 00:00:28.838000	0 days 00:00:44.701000	0 days 00:00:38.050000	0 days 01:36:01.252000	0 days 01:36:45.953000	0 days 01:37:24.003000	200.0	177.0	181.0	308.0	True	INTERMEDIATE	12.0	False	Williams	0 days 01:35:32.414000	2018-10-19 16:20:32.479	1.0		False		False	True	2018	United States Grand Prix	18	FP1	0 days 00:00:28.831000	0 days 00:00:44.360000	0 days 00:00:38.050000	0 days 00:01:51.241000	0 days 00:00:00.348000	124.27420000000001	109.982667	112.468151	191.382268	111.589	28.838	44.701	38.05	28.831	44.36	38.05	111.241	0.348	994	994	994	994	994	994
0 days 01:29:49.227000	GEL	38	0 days 00:01:52.625000	15.0	3.0			0 days 00:00:29.240000	0 days 00:00:45.018000	0 days 00:00:38.367000	0 days 01:28:25.842000	0 days 01:29:10.860000	0 days 01:29:49.227000	197.0	175.0	187.0	301.0	True	INTERMEDIATE	14.0	False	Toro Rosso	0 days 01:27:56.602000	2018-10-19 16:12:56.667	1.0		False		False	True	2018	United States Grand Prix	18	FP1	0 days 00:00:29.160000	0 days 00:00:44.828000	0 days 00:00:38.367000	0 days 00:01:52.355000	0 days 00:00:00.270000	122.410087	108.739925	116.196377	187.032671	112.625	29.24	45.018	38.367	29.16	44.828	38.367	112.355	0.27	994	994	994	994	994	994
0 days 01:12:53.991000	HAM	44	0 days 00:01:47.502000	5.0	2.0			0 days 00:00:28.220000	0 days 00:00:43.096000	0 days 00:00:36.186000	0 days 01:11:34.709000	0 days 01:12:17.805000	0 days 01:12:53.991000	213.0	179.0	191.0	296.0	True	INTERMEDIATE	4.0	True	Mercedes	0 days 01:11:06.489000	2018-10-19 15:56:06.554	1.0		False		False	True	2018	United States Grand Prix	18	FP1	0 days 00:00:28.220000	0 days 00:00:43.096000	0 days 00:00:36.186000	0 days 00:01:47.502000	0 days 00:00:00	132.352023	111.225409	118.681861	183.925816	107.502	28.22	43.096	36.186	28.22	43.096	36.186	107.502	0.0	994	994	994	994	994	994
0 days 01:12:10.780000	NOR	47	0 days 00:01:51.232000	8.0	3.0			0 days 00:00:29.197000	0 days 00:00:44.609000	0 days 00:00:37.426000	0 days 01:10:48.745000	0 days 01:11:33.354000	0 days 01:12:10.780000	197.0	177.0	194.0	276.0	True	INTERMEDIATE	7.0	False	McLaren	0 days 01:10:19.548000	2018-10-19 15:55:19.613	1.0		False		False	True	2018	United States Grand Prix	18	FP1	0 days 00:00:29.195000	0 days 00:00:44.609000	0 days 00:00:37.426000	0 days 00:01:51.230000	0 days 00:00:00.002000	122.410087	109.982667	120.545974	171.498396	111.232	29.197	44.609	37.426	29.195	44.609	37.426	111.23	0.002	994	994	994	994	994	994
0 days 01:24:48.149000	SAI	55	0 days 00:01:50.665000	7.0	3.0			0 days 00:00:28.860000	0 days 00:00:43.955000	0 days 00:00:37.850000	0 days 01:23:26.344000	0 days 01:24:10.299000	0 days 01:24:48.149000	202.0	166.0	190.0	306.0	True	INTERMEDIATE	6.0	False	Renault	0 days 01:22:57.484000	2018-10-19 16:07:57.549	1.0		False		False	True	2018	United States Grand Prix	18	FP1	0 days 00:00:28.860000	0 days 00:00:43.955000	0 days 00:00:37.465000	0 days 00:01:50.280000	0 days 00:00:00.385000	125.516942	103.147586	118.06049	190.139526	110.665	28.86	43.955	37.85	28.86	43.955	37.465	110.28	0.385	994	994	994	994	994	994
0 days 00:51:05.060000	BOT	77	0 days 00:01:48.806000	5.0	2.0			0 days 00:00:28.873000	0 days 00:00:43.277000	0 days 00:00:36.656000	0 days 00:49:45.127000	0 days 00:50:28.404000	0 days 00:51:05.060000	206.0	179.0	199.0	294.0	True	INTERMEDIATE	4.0	True	Mercedes	0 days 00:49:16.254000	2018-10-19 15:34:16.319	1.0		False		False	True	2018	United States Grand Prix	18	FP1	0 days 00:00:28.290000	0 days 00:00:43.153000	0 days 00:00:36.656000	0 days 00:01:48.099000	0 days 00:00:00.707000	128.002426	111.225409	123.652829	182.683074	108.806	28.873	43.277	36.656	28.29	43.153	36.656	108.099	0.707	994	994	994	994	994	994
0 days 01:45:33.529000	VAN	2	0 days 00:01:53.354000	9.0	2.0			0 days 00:00:29.075000	0 days 00:00:45.340000	0 days 00:00:38.939000	0 days 01:44:09.250000	0 days 01:44:54.590000	0 days 01:45:33.529000	203.0	178.0	191.0	287.0	True	INTERMEDIATE	15.0	False	McLaren	0 days 01:43:40.175000	2018-10-19 20:28:40.241	1.0		False		False	True	2018	United States Grand Prix	18	FP2	0 days 00:00:29.075000	0 days 00:00:45.297000	0 days 00:00:38.879000	0 days 00:01:53.251000	0 days 00:00:00.103000	126.138313	110.604038	118.681861	178.333477	113.354	29.075	45.34	38.939	29.075	45.297	38.879	113.251	0.103	994	994	994	994	994	994
0 days 01:46:05.934000	VET	5	0 days 00:01:53.912000	7.0	1.0			0 days 00:00:29.244000	0 days 00:00:45.616000	0 days 00:00:39.052000	0 days 01:44:41.266000	0 days 01:45:26.882000	0 days 01:46:05.934000	192.0	166.0	187.0	294.0	True	INTERMEDIATE	24.0	False	Ferrari	0 days 01:44:12.022000	2018-10-19 20:29:12.088	1.0		False		False	True	2018	United States Grand Prix	18	FP2	0 days 00:00:29.244000	0 days 00:00:45.616000	0 days 00:00:38.984000	0 days 00:01:53.844000	0 days 00:00:00.068000	119.30323200000001	103.147586	116.196377	182.683074	113.912	29.244	45.616	39.052	29.244	45.616	38.984	113.844	0.068	994	994	994	994	994	994
0 days 01:09:19.964000	RAI	7	0 days 00:01:53.443000	2.0	1.0			0 days 00:00:30.128000	0 days 00:00:44.822000	0 days 00:00:38.493000	0 days 01:07:56.649000	0 days 01:08:41.471000	0 days 01:09:19.964000	191.0	176.0	200.0	285.0	True	WET	3.0	False	Ferrari	0 days 01:07:26.521000	2018-10-19 19:52:26.587	1.0		False		False	True	2018	United States Grand Prix	18	FP2	0 days 00:00:29.870000	0 days 00:00:44.822000	0 days 00:00:38.493000	0 days 00:01:53.185000	0 days 00:00:00.258000	118.681861	109.361296	124.27420000000001	177.090735	113.443	30.128	44.822	38.493	29.87	44.822	38.493	113.185	0.258	994	994	994	994	994	994
0 days 01:45:41.974000	ERI	9	0 days 00:01:53.070000	8.0	2.0			0 days 00:00:29.572000	0 days 00:00:45.085000	0 days 00:00:38.413000	0 days 01:44:18.476000	0 days 01:45:03.561000	0 days 01:45:41.974000	192.0	171.0	191.0	292.0	True	INTERMEDIATE	18.0	False	Sauber	0 days 01:43:48.904000	2018-10-19 20:28:48.970	1.0		False		False	True	2018	United States Grand Prix	18	FP2	0 days 00:00:29.496000	0 days 00:00:45.085000	0 days 00:00:38.413000	0 days 00:01:52.994000	0 days 00:00:00.076000	119.30323200000001	106.254441	118.681861	181.440332	113.07	29.572	45.085	38.413	29.496	45.085	38.413	112.994	0.076	994	994	994	994	994	994
0 days 01:43:14.372000	GAS	10	0 days 00:01:49.728000	9.0	2.0			0 days 00:00:28.734000	0 days 00:00:43.924000	0 days 00:00:37.070000	0 days 01:41:53.378000	0 days 01:42:37.302000	0 days 01:43:14.372000	195.0	169.0	185.0	292.0	True	INTERMEDIATE	4.0	True	Toro Rosso	0 days 01:41:24.644000	2018-10-19 20:26:24.710	1.0		False		False	True	2018	United States Grand Prix	18	FP2	0 days 00:00:28.734000	0 days 00:00:43.924000	0 days 00:00:36.679000	0 days 00:01:49.337000	0 days 00:00:00.391000	121.167345	105.01169900000001	114.953635	181.440332	109.728	28.734	43.924	37.07	28.734	43.924	36.679	109.337	0.391	994	994	994	994	994	994
0 days 01:42:05.539000	PER	11	0 days 00:01:54.963000	3.0	1.0			0 days 00:00:29.810000	0 days 00:00:46.149000	0 days 00:00:39.004000	0 days 01:40:40.386000	0 days 01:41:26.535000	0 days 01:42:05.539000	184.0	177.0	195.0	297.0	True	INTERMEDIATE	21.0	False	Racing Point	0 days 01:40:10.576000	2018-10-19 20:25:10.642	1.0		False		False	True	2018	United States Grand Prix	18	FP2	0 days 00:00:29.694000	0 days 00:00:45.846000	0 days 00:00:39.004000	0 days 00:01:54.544000	0 days 00:00:00.419000	114.332264	109.982667	121.167345	184.547187	114.963	29.81	46.149	39.004	29.694	45.846	39.004	114.544	0.419	994	994	994	994	994	994
0 days 01:44:58.671000	ALO	14	0 days 00:01:51.728000	2.0	1.0			0 days 00:00:28.627000	0 days 00:00:45.120000	0 days 00:00:37.981000	0 days 01:43:35.570000	0 days 01:44:20.690000	0 days 01:44:58.671000	195.0	178.0	191.0	288.0	True	INTERMEDIATE	10.0	False	McLaren	0 days 01:43:06.943000	2018-10-19 20:28:07.009	1.0		False		False	True	2018	United States Grand Prix	18	FP2	0 days 00:00:28.627000	0 days 00:00:45.120000	0 days 00:00:37.981000	0 days 00:01:51.728000	0 days 00:00:00	121.167345	110.604038	118.681861	178.954848	111.728	28.627	45.12	37.981	28.627	45.12	37.981	111.728	0.0	994	994	994	994	994	994
0 days 01:46:20.666000	LEC	16	0 days 00:01:54.101000	8.0	2.0			0 days 00:00:29.390000	0 days 00:00:45.955000	0 days 00:00:38.756000	0 days 01:44:55.955000	0 days 01:45:41.910000	0 days 01:46:20.666000	196.0	167.0	188.0	290.0	True	INTERMEDIATE	19.0	False	Sauber	0 days 01:44:26.565000	2018-10-19 20:29:26.631	1.0		False		False	True	2018	United States Grand Prix	18	FP2	0 days 00:00:29.390000	0 days 00:00:45.903000	0 days 00:00:38.639000	0 days 00:01:53.932000	0 days 00:00:00.169000	121.78871600000001	103.768957	116.817748	180.19759	114.101	29.39	45.955	38.756	29.39	45.903	38.639	113.932	0.169	994	994	994	994	994	994
0 days 01:21:09.954000	STR	18	0 days 00:01:54.637000	4.0	1.0			0 days 00:00:30.142000	0 days 00:00:45.624000	0 days 00:00:38.871000	0 days 01:19:45.459000	0 days 01:20:31.083000	0 days 01:21:09.954000	183.0	178.0	196.0	282.0	True	WET	5.0	False	Williams	0 days 01:19:15.317000	2018-10-19 20:04:15.383	1.0		False		False	True	2018	United States Grand Prix	18	FP2	0 days 00:00:30.142000	0 days 00:00:45.624000	0 days 00:00:38.871000	0 days 00:01:54.637000	0 days 00:00:00	113.710893	110.604038	121.78871600000001	175.226622	114.637	30.142	45.624	38.871	30.142	45.624	38.871	114.637	0.0	994	994	994	994	994	994
0 days 01:38:48.024000	HUL	27	0 days 00:01:52.208000	3.0	1.0			0 days 00:00:29.475000	0 days 00:00:44.836000	0 days 00:00:37.897000	0 days 01:37:25.291000	0 days 01:38:10.127000	0 days 01:38:48.024000	189.0	165.0	192.0	279.0	True	INTERMEDIATE	9.0	False	Renault	0 days 01:36:55.816000	2018-10-19 20:21:55.882	1.0		False		False	True	2018	United States Grand Prix	18	FP2	0 days 00:00:29.475000	0 days 00:00:44.836000	0 days 00:00:37.886000	0 days 00:01:52.197000	0 days 00:00:00.011000	117.439119	102.52621500000001	119.30323200000001	173.362509	112.208	29.475	44.836	37.897	29.475	44.836	37.886	112.197	0.011	994	994	994	994	994	994
