Time	Driver	DriverNumber	LapTime	LapNumber	Stint	PitOutTime	PitInTime	Sector1Time	Sector2Time	Sector3Time	Sector1SessionTime	Sector2SessionTime	Sector3SessionTime	SpeedI1	SpeedI2	SpeedFL	SpeedST	IsPersonalBest	Compound	TyreLife	FreshTyre	Team	LapStartTime	LapStartDate	TrackStatus	Position	Deleted	DeletedReason	FastF1Generated	IsAccurate	Year	FP_Name	Round	Session	best_s1	best_s2	best_s3	best_theory_lap	best_theory_lap_diff	SpeedI1_mph	SpeedI2_mph	SpeedFL_mph	SpeedST_mph	LapTime_sec	Sector1Time_sec	Sector2Time_sec	Sector3Time_sec	best_s1_sec	best_s2_sec	best_s3_sec	best_theory_lap_sec	best_theory_lap_diff_sec	raceId	raceId.1	raceId.2	raceId.3	raceId.4	raceId
0 days 00:51:38.488000	LEC	16	0 days 00:01:17.461000	12.0	3.0			0 days 00:00:26.892000	0 days 00:00:17.591000	0 days 00:00:32.978000	0 days 00:50:47.919000	0 days 00:51:05.510000	0 days 00:51:38.488000	286.0	314.0	305.0	321.0	True	SOFT	2.0	True	Ferrari	0 days 00:50:21.027000	2025-03-14 02:05:49.036	1.0		False		False	True	2025	Australian Grand Prix	1	FP1	0 days 00:00:26.876000	0 days 00:00:17.591000	0 days 00:00:32.978000	0 days 00:01:17.445000	0 days 00:00:00.016000	177.712106	195.110494	189.518155	199.460091	77.461	26.892	17.591	32.978	26.876	17.591	32.978	77.445	0.016	1126	1126	1126	1126	1126	1126
0 days 01:09:42.439000	STR	18	0 days 00:01:18.057000	15.0	3.0			0 days 00:00:27.079000	0 days 00:00:17.701000	0 days 00:00:33.277000	0 days 01:08:51.461000	0 days 01:09:09.162000	0 days 01:09:42.439000	282.0	317.0	301.0	320.0	True	SOFT	2.0	True	Aston Martin	0 days 01:08:24.382000	2025-03-14 02:23:52.391	1.0		False		False	True	2025	Australian Grand Prix	1	FP1	0 days 00:00:26.955000	0 days 00:00:17.701000	0 days 00:00:33.277000	0 days 00:01:17.933000	0 days 00:00:00.124000	175.226622	196.974607	187.032671	198.83872	78.057	27.079	17.701	33.277	26.955	17.701	33.277	77.933	0.124	1126	1126	1126	1126	1126	1126
0 days 01:13:35.038000	TSU	22	0 days 00:01:18.061000	20.0	6.0			0 days 00:00:26.793000	0 days 00:00:17.518000	0 days 00:00:33.750000	0 days 01:12:43.770000	0 days 01:13:01.288000	0 days 01:13:35.038000	285.0	322.0	304.0	325.0	True	SOFT	2.0	True	Racing Bulls	0 days 01:12:16.977000	2025-03-14 02:27:44.986	1.0		False		False	True	2025	Australian Grand Prix	1	FP1	0 days 00:00:26.793000	0 days 00:00:17.518000	0 days 00:00:33.530000	0 days 00:01:17.841000	0 days 00:00:00.220000	177.090735	200.08146200000002	188.896784	201.945575	78.061	26.793	17.518	33.75	26.793	17.518	33.53	77.841	0.22	1126	1126	1126	1126	1126	1126
0 days 01:13:27.651000	ALB	23	0 days 00:01:17.713000	15.0	4.0			0 days 00:00:26.866000	0 days 00:00:17.553000	0 days 00:00:33.294000	0 days 01:12:36.804000	0 days 01:12:54.357000	0 days 01:13:27.651000	284.0	317.0	301.0	322.0	True	SOFT	5.0	False	Williams	0 days 01:12:09.938000	2025-03-14 02:27:37.947	1.0		False		False	True	2025	Australian Grand Prix	1	FP1	0 days 00:00:26.866000	0 days 00:00:17.553000	0 days 00:00:33.294000	0 days 00:01:17.713000	0 days 00:00:00	176.469364	196.974607	187.032671	200.08146200000002	77.713	26.866	17.553	33.294	26.866	17.553	33.294	77.713	0.0	1126	1126	1126	1126	1126	1126
0 days 01:07:30.894000	HUL	27	0 days 00:01:18.586000	12.0	6.0			0 days 00:00:27.210000	0 days 00:00:17.930000	0 days 00:00:33.446000	0 days 01:06:39.518000	0 days 01:06:57.448000	0 days 01:07:30.894000	280.0	315.0	299.0	316.0	True	SOFT	2.0	True	Kick Sauber	0 days 01:06:12.308000	2025-03-14 02:21:40.317	1.0		False		False	True	2025	Australian Grand Prix	1	FP1	0 days 00:00:27.210000	0 days 00:00:17.813000	0 days 00:00:33.446000	0 days 00:01:18.469000	0 days 00:00:00.117000	173.98388	195.731865	185.789929	196.353236	78.586	27.21	17.93	33.446	27.21	17.813	33.446	78.469	0.117	1126	1126	1126	1126	1126	1126
0 days 01:12:50.166000	LAW	30	0 days 00:01:18.455000	19.0	4.0			0 days 00:00:27.303000	0 days 00:00:17.720000	0 days 00:00:33.432000	0 days 01:11:59.014000	0 days 01:12:16.734000	0 days 01:12:50.166000	283.0	319.0	305.0	321.0	True	SOFT	9.0	False	Red Bull Racing	0 days 01:11:31.711000	2025-03-14 02:26:59.720	1.0		False		False	True	2025	Australian Grand Prix	1	FP1	0 days 00:00:27.303000	0 days 00:00:17.678000	0 days 00:00:33.432000	0 days 00:01:18.413000	0 days 00:00:00.042000	175.847993	198.217349	189.518155	199.460091	78.455	27.303	17.72	33.432	27.303	17.678	33.432	78.413	0.042	1126	1126	1126	1126	1126	1126
0 days 00:51:12.281000	OCO	31	0 days 00:01:19.139000	9.0	2.0			0 days 00:00:27.397000	0 days 00:00:17.933000	0 days 00:00:33.809000	0 days 00:50:20.539000	0 days 00:50:38.472000	0 days 00:51:12.281000	283.0	314.0	299.0	315.0	True	SOFT	2.0	True	Haas F1 Team	0 days 00:49:53.142000	2025-03-14 02:05:21.151	1.0		False		False	True	2025	Australian Grand Prix	1	FP1	0 days 00:00:27.397000	0 days 00:00:17.837000	0 days 00:00:33.809000	0 days 00:01:19.043000	0 days 00:00:00.096000	175.847993	195.110494	185.789929	195.731865	79.139	27.397	17.933	33.809	27.397	17.837	33.809	79.043	0.096	1126	1126	1126	1126	1126	1126
0 days 01:06:59.333000	HAM	44	0 days 00:01:18.071000	13.0	4.0			0 days 00:00:27.027000	0 days 00:00:17.737000	0 days 00:00:33.307000	0 days 01:06:08.289000	0 days 01:06:26.026000	0 days 01:06:59.333000	284.0	316.0	306.0	321.0	True	SOFT	3.0	False	Ferrari	0 days 01:05:41.262000	2025-03-14 02:21:09.271	1.0		False		False	True	2025	Australian Grand Prix	1	FP1	0 days 00:00:26.989000	0 days 00:00:17.737000	0 days 00:00:33.270000	0 days 00:01:17.996000	0 days 00:00:00.075000	176.469364	196.353236	190.139526	199.460091	78.071	27.027	17.737	33.307	26.989	17.737	33.27	77.996	0.075	1126	1126	1126	1126	1126	1126
0 days 00:51:28.969000	SAI	55	0 days 00:01:17.401000	14.0	2.0			0 days 00:00:26.708000	0 days 00:00:17.585000	0 days 00:00:33.108000	0 days 00:50:38.276000	0 days 00:50:55.861000	0 days 00:51:28.969000	285.0	317.0	305.0	320.0	True	SOFT	5.0	True	Williams	0 days 00:50:11.568000	2025-03-14 02:05:39.577	1.0		False		False	True	2025	Australian Grand Prix	1	FP1	0 days 00:00:26.708000	0 days 00:00:17.585000	0 days 00:00:33.108000	0 days 00:01:17.401000	0 days 00:00:00	177.090735	196.974607	189.518155	198.83872	77.401	26.708	17.585	33.108	26.708	17.585	33.108	77.401	0.0	1126	1126	1126	1126	1126	1126
0 days 00:45:13.639000	RUS	63	0 days 00:01:17.716000	12.0	3.0			0 days 00:00:26.768000	0 days 00:00:17.624000	0 days 00:00:33.324000	0 days 00:44:22.691000	0 days 00:44:40.315000	0 days 00:45:13.639000	284.0	315.0	306.0	322.0	True	SOFT	2.0	True	Mercedes	0 days 00:43:55.923000	2025-03-14 01:59:23.932	1.0		False		False	True	2025	Australian Grand Prix	1	FP1	0 days 00:00:26.768000	0 days 00:00:17.567000	0 days 00:00:33.324000	0 days 00:01:17.659000	0 days 00:00:00.057000	176.469364	195.731865	190.139526	200.08146200000002	77.716	26.768	17.624	33.324	26.768	17.567	33.324	77.659	0.057	1126	1126	1126	1126	1126	1126
0 days 01:06:44.907000	PIA	81	0 days 00:01:17.670000	13.0	4.0			0 days 00:00:26.863000	0 days 00:00:17.534000	0 days 00:00:33.273000	0 days 01:05:54.100000	0 days 01:06:11.634000	0 days 01:06:44.907000	285.0	319.0	305.0	322.0	True	SOFT	2.0	True	McLaren	0 days 01:05:27.237000	2025-03-14 02:20:55.246	1.0		False		False	True	2025	Australian Grand Prix	1	FP1	0 days 00:00:26.863000	0 days 00:00:17.534000	0 days 00:00:33.273000	0 days 00:01:17.670000	0 days 00:00:00	177.090735	198.217349	189.518155	200.08146200000002	77.67	26.863	17.534	33.273	26.863	17.534	33.273	77.67	0.0	1126	1126	1126	1126	1126	1126
0 days 00:30:50.075000	BEA	87	0 days 00:01:19.312000	9.0	1.0			0 days 00:00:27.509000	0 days 00:00:18.023000	0 days 00:00:33.780000	0 days 00:29:58.272000	0 days 00:30:16.295000	0 days 00:30:50.075000	277.0	311.0	299.0	305.0	True	MEDIUM	9.0	True	Haas F1 Team	0 days 00:29:30.763000	2025-03-14 01:44:58.772	1.0		False		False	True	2025	Australian Grand Prix	1	FP1	0 days 00:00:27.156000	0 days 00:00:17.836000	0 days 00:00:33.780000	0 days 00:01:18.772000	0 days 00:00:00.540000	172.119767	193.246381	185.789929	189.518155	79.312	27.509	18.023	33.78	27.156	17.836	33.78	78.772	0.54	1126	1126	1126	1126	1126	1126
0 days 00:52:11.757000	VER	1	0 days 00:01:17.063000	11.0	2.0			0 days 00:00:26.887000	0 days 00:00:17.324000	0 days 00:00:32.852000	0 days 00:51:21.581000	0 days 00:51:38.905000	0 days 00:52:11.757000	284.0	322.0	306.0	324.0	True	SOFT	6.0	True	Red Bull Racing	0 days 00:50:54.694000	2025-03-14 05:35:55.144	1.0		False		False	True	2025	Australian Grand Prix	1	FP2	0 days 00:00:26.887000	0 days 00:00:17.324000	0 days 00:00:32.852000	0 days 00:01:17.063000	0 days 00:00:00	176.469364	200.08146200000002	190.139526	201.324204	77.063	26.887	17.324	32.852	26.887	17.324	32.852	77.063	0.0	1126	1126	1126	1126	1126	1126
0 days 00:43:40.408000	NOR	4	0 days 00:01:16.580000	12.0	2.0			0 days 00:00:26.507000	0 days 00:00:17.399000	0 days 00:00:32.674000	0 days 00:42:50.335000	0 days 00:43:07.734000	0 days 00:43:40.408000	287.0	319.0	309.0	323.0	True	SOFT	4.0	True	McLaren	0 days 00:42:23.828000	2025-03-14 05:27:24.278	1.0		False		False	True	2025	Australian Grand Prix	1	FP2	0 days 00:00:26.507000	0 days 00:00:17.399000	0 days 00:00:32.674000	0 days 00:01:16.580000	0 days 00:00:00	178.333477	198.217349	192.003639	200.702833	76.58	26.507	17.399	32.674	26.507	17.399	32.674	76.58	0.0	1126	1126	1126	1126	1126	1126
0 days 00:47:59.425000	BOR	5	0 days 00:01:17.847000	14.0	3.0			0 days 00:00:26.950000	0 days 00:00:17.741000	0 days 00:00:33.156000	0 days 00:47:08.528000	0 days 00:47:26.269000	0 days 00:47:59.425000	282.0	317.0	302.0	319.0	True	SOFT	5.0	False	Kick Sauber	0 days 00:46:41.578000	2025-03-14 05:31:42.028	1.0		False		False	True	2025	Australian Grand Prix	1	FP2	0 days 00:00:26.903000	0 days 00:00:17.741000	0 days 00:00:33.156000	0 days 00:01:17.800000	0 days 00:00:00.047000	175.226622	196.974607	187.654042	198.217349	77.847	26.95	17.741	33.156	26.903	17.741	33.156	77.8	0.047	1126	1126	1126	1126	1126	1126
0 days 00:47:05.908000	HAD	6	0 days 00:01:17.019000	14.0	2.0			0 days 00:00:26.625000	0 days 00:00:17.498000	0 days 00:00:32.896000	0 days 00:46:15.514000	0 days 00:46:33.012000	0 days 00:47:05.908000	286.0	321.0	307.0	325.0	True	SOFT	5.0	True	Racing Bulls	0 days 00:45:48.889000	2025-03-14 05:30:49.339	1.0		False		False	True	2025	Australian Grand Prix	1	FP2	0 days 00:00:26.583000	0 days 00:00:17.498000	0 days 00:00:32.896000	0 days 00:01:16.977000	0 days 00:00:00.042000	177.712106	199.460091	190.760897	201.945575	77.019	26.625	17.498	32.896	26.583	17.498	32.896	76.977	0.042	1126	1126	1126	1126	1126	1126
0 days 00:47:37.344000	DOO	7	0 days 00:01:17.394000	12.0	2.0			0 days 00:00:26.853000	0 days 00:00:17.408000	0 days 00:00:33.133000	0 days 00:46:46.803000	0 days 00:47:04.211000	0 days 00:47:37.344000	287.0	324.0	307.0	328.0	True	SOFT	3.0	True	Alpine	0 days 00:46:19.950000	2025-03-14 05:31:20.400	1.0		False		False	True	2025	Australian Grand Prix	1	FP2	0 days 00:00:26.853000	0 days 00:00:17.315000	0 days 00:00:33.133000	0 days 00:01:17.301000	0 days 00:00:00.093000	178.333477	201.324204	190.760897	203.809688	77.394	26.853	17.408	33.133	26.853	17.315	33.133	77.301	0.093	1126	1126	1126	1126	1126	1126
0 days 00:48:51.908000	GAS	10	0 days 00:01:17.493000	14.0	2.0			0 days 00:00:26.782000	0 days 00:00:17.382000	0 days 00:00:33.329000	0 days 00:48:01.197000	0 days 00:48:18.579000	0 days 00:48:51.908000	288.0	324.0	312.0	326.0	True	SOFT	6.0	True	Alpine	0 days 00:47:34.415000	2025-03-14 05:32:34.865	1.0		False		False	True	2025	Australian Grand Prix	1	FP2	0 days 00:00:26.782000	0 days 00:00:17.382000	0 days 00:00:33.193000	0 days 00:01:17.357000	0 days 00:00:00.136000	178.954848	201.324204	193.867752	202.566946	77.493	26.782	17.382	33.329	26.782	17.382	33.193	77.357	0.136	1126	1126	1126	1126	1126	1126
0 days 00:40:32.963000	ANT	12	0 days 00:01:17.634000	10.0	3.0			0 days 00:00:26.796000	0 days 00:00:17.708000	0 days 00:00:33.130000	0 days 00:39:42.125000	0 days 00:39:59.833000	0 days 00:40:32.963000	284.0	316.0	306.0	320.0	True	SOFT	2.0	True	Mercedes	0 days 00:39:15.329000	2025-03-14 05:24:15.779	1.0		False		False	True	2025	Australian Grand Prix	1	FP2	0 days 00:00:26.796000	0 days 00:00:17.644000	0 days 00:00:33.130000	0 days 00:01:17.570000	0 days 00:00:00.064000	176.469364	196.353236	190.139526	198.83872	77.634	26.796	17.708	33.13	26.796	17.644	33.13	77.57	0.064	1126	1126	1126	1126	1126	1126
0 days 00:39:09.276000	ALO	14	0 days 00:01:17.330000	7.0	2.0			0 days 00:00:26.726000	0 days 00:00:17.472000	0 days 00:00:33.132000	0 days 00:38:18.672000	0 days 00:38:36.144000	0 days 00:39:09.276000	285.0	317.0	302.0	322.0	True	SOFT	2.0	True	Aston Martin	0 days 00:37:51.946000	2025-03-14 05:22:52.396	1.0		False		False	True	2025	Australian Grand Prix	1	FP2	0 days 00:00:26.651000	0 days 00:00:17.472000	0 days 00:00:33.132000	0 days 00:01:17.255000	0 days 00:00:00.075000	177.090735	196.974607	187.654042	200.08146200000002	77.33	26.726	17.472	33.132	26.651	17.472	33.132	77.255	0.075	1126	1126	1126	1126	1126	1126
0 days 00:49:29.418000	LEC	16	0 days 00:01:16.439000	15.0	4.0			0 days 00:00:26.477000	0 days 00:00:17.392000	0 days 00:00:32.570000	0 days 00:48:39.456000	0 days 00:48:56.848000	0 days 00:49:29.418000	287.0	315.0	305.0	322.0	True	SOFT	5.0	False	Ferrari	0 days 00:48:12.979000	2025-03-14 05:33:13.429	1.0		False		False	True	2025	Australian Grand Prix	1	FP2	0 days 00:00:26.477000	0 days 00:00:17.392000	0 days 00:00:32.570000	0 days 00:01:16.439000	0 days 00:00:00	178.333477	195.731865	189.518155	200.08146200000002	76.439	26.477	17.392	32.57	26.477	17.392	32.57	76.439	0.0	1126	1126	1126	1126	1126	1126
0 days 00:40:44.233000	STR	18	0 days 00:01:17.279000	8.0	2.0			0 days 00:00:26.692000	0 days 00:00:17.448000	0 days 00:00:33.139000	0 days 00:39:53.646000	0 days 00:40:11.094000	0 days 00:40:44.233000	286.0	322.0	307.0	322.0	True	SOFT	3.0	True	Aston Martin	0 days 00:39:26.954000	2025-03-14 05:24:27.404	1.0		False		False	True	2025	Australian Grand Prix	1	FP2	0 days 00:00:26.692000	0 days 00:00:17.448000	0 days 00:00:33.139000	0 days 00:01:17.279000	0 days 00:00:00	177.712106	200.08146200000002	190.760897	200.08146200000002	77.279	26.692	17.448	33.139	26.692	17.448	33.139	77.279	0.0	1126	1126	1126	1126	1126	1126
0 days 00:40:52.354000	TSU	22	0 days 00:01:16.784000	8.0	2.0			0 days 00:00:26.460000	0 days 00:00:17.499000	0 days 00:00:32.825000	0 days 00:40:02.030000	0 days 00:40:19.529000	0 days 00:40:52.354000	286.0	320.0	307.0	324.0	True	SOFT	2.0	True	Racing Bulls	0 days 00:39:35.570000	2025-03-14 05:24:36.020	1.0		False		False	True	2025	Australian Grand Prix	1	FP2	0 days 00:00:26.460000	0 days 00:00:17.499000	0 days 00:00:32.825000	0 days 00:01:16.784000	0 days 00:00:00	177.712106	198.83872	190.760897	201.324204	76.784	26.46	17.499	32.825	26.46	17.499	32.825	76.784	0.0	1126	1126	1126	1126	1126	1126
0 days 00:52:06.515000	ALB	23	0 days 00:01:17.302000	14.0	3.0			0 days 00:00:26.828000	0 days 00:00:17.575000	0 days 00:00:32.899000	0 days 00:51:16.041000	0 days 00:51:33.616000	0 days 00:52:06.515000	284.0	316.0	307.0	320.0	True	SOFT	6.0	False	Williams	0 days 00:50:49.213000	2025-03-14 05:35:49.663	1.0		False		False	True	2025	Australian Grand Prix	1	FP2	0 days 00:00:26.828000	0 days 00:00:17.524000	0 days 00:00:32.899000	0 days 00:01:17.251000	0 days 00:00:00.051000	176.469364	196.353236	190.760897	198.83872	77.302	26.828	17.575	32.899	26.828	17.524	32.899	77.251	0.051	1126	1126	1126	1126	1126	1126
0 days 00:52:18.217000	HUL	27	0 days 00:01:17.161000	10.0	3.0			0 days 00:00:26.687000	0 days 00:00:17.582000	0 days 00:00:32.892000	0 days 00:51:27.743000	0 days 00:51:45.325000	0 days 00:52:18.217000	286.0	322.0	305.0	323.0	True	SOFT	5.0	True	Kick Sauber	0 days 00:51:01.056000	2025-03-14 05:36:01.506	1.0		False		False	True	2025	Australian Grand Prix	1	FP2	0 days 00:00:26.687000	0 days 00:00:17.582000	0 days 00:00:32.892000	0 days 00:01:17.161000	0 days 00:00:00	177.712106	200.08146200000002	189.518155	200.702833	77.161	26.687	17.582	32.892	26.687	17.582	32.892	77.161	0.0	1126	1126	1126	1126	1126	1126
0 days 00:50:08.262000	LAW	30	0 days 00:01:17.640000	15.0	3.0			0 days 00:00:27.012000	0 days 00:00:17.616000	0 days 00:00:33.012000	0 days 00:49:17.634000	0 days 00:49:35.250000	0 days 00:50:08.262000	284.0	318.0	303.0	324.0	True	SOFT	8.0	False	Red Bull Racing	0 days 00:48:50.622000	2025-03-14 05:33:51.072	1.0		False		False	True	2025	Australian Grand Prix	1	FP2	0 days 00:00:27.012000	0 days 00:00:17.583000	0 days 00:00:33.012000	0 days 00:01:17.607000	0 days 00:00:00.033000	176.469364	197.595978	188.27541300000001	201.324204	77.64	27.012	17.616	33.012	27.012	17.583	33.012	77.607	0.033	1126	1126	1126	1126	1126	1126
0 days 00:47:20.350000	OCO	31	0 days 00:01:18.034000	14.0	3.0			0 days 00:00:26.980000	0 days 00:00:17.634000	0 days 00:00:33.420000	0 days 00:46:29.296000	0 days 00:46:46.930000	0 days 00:47:20.350000	285.0	319.0	305.0	321.0	True	SOFT	5.0	False	Haas F1 Team	0 days 00:46:02.316000	2025-03-14 05:31:02.766	1.0		False		False	True	2025	Australian Grand Prix	1	FP2	0 days 00:00:26.959000	0 days 00:00:17.634000	0 days 00:00:33.420000	0 days 00:01:18.013000	0 days 00:00:00.021000	177.090735	198.217349	189.518155	199.460091	78.034	26.98	17.634	33.42	26.959	17.634	33.42	78.013	0.021	1126	1126	1126	1126	1126	1126
0 days 00:48:44.454000	HAM	44	0 days 00:01:16.859000	14.0	4.0			0 days 00:00:26.528000	0 days 00:00:17.607000	0 days 00:00:32.724000	0 days 00:47:54.123000	0 days 00:48:11.730000	0 days 00:48:44.454000	286.0	315.0	302.0	322.0	True	SOFT	4.0	False	Ferrari	0 days 00:47:27.595000	2025-03-14 05:32:28.045	1.0		False		False	True	2025	Australian Grand Prix	1	FP2	0 days 00:00:26.528000	0 days 00:00:17.607000	0 days 00:00:32.724000	0 days 00:01:16.859000	0 days 00:00:00	177.712106	195.731865	187.654042	200.08146200000002	76.859	26.528	17.607	32.724	26.528	17.607	32.724	76.859	0.0	1126	1126	1126	1126	1126	1126
0 days 00:25:11.878000	SAI	55	0 days 00:01:17.302000	4.0	1.0			0 days 00:00:26.792000	0 days 00:00:17.558000	0 days 00:00:32.952000	0 days 00:24:21.368000	0 days 00:24:38.926000	0 days 00:25:11.878000	288.0	319.0	308.0	323.0	True	MEDIUM	4.0	True	Williams	0 days 00:23:54.576000	2025-03-14 05:08:55.026	1.0		False		False	True	2025	Australian Grand Prix	1	FP2	0 days 00:00:26.777000	0 days 00:00:17.558000	0 days 00:00:32.926000	0 days 00:01:17.261000	0 days 00:00:00.041000	178.954848	198.217349	191.382268	200.702833	77.302	26.792	17.558	32.952	26.777	17.558	32.926	77.261	0.041	1126	1126	1126	1126	1126	1126
0 days 00:39:36.322000	RUS	63	0 days 00:01:17.282000	9.0	2.0			0 days 00:00:26.718000	0 days 00:00:17.649000	0 days 00:00:32.915000	0 days 00:38:45.758000	0 days 00:39:03.407000	0 days 00:39:36.322000	284.0	316.0	310.0	320.0	True	SOFT	2.0	True	Mercedes	0 days 00:38:19.040000	2025-03-14 05:23:19.490	1.0		False		False	True	2025	Australian Grand Prix	1	FP2	0 days 00:00:26.718000	0 days 00:00:17.472000	0 days 00:00:32.915000	0 days 00:01:17.105000	0 days 00:00:00.177000	176.469364	196.353236	192.62501	198.83872	77.282	26.718	17.649	32.915	26.718	17.472	32.915	77.105	0.177	1126	1126	1126	1126	1126	1126
0 days 00:50:42.270000	PIA	81	0 days 00:01:16.563000	15.0	2.0			0 days 00:00:26.579000	0 days 00:00:17.417000	0 days 00:00:32.567000	0 days 00:49:52.286000	0 days 00:50:09.703000	0 days 00:50:42.270000	287.0	318.0	307.0	322.0	True	SOFT	7.0	True	McLaren	0 days 00:49:25.707000	2025-03-14 05:34:26.157	1.0		False		False	True	2025	Australian Grand Prix	1	FP2	0 days 00:00:26.579000	0 days 00:00:17.417000	0 days 00:00:32.567000	0 days 00:01:16.563000	0 days 00:00:00	178.333477	197.595978	190.760897	200.08146200000002	76.563	26.579	17.417	32.567	26.579	17.417	32.567	76.563	0.0	1126	1126	1126	1126	1126	1126
0 days 00:56:22.230000	VER	1	0 days 00:01:16.002000	12.0	5.0			0 days 00:00:26.398000	0 days 00:00:17.110000	0 days 00:00:32.494000	0 days 00:55:32.626000	0 days 00:55:49.736000	0 days 00:56:22.230000	288.0	327.0	304.0	328.0	True	SOFT	2.0	True	Red Bull Racing	0 days 00:55:06.228000	2025-03-15 02:14:12.739	1.0		False		False	True	2025	Australian Grand Prix	1	FP3	0 days 00:00:26.325000	0 days 00:00:17.110000	0 days 00:00:32.494000	0 days 00:01:15.929000	0 days 00:00:00.073000	178.954848	203.188317	188.896784	203.809688	76.002	26.398	17.11	32.494	26.325	17.11	32.494	75.929	0.073	1126	1126	1126	1126	1126	1126
0 days 00:50:12.542000	NOR	4	0 days 00:01:16.597000	9.0	4.0			0 days 00:00:26.640000	0 days 00:00:17.353000	0 days 00:00:32.604000	0 days 00:49:22.585000	0 days 00:49:39.938000	0 days 00:50:12.542000	285.0	318.0	305.0	320.0	True	SOFT	8.0	False	McLaren	0 days 00:48:55.945000	2025-03-15 02:08:02.456	1.0		False		False	True	2025	Australian Grand Prix	1	FP3	0 days 00:00:26.301000	0 days 00:00:17.150000	0 days 00:00:32.278000	0 days 00:01:15.729000	0 days 00:00:00.868000	177.090735	197.595978	189.518155	198.83872	76.597	26.64	17.353	32.604	26.301	17.15	32.278	75.729	0.868	1126	1126	1126	1126	1126	1126
0 days 00:58:26.076000	BOR	5	0 days 00:01:16.707000	11.0	4.0			0 days 00:00:26.696000	0 days 00:00:17.320000	0 days 00:00:32.691000	0 days 00:57:36.065000	0 days 00:57:53.385000	0 days 00:58:26.076000	288.0	324.0	308.0	325.0	True	SOFT	2.0	True	Kick Sauber	0 days 00:57:09.369000	2025-03-15 02:16:15.880	1.0		False		False	True	2025	Australian Grand Prix	1	FP3	0 days 00:00:26.696000	0 days 00:00:17.320000	0 days 00:00:32.691000	0 days 00:01:16.707000	0 days 00:00:00	178.954848	201.324204	191.382268	201.945575	76.707	26.696	17.32	32.691	26.696	17.32	32.691	76.707	0.0	1126	1126	1126	1126	1126	1126
0 days 01:00:35.903000	HAD	6	0 days 00:01:16.732000	11.0	4.0			0 days 00:00:26.585000	0 days 00:00:17.259000	0 days 00:00:32.888000	0 days 00:59:45.756000	0 days 01:00:03.015000	0 days 01:00:35.903000	288.0	326.0	307.0	328.0	True	SOFT	3.0	False	Racing Bulls	0 days 00:59:19.171000	2025-03-15 02:18:25.682	1.0		False		False	True	2025	Australian Grand Prix	1	FP3	0 days 00:00:26.585000	0 days 00:00:17.259000	0 days 00:00:32.841000	0 days 00:01:16.685000	0 days 00:00:00.047000	178.954848	202.566946	190.760897	203.809688	76.732	26.585	17.259	32.888	26.585	17.259	32.841	76.685	0.047	1126	1126	1126	1126	1126	1126
0 days 01:12:03.156000	DOO	7	0 days 00:01:16.993000	16.0	6.0			0 days 00:00:26.727000	0 days 00:00:17.116000	0 days 00:00:33.150000	0 days 01:11:12.890000	0 days 01:11:30.006000	0 days 01:12:03.156000	285.0	329.0	308.0	327.0	True	SOFT	8.0	False	Alpine	0 days 01:10:46.163000	2025-03-15 02:29:52.674	1.0		False		False	True	2025	Australian Grand Prix	1	FP3	0 days 00:00:26.727000	0 days 00:00:17.116000	0 days 00:00:33.049000	0 days 00:01:16.892000	0 days 00:00:00.101000	177.090735	204.431059	191.382268	203.188317	76.993	26.727	17.116	33.15	26.727	17.116	33.049	76.892	0.101	1126	1126	1126	1126	1126	1126
0 days 01:11:57.574000	GAS	10	0 days 00:01:16.719000	20.0	5.0			0 days 00:00:26.660000	0 days 00:00:17.364000	0 days 00:00:32.695000	0 days 01:11:07.515000	0 days 01:11:24.879000	0 days 01:11:57.574000	282.0	320.0	306.0	323.0	True	SOFT	8.0	False	Alpine	0 days 01:10:40.855000	2025-03-15 02:29:47.366	1.0		False		False	True	2025	Australian Grand Prix	1	FP3	0 days 00:00:26.600000	0 days 00:00:17.274000	0 days 00:00:32.695000	0 days 00:01:16.569000	0 days 00:00:00.150000	175.226622	198.83872	190.139526	200.702833	76.719	26.66	17.364	32.695	26.6	17.274	32.695	76.569	0.15	1126	1126	1126	1126	1126	1126
0 days 01:01:29.103000	ANT	12	0 days 00:01:16.206000	13.0	4.0			0 days 00:00:26.400000	0 days 00:00:17.373000	0 days 00:00:32.433000	0 days 01:00:39.297000	0 days 01:00:56.670000	0 days 01:01:29.103000	287.0	316.0	306.0	324.0	True	SOFT	3.0	True	Mercedes	0 days 01:00:12.897000	2025-03-15 02:19:19.408	1.0		False		False	True	2025	Australian Grand Prix	1	FP3	0 days 00:00:26.400000	0 days 00:00:17.325000	0 days 00:00:32.433000	0 days 00:01:16.158000	0 days 00:00:00.048000	178.333477	196.353236	190.139526	201.324204	76.206	26.4	17.373	32.433	26.4	17.325	32.433	76.158	0.048	1126	1126	1126	1126	1126	1126
