Time	Category	Message	Status	Flag	Scope	Sector	RacingNumber	Lap	Round	Year	Event	raceId	round_x	year_x	grandPrixId_x	id_y	round_y	year_y	grandPrixId_y	grandPrixId
2025-04-06 05:29:55	Other	CAR 55 (SAI) TIME 1:34.451 DELETED - TRACK LIMITS AT TURN 17 LAP 15 14:27:34						17.0	3	2025	Japanese Grand Prix					1128	3	2025	japan	
2025-04-06 05:31:49	Other	TURN 17 INCIDENT INVOLVING CARS 55 (SAI) NOTED - LEAVING THE TRACK AND GAINING AN ADVANTAGE						18.0	3	2025	Japanese Grand Prix					1128	3	2025	japan	
2025-04-06 05:35:26	Other	FIA STEWARDS: TURN 17 INCIDENT INVOLVING CAR 55 (SAI) REVIEWED NO FURTHER INVESTIGATION - LEAVING THE TRACK AND GAINING AN ADVANTAGE						21.0	3	2025	Japanese Grand Prix					1128	3	2025	japan	
2025-04-06 05:42:02	Other	PIT EXIT INCIDENT INVOLVING CARS 1 (VER) AND 4 (NOR) NOTED						25.0	3	2025	Japanese Grand Prix					1128	3	2025	japan	
2025-04-06 05:43:05	Other	FIA STEWARDS: PIT EXIT INCIDENT INVOLVING CARS 1 (VER) AND 4 (NOR) REVIEWED NO FURTHER INVESTIGATION						26.0	3	2025	Japanese Grand Prix					1128	3	2025	japan	
2025-04-06 05:45:15	Other	CAR 55 (SAI) TIME 1:33.932 DELETED - TRACK LIMITS AT TURN 17 LAP 25 14:43:19						27.0	3	2025	Japanese Grand Prix					1128	3	2025	japan	
2025-04-06 05:45:28	Other	TURN 17 INCIDENT INVOLVING CAR 55 (SAI) NOTED - LEAVING THE TRACK AND GAINING AN ADVANTAGE						27.0	3	2025	Japanese Grand Prix					1128	3	2025	japan	
2025-04-06 05:47:54	Other	FIA STEWARDS: TURN 17 INCIDENT INVOLVING CAR 55 (SAI) REVIEWED NO FURTHER INVESTIGATION - LEAVING THE TRACK AND GAINING AN ADVANTAGE						29.0	3	2025	Japanese Grand Prix					1128	3	2025	japan	
2025-04-06 05:48:23	Other	CAR 22 (TSU) TIME 1:33.745 DELETED - TRACK LIMITS AT TURN 17 LAP 26 14:45:10						29.0	3	2025	Japanese Grand Prix					1128	3	2025	japan	
2025-04-06 05:57:07	Other	CAR 63 (RUS) TIME 1:32.080 DELETED - TRACK LIMITS AT TURN 17 LAP 33 14:55:29						35.0	3	2025	Japanese Grand Prix					1128	3	2025	japan	
2025-04-06 06:13:43	Flag	WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 15:13:43		BLUE	Driver		18.0	45.0	3	2025	Japanese Grand Prix					1128	3	2025	japan	
2025-04-06 06:13:51	Flag	WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 15:13:50		BLUE	Driver		18.0	46.0	3	2025	Japanese Grand Prix					1128	3	2025	japan	
2025-04-06 06:18:15	Other	CAR 12 (ANT) TIME 1:31.238 DELETED - TRACK LIMITS AT TURN 17 LAP 47 15:16:58						48.0	3	2025	Japanese Grand Prix					1128	3	2025	japan	
2025-04-06 06:25:53	Flag	CHEQUERED FLAG		CHEQUERED	Track			53.0	3	2025	Japanese Grand Prix					1128	3	2025	japan	
2025-04-06 06:26:13	Other	CAR 4 (NOR) TIME 1:31.423 DELETED - TRACK LIMITS AT TURN 17 LAP 53 15:25:48						53.0	3	2025	Japanese Grand Prix					1128	3	2025	japan	
2025-04-06 06:29:16	Other	CAR 10 (GAS) TIME 1:33.169 DELETED - TRACK LIMITS AT TURN 17 LAP 53 15:26:48						53.0	3	2025	Japanese Grand Prix					1128	3	2025	japan	
2025-04-13 14:20:01	Flag	GREEN LIGHT - PIT EXIT OPEN		GREEN	Track			1.0	4	2025	Bahrain Grand Prix					1129	4	2025	bahrain	
2025-04-13 14:30:01	Other	PIT EXIT CLOSED						1.0	4	2025	Bahrain Grand Prix					1129	4	2025	bahrain	
2025-04-13 14:45:06	Other	RISK OF RAIN FOR F1 RACE IS 0%						1.0	4	2025	Bahrain Grand Prix					1129	4	2025	bahrain	
2025-04-13 14:57:04	Drs	DRS DISABLED	DISABLED					1.0	4	2025	Bahrain Grand Prix					1129	4	2025	bahrain	
2025-04-13 15:03:49	Flag	GREEN LIGHT - PIT EXIT OPEN		GREEN	Track			1.0	4	2025	Bahrain Grand Prix					1129	4	2025	bahrain	
2025-04-13 15:05:28	Drs	DRS ENABLED	ENABLED					2.0	4	2025	Bahrain Grand Prix					1129	4	2025	bahrain	
2025-04-13 15:06:27	Other	CAR 12 (ANT) LAP DELETED - TRACK LIMITS AT TURN 7 LAP 1 18:04:28						2.0	4	2025	Bahrain Grand Prix					1129	4	2025	bahrain	
2025-04-13 15:07:50	Other	INCIDENT INVOLVING CAR 4 (NOR) NOTED - FALSE START - OUT OF POSITION						3.0	4	2025	Bahrain Grand Prix					1129	4	2025	bahrain	
