date_hourly	latitude_hourly	longitude_hourly	temperature_2m	hourly_precipitation	relative_humidity_2m	short_date	wind_speed_10m	id_races	hourly_precipitation_probability	grandPrixId	circuitId
2015-05-24 21:00:00+00:00	43.76098251342773	7.477341651916504	62.533398	0.007874016	81.44071	2015-05-24	3.042649	922		monaco	monaco
2015-05-24 22:00:00+00:00	43.76098251342773	7.477341651916504	61.0934	0.0	87.65659	2015-05-24	3.0095758	922		monaco	monaco
2015-05-24 23:00:00+00:00	43.76098251342773	7.477341651916504	60.823402	0.0	87.35936	2015-05-24	2.4607	922		monaco	monaco
2015-06-07 00:00:00+00:00	45.51845169067383	-73.46939086914062	64.438705	0.0	39.18738	2015-06-07	2.8472362	923		canada	montreal
2015-06-07 01:00:00+00:00	45.51845169067383	-73.46939086914062	60.8387	0.0	52.560753	2015-06-07	4.220763	923		canada	montreal
2015-06-07 02:00:00+00:00	45.51845169067383	-73.46939086914062	59.3987	0.0	56.671215	2015-06-07	4.474	923		canada	montreal
2015-06-07 03:00:00+00:00	45.51845169067383	-73.46939086914062	58.1387	0.0	62.622543	2015-06-07	4.474	923		canada	montreal
2015-06-07 04:00:00+00:00	45.51845169067383	-73.46939086914062	56.6087	0.0	69.63267	2015-06-07	4.5295796	923		canada	montreal
2015-06-07 05:00:00+00:00	45.51845169067383	-73.46939086914062	55.0787	0.0	75.87947	2015-06-07	5.222329	923		canada	montreal
2015-06-07 06:00:00+00:00	45.51845169067383	-73.46939086914062	54.0887	0.0	80.00564	2015-06-07	4.6116934	923		canada	montreal
2015-06-07 07:00:00+00:00	45.51845169067383	-73.46939086914062	52.9187	0.0	80.185265	2015-06-07	2.7670162	923		canada	montreal
2015-06-07 08:00:00+00:00	45.51845169067383	-73.46939086914062	52.1987	0.0	83.17654	2015-06-07	2.062412	923		canada	montreal
2015-06-07 09:00:00+00:00	45.51845169067383	-73.46939086914062	50.938698	0.0	88.02545	2015-06-07	2.2481573	923		canada	montreal
2015-06-07 10:00:00+00:00	45.51845169067383	-73.46939086914062	49.1387	0.0	92.84928	2015-06-07	1.5817978	923		canada	montreal
2015-06-07 11:00:00+00:00	45.51845169067383	-73.46939086914062	51.5687	0.0	89.854256	2015-06-07	1.7471529	923		canada	montreal
2015-06-07 12:00:00+00:00	45.51845169067383	-73.46939086914062	55.438698	0.0	76.68451	2015-06-07	3.0012505	923		canada	montreal
2015-06-07 13:00:00+00:00	45.51845169067383	-73.46939086914062	58.7687	0.0	66.42507	2015-06-07	4.4963145	923		canada	montreal
2015-06-07 14:00:00+00:00	45.51845169067383	-73.46939086914062	62.458702	0.0	56.906284	2015-06-07	6.0399003	923		canada	montreal
2015-06-07 15:00:00+00:00	45.51845169067383	-73.46939086914062	65.2487	0.0	46.5923	2015-06-07	7.214108	923		canada	montreal
2015-06-07 16:00:00+00:00	45.51845169067383	-73.46939086914062	66.8687	0.0	41.114754	2015-06-07	7.9437127	923		canada	montreal
2015-06-07 17:00:00+00:00	45.51845169067383	-73.46939086914062	68.1287	0.0	39.231453	2015-06-07	9.127948	923		canada	montreal
2015-06-07 18:00:00+00:00	45.51845169067383	-73.46939086914062	69.0287	0.0	38.568142	2015-06-07	9.7225895	923		canada	montreal
2015-06-07 19:00:00+00:00	45.51845169067383	-73.46939086914062	69.1187	0.0	37.79048	2015-06-07	10.016665	923		canada	montreal
2015-06-07 20:00:00+00:00	45.51845169067383	-73.46939086914062	69.1187	0.0	37.921474	2015-06-07	9.976618	923		canada	montreal
2015-06-07 21:00:00+00:00	45.51845169067383	-73.46939086914062	68.4887	0.0	40.387848	2015-06-07	9.704559	923		canada	montreal
2015-06-07 22:00:00+00:00	45.51845169067383	-73.46939086914062	67.0487	0.0	46.551907	2015-06-07	6.4872994	923		canada	montreal
2015-06-07 23:00:00+00:00	45.51845169067383	-73.46939086914062	65.8787	0.0	48.64152	2015-06-07	7.3379054	923		canada	montreal
2015-06-21 00:00:00+00:00	47.20562362670898	14.828710556030272	47.1632	0.0	88.747185	2015-06-21	3.613984	924		austria	spielberg
2015-06-21 01:00:00+00:00	47.20562362670898	14.828710556030272	46.8032	0.0	90.26816	2015-06-21	4.112674	924		austria	spielberg
2015-06-21 02:00:00+00:00	47.20562362670898	14.828710556030272	46.3532	0.0	91.49918	2015-06-21	4.0016675	924		austria	spielberg
2015-06-21 03:00:00+00:00	47.20562362670898	14.828710556030272	46.1732	0.0	91.80767	2015-06-21	4.2029414	924		austria	spielberg
2015-06-21 04:00:00+00:00	47.20562362670898	14.828710556030272	46.5332	0.0	90.25708	2015-06-21	4.2029414	924		austria	spielberg
2015-06-21 05:00:00+00:00	47.20562362670898	14.828710556030272	47.8832	0.0	85.78686	2015-06-21	3.3028908	924		austria	spielberg
2015-06-21 06:00:00+00:00	47.20562362670898	14.828710556030272	50.8532	0.0	74.45382	2015-06-21	3.1793742	924		austria	spielberg
2015-06-21 07:00:00+00:00	47.20562362670898	14.828710556030272	54.2732	0.0	63.209362	2015-06-21	4.1065865	924		austria	spielberg
2015-06-21 08:00:00+00:00	47.20562362670898	14.828710556030272	56.3432	0.007874016	56.238205	2015-06-21	5.3781123	924		austria	spielberg
2015-06-21 09:00:00+00:00	47.20562362670898	14.828710556030272	57.603203	0.003937008	52.44471	2015-06-21	5.0469017	924		austria	spielberg
2015-06-21 10:00:00+00:00	47.20562362670898	14.828710556030272	59.223198	0.0	48.459908	2015-06-21	2.4708471	924		austria	spielberg
2015-06-21 11:00:00+00:00	47.20562362670898	14.828710556030272	60.6632	0.0	45.877636	2015-06-21	1.6285605	924		austria	spielberg
2015-06-21 12:00:00+00:00	47.20562362670898	14.828710556030272	61.3832	0.0	45.83026	2015-06-21	1.6285605	924		austria	spielberg
2015-06-21 13:00:00+00:00	47.20562362670898	14.828710556030272	61.743202	0.0	47.51125	2015-06-21	1.5817978	924		austria	spielberg
2015-06-21 14:00:00+00:00	47.20562362670898	14.828710556030272	61.2032	0.0	53.342743	2015-06-21	1.7896	924		austria	spielberg
2015-06-21 15:00:00+00:00	47.20562362670898	14.828710556030272	58.1432	0.003937008	68.86598	2015-06-21	1.803527	924		austria	spielberg
2015-06-21 16:00:00+00:00	47.20562362670898	14.828710556030272	56.7032	0.007874016	73.01956	2015-06-21	1.6285605	924		austria	spielberg
2015-06-21 17:00:00+00:00	47.20562362670898	14.828710556030272	55.7132	0.003937008	83.968544	2015-06-21	1.360714	924		austria	spielberg
2015-06-21 18:00:00+00:00	47.20562362670898	14.828710556030272	55.2632	0.0	84.501724	2015-06-21	0.31635958	924		austria	spielberg
2015-06-21 19:00:00+00:00	47.20562362670898	14.828710556030272	54.363197	0.0	90.27063	2015-06-21	1.4323789	924		austria	spielberg
2015-06-21 20:00:00+00:00	47.20562362670898	14.828710556030272	53.1032	0.0	89.3195	2015-06-21	1.8446774	924		austria	spielberg
2015-06-21 21:00:00+00:00	47.20562362670898	14.828710556030272	52.2032	0.0	90.48588	2015-06-21	2.062412	924		austria	spielberg
2015-06-21 22:00:00+00:00	47.20562362670898	14.828710556030272	51.0332	0.0	91.97442	2015-06-21	2.4708471	924		austria	spielberg
2015-06-21 23:00:00+00:00	47.20562362670898	14.828710556030272	49.7732	0.0	93.18266	2015-06-21	2.4708471	924		austria	spielberg
2015-07-05 00:00:00+00:00	52.05623626708984	-0.992645263671875	59.6939	0.0	69.27087	2015-07-05	4.0328093	925		great-britain	silverstone
2015-07-05 01:00:00+00:00	52.05623626708984	-0.992645263671875	58.1639	0.0	74.64954	2015-07-05	3.1793742	925		great-britain	silverstone
